https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IOTA,Volume BTC,tradecount
1656028800000,2022-06-24 00:00:00,IOTA/BTC,0.00001425,0.00001460,0.00001416,0.00001437,698314.00000000,10.05349447,5111
1655942400000,2022-06-23 00:00:00,IOTA/BTC,0.00001423,0.00001555,0.00001392,0.00001424,6050170.00000000,89.14640623,21216
1655856000000,2022-06-22 00:00:00,IOTA/BTC,0.00001396,0.00001572,0.00001351,0.00001422,1388450.00000000,20.08109016,9046
1655769600000,2022-06-21 00:00:00,IOTA/BTC,0.00001358,0.00001403,0.00001335,0.00001395,1447791.00000000,19.88064590,6279
1655683200000,2022-06-20 00:00:00,IOTA/BTC,0.00001329,0.00001384,0.00001323,0.00001359,691927.00000000,9.38994692,5647
1655596800000,2022-06-19 00:00:00,IOTA/BTC,0.00001324,0.00001374,0.00001305,0.00001328,1072596.00000000,14.36389842,8692
1655510400000,2022-06-18 00:00:00,IOTA/BTC,0.00001300,0.00001340,0.00001275,0.00001323,1509421.00000000,19.80215552,9337
1655424000000,2022-06-17 00:00:00,IOTA/BTC,0.00001249,0.00001310,0.00001241,0.00001301,1620765.00000000,20.46867591,10961
1655337600000,2022-06-16 00:00:00,IOTA/BTC,0.00001265,0.00001282,0.00001214,0.00001250,966545.00000000,12.06906022,8178
1655251200000,2022-06-15 00:00:00,IOTA/BTC,0.00001207,0.00001270,0.00001171,0.00001264,1365427.00000000,16.46848337,11622
1655164800000,2022-06-14 00:00:00,IOTA/BTC,0.00001145,0.00001223,0.00001129,0.00001206,1707968.00000000,19.89142130,11959
1655078400000,2022-06-13 00:00:00,IOTA/BTC,0.00001059,0.00001146,0.00001011,0.00001146,3094728.00000000,33.04057602,12859
1654992000000,2022-06-12 00:00:00,IOTA/BTC,0.00001058,0.00001079,0.00001015,0.00001058,1599622.00000000,16.81108330,6913
1654905600000,2022-06-11 00:00:00,IOTA/BTC,0.00001107,0.00001116,0.00001030,0.00001058,856714.00000000,9.21866303,6440
1654819200000,2022-06-10 00:00:00,IOTA/BTC,0.00001149,0.00001152,0.00001093,0.00001106,650241.00000000,7.28394077,6073
1654732800000,2022-06-09 00:00:00,IOTA/BTC,0.00001156,0.00001174,0.00001134,0.00001150,513980.00000000,5.92201278,3668
1654646400000,2022-06-08 00:00:00,IOTA/BTC,0.00001132,0.00001184,0.00001129,0.00001157,683665.00000000,7.92263172,5631
1654560000000,2022-06-07 00:00:00,IOTA/BTC,0.00001160,0.00001168,0.00001126,0.00001133,1103957.00000000,12.64449401,5654
1654473600000,2022-06-06 00:00:00,IOTA/BTC,0.00001164,0.00001232,0.00001151,0.00001159,1231553.00000000,14.61031058,7608
1654387200000,2022-06-05 00:00:00,IOTA/BTC,0.00001171,0.00001183,0.00001157,0.00001165,489218.00000000,5.71903301,4231
1654300800000,2022-06-04 00:00:00,IOTA/BTC,0.00001167,0.00001186,0.00001142,0.00001170,390281.00000000,4.55147302,5360
1654214400000,2022-06-03 00:00:00,IOTA/BTC,0.00001171,0.00001238,0.00001151,0.00001166,1051247.00000000,12.46509455,8962
1654128000000,2022-06-02 00:00:00,IOTA/BTC,0.00001111,0.00001170,0.00001109,0.00001170,1210248.00000000,13.79995657,6543
1654041600000,2022-06-01 00:00:00,IOTA/BTC,0.00001110,0.00001153,0.00001093,0.00001110,1262493.00000000,14.18559125,6215
1653955200000,2022-05-31 00:00:00,IOTA/BTC,0.00001099,0.00001121,0.00001081,0.00001109,933580.00000000,10.27543113,3061
1653868800000,2022-05-30 00:00:00,IOTA/BTC,0.00001116,0.00001150,0.00001083,0.00001098,1155873.00000000,12.84699886,4316
1653782400000,2022-05-29 00:00:00,IOTA/BTC,0.00001098,0.00001117,0.00001067,0.00001117,644012.00000000,7.00830539,3201
1653696000000,2022-05-28 00:00:00,IOTA/BTC,0.00001057,0.00001104,0.00001047,0.00001104,484301.00000000,5.20391586,1389
1653609600000,2022-05-27 00:00:00,IOTA/BTC,0.00001060,0.00001098,0.00001023,0.00001054,758767.00000000,8.07226852,2017
1653523200000,2022-05-26 00:00:00,IOTA/BTC,0.00001134,0.00001144,0.00001040,0.00001057,1064953.00000000,11.50054327,2168
1653436800000,2022-05-25 00:00:00,IOTA/BTC,0.00001147,0.00001150,0.00001105,0.00001131,606986.00000000,6.83820532,1327
1653350400000,2022-05-24 00:00:00,IOTA/BTC,0.00001138,0.00001163,0.00001101,0.00001145,875103.00000000,9.92524227,1690
1653264000000,2022-05-23 00:00:00,IOTA/BTC,0.00001154,0.00001190,0.00001122,0.00001139,970122.00000000,11.30602228,2512
1653177600000,2022-05-22 00:00:00,IOTA/BTC,0.00001120,0.00001163,0.00001120,0.00001155,760727.00000000,8.71950679,3598
1653091200000,2022-05-21 00:00:00,IOTA/BTC,0.00001095,0.00001131,0.00001064,0.00001119,1021433.00000000,11.28963771,4273
1653004800000,2022-05-20 00:00:00,IOTA/BTC,0.00001125,0.00001125,0.00001085,0.00001094,1045301.00000000,11.57403277,3836
1652918400000,2022-05-19 00:00:00,IOTA/BTC,0.00001166,0.00001169,0.00001095,0.00001127,1409790.00000000,15.83163762,3324
1652832000000,2022-05-18 00:00:00,IOTA/BTC,0.00001282,0.00001300,0.00001156,0.00001163,1035312.00000000,12.78430476,4779
1652745600000,2022-05-17 00:00:00,IOTA/BTC,0.00001205,0.00001321,0.00001205,0.00001284,1311973.00000000,16.68065046,4557
1652659200000,2022-05-16 00:00:00,IOTA/BTC,0.00001196,0.00001230,0.00001152,0.00001196,803338.00000000,9.56166596,4677
1652572800000,2022-05-15 00:00:00,IOTA/BTC,0.00001166,0.00001226,0.00001143,0.00001195,1767857.00000000,21.04766816,5050
1652486400000,2022-05-14 00:00:00,IOTA/BTC,0.00001081,0.00001195,0.00001069,0.00001164,1359096.00000000,15.30151520,3265
1652400000000,2022-05-13 00:00:00,IOTA/BTC,0.00001014,0.00001159,0.00001005,0.00001079,3766234.00000000,41.56679938,5241
1652313600000,2022-05-12 00:00:00,IOTA/BTC,0.00001018,0.00001049,0.00000876,0.00001015,6076584.00000000,58.96847666,10651
1652227200000,2022-05-11 00:00:00,IOTA/BTC,0.00001256,0.00001278,0.00000964,0.00001009,6880651.00000000,73.66026945,11719
1652140800000,2022-05-10 00:00:00,IOTA/BTC,0.00001296,0.00001378,0.00001221,0.00001264,1943216.00000000,25.09586758,5080
1652054400000,2022-05-09 00:00:00,IOTA/BTC,0.00001369,0.00001394,0.00001266,0.00001296,1953976.00000000,25.90872421,4650
1651968000000,2022-05-08 00:00:00,IOTA/BTC,0.00001343,0.00001381,0.00001332,0.00001366,546768.00000000,7.46482074,1445
1651881600000,2022-05-07 00:00:00,IOTA/BTC,0.00001369,0.00001390,0.00001332,0.00001342,432744.00000000,5.89614540,1394
1651795200000,2022-05-06 00:00:00,IOTA/BTC,0.00001360,0.00001384,0.00001337,0.00001369,700812.00000000,9.54618675,1678
1651708800000,2022-05-05 00:00:00,IOTA/BTC,0.00001397,0.00001411,0.00001336,0.00001361,708103.00000000,9.72815594,2281
1651622400000,2022-05-04 00:00:00,IOTA/BTC,0.00001329,0.00001399,0.00001313,0.00001396,1067067.00000000,14.39186390,2213
1651536000000,2022-05-03 00:00:00,IOTA/BTC,0.00001384,0.00001420,0.00001292,0.00001330,1183210.00000000,15.92437302,3713
1651449600000,2022-05-02 00:00:00,IOTA/BTC,0.00001416,0.00001427,0.00001287,0.00001382,1015771.00000000,13.77986414,2717
1651363200000,2022-05-01 00:00:00,IOTA/BTC,0.00001407,0.00001432,0.00001381,0.00001417,800351.00000000,11.24859850,2810
1651276800000,2022-04-30 00:00:00,IOTA/BTC,0.00001486,0.00001514,0.00001362,0.00001408,1155710.00000000,16.84135952,6777
1651190400000,2022-04-29 00:00:00,IOTA/BTC,0.00001550,0.00001555,0.00001466,0.00001486,660279.00000000,9.99123623,5457
1651104000000,2022-04-28 00:00:00,IOTA/BTC,0.00001573,0.00001577,0.00001534,0.00001551,400709.00000000,6.22787338,3604
1651017600000,2022-04-27 00:00:00,IOTA/BTC,0.00001574,0.00001595,0.00001554,0.00001572,445987.00000000,7.01206690,5812
1650931200000,2022-04-26 00:00:00,IOTA/BTC,0.00001606,0.00001615,0.00001547,0.00001575,962735.00000000,15.28122778,5275
1650844800000,2022-04-25 00:00:00,IOTA/BTC,0.00001676,0.00001677,0.00001586,0.00001608,870648.00000000,14.03101959,7138
1650758400000,2022-04-24 00:00:00,IOTA/BTC,0.00001726,0.00001731,0.00001656,0.00001675,469961.00000000,7.91352139,4682
1650672000000,2022-04-23 00:00:00,IOTA/BTC,0.00001697,0.00001756,0.00001694,0.00001727,764256.00000000,13.19553090,7168
1650585600000,2022-04-22 00:00:00,IOTA/BTC,0.00001638,0.00001720,0.00001631,0.00001696,887899.00000000,14.93415698,5918
1650499200000,2022-04-21 00:00:00,IOTA/BTC,0.00001638,0.00001669,0.00001601,0.00001636,605464.00000000,9.90875380,3699
1650412800000,2022-04-20 00:00:00,IOTA/BTC,0.00001655,0.00001661,0.00001604,0.00001639,471755.00000000,7.70839853,2933
1650326400000,2022-04-19 00:00:00,IOTA/BTC,0.00001631,0.00001655,0.00001619,0.00001655,520328.00000000,8.51812657,2402
1650240000000,2022-04-18 00:00:00,IOTA/BTC,0.00001624,0.00001651,0.00001582,0.00001631,753041.00000000,12.13816508,3811
1650153600000,2022-04-17 00:00:00,IOTA/BTC,0.00001671,0.00001687,0.00001624,0.00001625,489311.00000000,8.13383600,2137
1650067200000,2022-04-16 00:00:00,IOTA/BTC,0.00001665,0.00001679,0.00001646,0.00001673,254076.00000000,4.22402369,1692
1649980800000,2022-04-15 00:00:00,IOTA/BTC,0.00001660,0.00001674,0.00001642,0.00001664,556134.00000000,9.23943993,2489
1649894400000,2022-04-14 00:00:00,IOTA/BTC,0.00001656,0.00001666,0.00001615,0.00001660,1062711.00000000,17.43524381,3635
1649808000000,2022-04-13 00:00:00,IOTA/BTC,0.00001660,0.00001669,0.00001630,0.00001655,2044211.00000000,33.69625306,4905
1649721600000,2022-04-12 00:00:00,IOTA/BTC,0.00001643,0.00001659,0.00001615,0.00001659,1565039.00000000,25.68696515,4839
1649635200000,2022-04-11 00:00:00,IOTA/BTC,0.00001693,0.00001697,0.00001617,0.00001642,1021643.00000000,16.85703676,5080
1649548800000,2022-04-10 00:00:00,IOTA/BTC,0.00001744,0.00001745,0.00001691,0.00001692,435350.00000000,7.45674246,2270
1649462400000,2022-04-09 00:00:00,IOTA/BTC,0.00001707,0.00001747,0.00001702,0.00001745,795403.00000000,13.69601256,2970
1649376000000,2022-04-08 00:00:00,IOTA/BTC,0.00001763,0.00001775,0.00001697,0.00001707,827924.00000000,14.34388242,3869
1649289600000,2022-04-07 00:00:00,IOTA/BTC,0.00001703,0.00001764,0.00001677,0.00001764,579491.00000000,10.02495605,4109
1649203200000,2022-04-06 00:00:00,IOTA/BTC,0.00001810,0.00001811,0.00001674,0.00001704,2767556.00000000,48.32688454,10033
1649116800000,2022-04-05 00:00:00,IOTA/BTC,0.00001856,0.00001857,0.00001801,0.00001809,1343718.00000000,24.51008559,6859
1649030400000,2022-04-04 00:00:00,IOTA/BTC,0.00001942,0.00001951,0.00001836,0.00001855,990135.00000000,18.74733674,6641
1648944000000,2022-04-03 00:00:00,IOTA/BTC,0.00001946,0.00001968,0.00001911,0.00001942,969857.00000000,18.82550392,4750
1648857600000,2022-04-02 00:00:00,IOTA/BTC,0.00001927,0.00001993,0.00001912,0.00001945,1475473.00000000,28.81392428,7413
1648771200000,2022-04-01 00:00:00,IOTA/BTC,0.00001875,0.00001935,0.00001859,0.00001926,2141023.00000000,40.65579133,8375
1648684800000,2022-03-31 00:00:00,IOTA/BTC,0.00001896,0.00002011,0.00001848,0.00001874,3584768.00000000,69.03767265,14139
1648598400000,2022-03-30 00:00:00,IOTA/BTC,0.00001820,0.00001896,0.00001785,0.00001895,2024430.00000000,37.37143823,7788
1648512000000,2022-03-29 00:00:00,IOTA/BTC,0.00001799,0.00001874,0.00001786,0.00001821,1584959.00000000,29.09196231,8203
1648425600000,2022-03-28 00:00:00,IOTA/BTC,0.00001869,0.00001925,0.00001786,0.00001799,1809089.00000000,33.80961857,8733
1648339200000,2022-03-27 00:00:00,IOTA/BTC,0.00001867,0.00001936,0.00001832,0.00001869,2368491.00000000,44.63344697,11100
1648252800000,2022-03-26 00:00:00,IOTA/BTC,0.00001767,0.00001870,0.00001761,0.00001866,1075675.00000000,19.57864113,4720
1648166400000,2022-03-25 00:00:00,IOTA/BTC,0.00001831,0.00001860,0.00001748,0.00001766,828855.00000000,14.90310873,6064
1648080000000,2022-03-24 00:00:00,IOTA/BTC,0.00001824,0.00001894,0.00001793,0.00001830,1628493.00000000,29.73706749,7280
1647993600000,2022-03-23 00:00:00,IOTA/BTC,0.00001829,0.00001860,0.00001810,0.00001822,479584.00000000,8.78953964,4668
1647907200000,2022-03-22 00:00:00,IOTA/BTC,0.00001815,0.00001856,0.00001783,0.00001828,1011617.00000000,18.36944258,6370
1647820800000,2022-03-21 00:00:00,IOTA/BTC,0.00001821,0.00001830,0.00001766,0.00001816,1906805.00000000,34.18932077,6995
1647734400000,2022-03-20 00:00:00,IOTA/BTC,0.00001779,0.00001885,0.00001777,0.00001822,1174588.00000000,21.46473198,6770
1647648000000,2022-03-19 00:00:00,IOTA/BTC,0.00001745,0.00001799,0.00001742,0.00001779,866220.00000000,15.39622002,3574
1647561600000,2022-03-18 00:00:00,IOTA/BTC,0.00001749,0.00001760,0.00001728,0.00001744,629271.00000000,10.96718227,2479
1647475200000,2022-03-17 00:00:00,IOTA/BTC,0.00001761,0.00001775,0.00001733,0.00001750,468234.00000000,8.20710258,3701
1647388800000,2022-03-16 00:00:00,IOTA/BTC,0.00001789,0.00001808,0.00001715,0.00001760,1102408.00000000,19.44874406,6189
1647302400000,2022-03-15 00:00:00,IOTA/BTC,0.00001794,0.00001849,0.00001773,0.00001790,1585746.00000000,28.61623168,5669
1647216000000,2022-03-14 00:00:00,IOTA/BTC,0.00001800,0.00001803,0.00001749,0.00001795,986361.00000000,17.48971045,6684
1647129600000,2022-03-13 00:00:00,IOTA/BTC,0.00001803,0.00001821,0.00001794,0.00001801,615315.00000000,11.12666260,3810
1647043200000,2022-03-12 00:00:00,IOTA/BTC,0.00001836,0.00001849,0.00001790,0.00001804,741864.00000000,13.49608965,4436
1646956800000,2022-03-11 00:00:00,IOTA/BTC,0.00001856,0.00001863,0.00001807,0.00001837,1361597.00000000,24.99225578,7018
1646870400000,2022-03-10 00:00:00,IOTA/BTC,0.00001764,0.00002020,0.00001757,0.00001857,2794968.00000000,52.87883769,16114
1646784000000,2022-03-09 00:00:00,IOTA/BTC,0.00001819,0.00001834,0.00001732,0.00001764,1037147.00000000,18.21557968,4806
1646697600000,2022-03-08 00:00:00,IOTA/BTC,0.00001825,0.00001850,0.00001792,0.00001819,421247.00000000,7.69230170,4384
1646611200000,2022-03-07 00:00:00,IOTA/BTC,0.00001804,0.00001849,0.00001784,0.00001826,837954.00000000,15.20078375,6060
1646524800000,2022-03-06 00:00:00,IOTA/BTC,0.00001870,0.00001885,0.00001800,0.00001803,405799.00000000,7.47798194,5042
1646438400000,2022-03-05 00:00:00,IOTA/BTC,0.00001814,0.00001883,0.00001799,0.00001869,418143.00000000,7.71165783,3326
1646352000000,2022-03-04 00:00:00,IOTA/BTC,0.00001789,0.00001839,0.00001771,0.00001813,713581.00000000,12.91797741,6006
1646265600000,2022-03-03 00:00:00,IOTA/BTC,0.00001795,0.00001821,0.00001767,0.00001788,335735.00000000,6.02155594,3420
1646179200000,2022-03-02 00:00:00,IOTA/BTC,0.00001801,0.00001823,0.00001755,0.00001794,528673.00000000,9.46626512,4658
1646092800000,2022-03-01 00:00:00,IOTA/BTC,0.00001846,0.00001858,0.00001795,0.00001800,828084.00000000,15.11863528,6819
