https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GMB,Volume BTC
1663056000,2022-09-13 08:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,18770.301,0.0001895800401
1663052400,2022-09-13 07:00:00,GMB/BTC,0.0000000101,0.0000000102,0.0000000101,0.0000000101,191460.7794,0.00193862351637
1663048800,2022-09-13 06:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,507478.2598,0.00512553042398
1663045200,2022-09-13 05:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,1932.3948,0.00001951718748
1663041600,2022-09-13 04:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,45116.0762,0.00045567236962
1663038000,2022-09-13 03:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,7746.8634,0.00007824332034
1663034400,2022-09-13 02:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,1003.532,0.0000102360264
1663030800,2022-09-13 01:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,9489.4581,0.00009679247262
1663027200,2022-09-13 00:00:00,GMB/BTC,0.00000001,0.0000000101,0.00000001,0.0000000101,3054023.6551,0.0305594317241
1663023600,2022-09-12 23:00:00,GMB/BTC,0.0000000101,0.0000000101,0.00000001,0.00000001,223190.9188,0.00223200839705
1663020000,2022-09-12 22:00:00,GMB/BTC,0.00000001,0.00000001,0.00000001,0.00000001,469715.6564,0.004697156564
1663016400,2022-09-12 21:00:00,GMB/BTC,0.0000000102,0.0000000102,0.00000001,0.00000001,311186.6084,0.00311205674815
1663012800,2022-09-12 20:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,0,0
1663009200,2022-09-12 19:00:00,GMB/BTC,0.0000000101,0.0000000102,0.0000000101,0.0000000102,196375.5946,0.00199287875688
1663005600,2022-09-12 18:00:00,GMB/BTC,0.0000000102,0.0000000104,0.00000001,0.0000000101,8511512.4307,0.08646689629301
1663002000,2022-09-12 17:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,51320.9756,0.00052347395112
1662998400,2022-09-12 16:00:00,GMB/BTC,0.0000000102,0.0000000102,0.0000000102,0.0000000102,544128.5064,0.00555011076528
1662994800,2022-09-12 15:00:00,GMB/BTC,0.00000001,0.0000000101,0.00000001,0.0000000101,2321239.8658,0.02325131439317
1662991200,2022-09-12 14:00:00,GMB/BTC,0.0000000103,0.0000000103,0.0000000098,0.0000000098,5451461.8814,0.05520648401349
1662987600,2022-09-12 13:00:00,GMB/BTC,0.0000000102,0.0000000104,0.00000001,0.0000000103,1665790.7916,0.01715153769316
1662984000,2022-09-12 12:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,0,0
1662980400,2022-09-12 11:00:00,GMB/BTC,0.0000000101,0.0000000101,0.0000000101,0.0000000101,101685.2943,0.00102702147243
1662976800,2022-09-12 10:00:00,GMB/BTC,0.0000000101,0.0000000102,0.00000001,0.0000000102,1826107.2748,0.01843259903114
1662973200,2022-09-12 09:00:00,GMB/BTC,0.0000000103,0.0000000105,0.0000000102,0.0000000102,2608833.4344,0.02679057135446
1662969600,2022-09-12 08:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000103,0.0000000103,1149481.7023,0.01195409470392
1662966000,2022-09-12 07:00:00,GMB/BTC,0.0000000107,0.0000000109,0.0000000104,0.0000000104,2987401.5478,0.03152061225739
1662962400,2022-09-12 06:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000108,0.0000000108,512629.9409,0.00553640336172
1662958800,2022-09-12 05:00:00,GMB/BTC,0.0000000106,0.0000000107,0.0000000106,0.0000000107,205209.3817,0.00218538797554
1662955200,2022-09-12 04:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000107,0.0000000107,0,0
1662951600,2022-09-12 03:00:00,GMB/BTC,0.0000000107,0.000000011,0.0000000107,0.0000000107,1816047.9111,0.01965732036579
1662948000,2022-09-12 02:00:00,GMB/BTC,0.0000000105,0.0000000106,0.0000000105,0.0000000106,157095.0951,0.00165966702806
1662944400,2022-09-12 01:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000105,0.0000000105,217750.4698,0.00229796355675
1662940800,2022-09-12 00:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000107,0.0000000107,57134.7119,0.00061134141733
1662937200,2022-09-11 23:00:00,GMB/BTC,0.0000000107,0.0000000109,0.0000000107,0.0000000107,1171763.7681,0.01266153380093
1662933600,2022-09-11 22:00:00,GMB/BTC,0.0000000106,0.0000000107,0.0000000106,0.0000000107,408822.2371,0.0043430443318
1662930000,2022-09-11 21:00:00,GMB/BTC,0.0000000104,0.0000000104,0.0000000104,0.0000000104,33917.1443,0.00035273830072
1662926400,2022-09-11 20:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000105,0.0000000105,5.7097,0.00000005995185
1662922800,2022-09-11 19:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000105,0.0000000105,0,0
1662919200,2022-09-11 18:00:00,GMB/BTC,0.0000000105,0.0000000106,0.0000000105,0.0000000105,902626.0577,0.00947966045133
1662915600,2022-09-11 17:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000105,0.0000000105,2347364.7833,0.02477408733348
1662912000,2022-09-11 16:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,722029.5929,0.00765351368474
1662908400,2022-09-11 15:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000107,0.0000000107,1130980.1989,0.01210148812823
1662904800,2022-09-11 14:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000107,0.0000000107,0,0
1662901200,2022-09-11 13:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000107,0.0000000107,679.6346,0.00000727209022
1662897600,2022-09-11 12:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000108,0.0000000108,1685.2943,0.00001820117844
1662894000,2022-09-11 11:00:00,GMB/BTC,0.0000000109,0.0000000109,0.0000000108,0.0000000109,473871.8417,0.00515501817786
1662890400,2022-09-11 10:00:00,GMB/BTC,0.0000000107,0.0000000111,0.0000000107,0.0000000109,1281271.1082,0.01401158360675
1662886800,2022-09-11 09:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000107,0.0000000107,214887.1791,0.00230848704893
1662883200,2022-09-11 08:00:00,GMB/BTC,0.0000000106,0.0000000114,0.0000000106,0.0000000107,12315306.3046,0.13634282164913
1662879600,2022-09-11 07:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000104,0.0000000104,2069847.0459,0.02169029195187
1662876000,2022-09-11 06:00:00,GMB/BTC,0.0000000105,0.0000000106,0.0000000105,0.0000000105,1012192.9401,0.01065614346288
1662872400,2022-09-11 05:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000105,0.0000000105,0,0
1662868800,2022-09-11 04:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000105,0.0000000105,99118.1948,0.0010407410454
1662865200,2022-09-11 03:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000104,0.0000000104,336967.1077,0.00350655550611
1662861600,2022-09-11 02:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000104,0.0000000104,4177802.5861,0.04423649984767
1662858000,2022-09-11 01:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000108,0.0000000108,0,0
1662854400,2022-09-11 00:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000108,0.0000000108,0,0
1662850800,2022-09-10 23:00:00,GMB/BTC,0.0000000109,0.0000000109,0.0000000108,0.0000000108,301685.2957,0.00327820119356
1662847200,2022-09-10 22:00:00,GMB/BTC,0.0000000107,0.0000000108,0.0000000106,0.0000000108,1832669.163,0.01954555842775
1662843600,2022-09-10 21:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000107,0.0000000107,151912.1711,0.00163098508925
1662840000,2022-09-10 20:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000108,0.0000000108,88337,0.0009540396
1662836400,2022-09-10 19:00:00,GMB/BTC,0.0000000109,0.0000000109,0.0000000109,0.0000000109,641989.4563,0.00699768507367
1662832800,2022-09-10 18:00:00,GMB/BTC,0.0000000109,0.0000000109,0.0000000109,0.0000000109,47188.2404,0.00051435182036
1662829200,2022-09-10 17:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000108,0.0000000108,3532.9812,0.00003815619696
1662825600,2022-09-10 16:00:00,GMB/BTC,0.0000000109,0.0000000109,0.0000000109,0.0000000109,0,0
1662822000,2022-09-10 15:00:00,GMB/BTC,0.0000000108,0.0000000109,0.0000000108,0.0000000109,583505.2805,0.00635020755731
1662818400,2022-09-10 14:00:00,GMB/BTC,0.0000000108,0.0000000108,0.0000000107,0.0000000107,917821.4731,0.00982110947638
1662814800,2022-09-10 13:00:00,GMB/BTC,0.0000000109,0.0000000109,0.0000000109,0.0000000109,8172.5474,0.00008908076666
1662811200,2022-09-10 12:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000107,0.0000000107,0,0
1662807600,2022-09-10 11:00:00,GMB/BTC,0.0000000107,0.0000000109,0.0000000107,0.0000000107,437667.392,0.00474853190043
1662804000,2022-09-10 10:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,100184.5888,0.00106195664128
1662800400,2022-09-10 09:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000105,0.0000000105,1751147.9643,0.01844065406735
1662796800,2022-09-10 08:00:00,GMB/BTC,0.0000000109,0.0000000109,0.0000000106,0.0000000107,2468395.8943,0.02633281128779
1662793200,2022-09-10 07:00:00,GMB/BTC,0.0000000109,0.000000011,0.0000000109,0.000000011,80778.5069,0.00088626999793
1662789600,2022-09-10 06:00:00,GMB/BTC,0.0000000109,0.0000000109,0.0000000109,0.0000000109,854858.5506,0.00931795820154
1662786000,2022-09-10 05:00:00,GMB/BTC,0.000000011,0.000000011,0.0000000107,0.0000000107,10219886.6223,0.11135865478976
1662782400,2022-09-10 04:00:00,GMB/BTC,0.0000000112,0.0000000112,0.000000011,0.000000011,799058.5129,0.00885779568274
1662778800,2022-09-10 03:00:00,GMB/BTC,0.0000000116,0.0000000116,0.0000000112,0.0000000113,983970.9208,0.01113980979185
1662775200,2022-09-10 02:00:00,GMB/BTC,0.0000000114,0.0000000114,0.0000000114,0.0000000114,0,0
1662771600,2022-09-10 01:00:00,GMB/BTC,0.0000000114,0.0000000114,0.0000000114,0.0000000114,0,0
1662768000,2022-09-10 00:00:00,GMB/BTC,0.0000000114,0.0000000114,0.0000000114,0.0000000114,0,0
1662764400,2022-09-09 23:00:00,GMB/BTC,0.0000000116,0.0000000116,0.0000000114,0.0000000114,125172.8184,0.00144697013005
1662760800,2022-09-09 22:00:00,GMB/BTC,0.0000000116,0.0000000117,0.0000000115,0.0000000117,626216.4939,0.00730516382468
1662757200,2022-09-09 21:00:00,GMB/BTC,0.0000000114,0.0000000118,0.0000000114,0.0000000116,2332056.7171,0.02719876197545
1662753600,2022-09-09 20:00:00,GMB/BTC,0.0000000121,0.0000000135,0.0000000113,0.0000000113,10124189.7873,0.12285258624123
1662750000,2022-09-09 19:00:00,GMB/BTC,0.0000000121,0.0000000122,0.0000000119,0.000000012,854075.2521,0.01026846558332
1662746400,2022-09-09 18:00:00,GMB/BTC,0.0000000118,0.0000000121,0.0000000118,0.0000000119,365740.2551,0.00436657232424
1662742800,2022-09-09 17:00:00,GMB/BTC,0.0000000113,0.0000000121,0.0000000113,0.0000000117,5977146.4322,0.06970775368291
1662739200,2022-09-09 16:00:00,GMB/BTC,0.0000000109,0.0000000114,0.0000000109,0.0000000113,6217564.4795,0.06912117401907
1662735600,2022-09-09 15:00:00,GMB/BTC,0.0000000123,0.0000000136,0.0000000108,0.0000000108,27725563.4239,0.34158759002012
1662732000,2022-09-09 14:00:00,GMB/BTC,0.0000000112,0.0000000126,0.0000000112,0.0000000123,5429096.2172,0.06479857459276
1662728400,2022-09-09 13:00:00,GMB/BTC,0.0000000113,0.0000000114,0.000000011,0.000000011,957460.0591,0.01069471025341
1662724800,2022-09-09 12:00:00,GMB/BTC,0.0000000106,0.0000000113,0.0000000106,0.0000000113,3279369.6652,0.03596357938473
1662721200,2022-09-09 11:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,0,0
1662717600,2022-09-09 10:00:00,GMB/BTC,0.0000000106,0.0000000106,0.0000000106,0.0000000106,102145.6462,0.00108274384972
1662714000,2022-09-09 09:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000106,0.0000000106,26378.677,0.00027995677994
1662710400,2022-09-09 08:00:00,GMB/BTC,0.0000000105,0.0000000105,0.0000000105,0.0000000105,0,0
1662706800,2022-09-09 07:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000105,0.0000000105,1099264.5328,0.0115923864211
1662703200,2022-09-09 06:00:00,GMB/BTC,0.0000000107,0.0000000107,0.0000000107,0.0000000107,2904.4156,0.00003107724692
