https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume TON
1660780800000,2022-08-18 00:00:00,TON/USDT,1.17378,1.264828,1.1325,1.255174,65690.37079844436,52335.6688383
1660694400000,2022-08-17 00:00:00,TON/USDT,1.244616,1.30682,1.16501,1.175168,76485.28004840296,65084.54965452
1660608000000,2022-08-16 00:00:00,TON/USDT,1.242343,1.255,1.22,1.24351,68650.70120515028,55207.19672954
1660521600000,2022-08-15 00:00:00,TON/USDT,1.256678,1.2901,1.232999,1.241911,21566.280170969592,17365.39910748
1660435200000,2022-08-14 00:00:00,TON/USDT,1.274523,1.288989,1.233077,1.258131,29041.046576720655,23082.68898606
1660348800000,2022-08-13 00:00:00,TON/USDT,1.271159,1.319997,1.24252,1.274348,20050.27052699922,15733.74818103
1660262400000,2022-08-12 00:00:00,TON/USDT,1.21396,1.2879,1.19,1.268362,35059.345894662634,27641.43509082
1660176000000,2022-08-11 00:00:00,TON/USDT,1.217734,1.340312,1.201581,1.211145,90611.33940949672,74814.60882842
1660089600000,2022-08-10 00:00:00,TON/USDT,1.215211,1.289998,1.19,1.213288,37743.718981732425,31108.62299943
1660003200000,2022-08-09 00:00:00,TON/USDT,1.203168,1.20999,1.196256,1.20999,592.9434996,490.04
1659916800000,2022-08-08 00:00:00,TON/USDT,1.103718,1.233129,1.101043,1.196738,75924.9739812528,63443.27161104
1659830400000,2022-08-07 00:00:00,TON/USDT,1.086629,1.15,1.071201,1.103076,52295.458556713296,47408.75384535
1659744000000,2022-08-06 00:00:00,TON/USDT,1.040002,1.18,0.9354,1.085486,158772.36033432887,146268.45517522
1659657600000,2022-08-05 00:00:00,TON/USDT,0.962216,1.1199,0.961372,1.041503,64497.401100059236,61927.23506323
1659571200000,2022-08-04 00:00:00,TON/USDT,0.964432,0.980022,0.885,0.962085,68539.85893461002,71240.95993037
1659484800000,2022-08-03 00:00:00,TON/USDT,0.938476,1.04,0.933662,0.964407,92368.86274478855,95777.8850058
1659398400000,2022-08-02 00:00:00,TON/USDT,0.939564,0.95,0.906267,0.939079,36468.02458447116,38833.81971535
1659312000000,2022-08-01 00:00:00,TON/USDT,0.981013,0.992,0.930111,0.940933,80112.33506060162,85141.38101289
1659225600000,2022-07-31 00:00:00,TON/USDT,0.951548,1.03498,0.9414,0.980831,40965.57342812812,41766.18951494
1659139200000,2022-07-30 00:00:00,TON/USDT,0.901764,0.965,0.863,0.95166,44045.90904540984,46283.24091105
1659052800000,2022-07-29 00:00:00,TON/USDT,0.885059,0.911,0.877485,0.901171,30926.95218999967,34318.62786308
1658966400000,2022-07-28 00:00:00,TON/USDT,0.876651,0.925,0.855484,0.883387,36450.6107691636,41262.33549867
1658880000000,2022-07-27 00:00:00,TON/USDT,0.823126,0.889,0.800033,0.875443,68234.94443991818,77943.33205008
1658793600000,2022-07-26 00:00:00,TON/USDT,0.858098,0.880899,0.79,0.823087,26087.48074804307,31694.68203002
1658707200000,2022-07-25 00:00:00,TON/USDT,0.910185,0.915081,0.8511,0.857674,26537.762342432263,30941.54928613
1658620800000,2022-07-24 00:00:00,TON/USDT,0.907301,0.92879,0.891101,0.908792,21037.01523835075,23148.32793241
1658534400000,2022-07-23 00:00:00,TON/USDT,0.915511,0.9388,0.8851,0.911942,21340.10944329937,23400.73101502
1658448000000,2022-07-22 00:00:00,TON/USDT,0.908484,0.9596,0.900111,0.914947,22469.322944983483,24558.05958704
1658361600000,2022-07-21 00:00:00,TON/USDT,0.937318,0.9546,0.9051,0.908585,21607.55989433532,23781.55031652
1658275200000,2022-07-20 00:00:00,TON/USDT,0.958201,0.988997,0.9221,0.937204,58281.85279132347,62186.94413524
1658188800000,2022-07-19 00:00:00,TON/USDT,0.950843,0.9839,0.93214,0.960797,32429.533407295225,33752.74215812
1658102400000,2022-07-18 00:00:00,TON/USDT,0.959394,1.0099,0.920003,0.951883,51863.29625018796,54484.94851803
1658016000000,2022-07-17 00:00:00,TON/USDT,0.94217,0.9778,0.939939,0.959068,39051.183874641974,40717.846779
1657929600000,2022-07-16 00:00:00,TON/USDT,0.931905,0.9649,0.90771,0.944859,20511.741515572197,21708.78566598
1657843200000,2022-07-15 00:00:00,TON/USDT,0.933113,0.95,0.9243,0.932005,18011.986667107034,19326.06227124
1657756800000,2022-07-14 00:00:00,TON/USDT,0.8889,0.9445,0.875002,0.93345,21914.00727294822,23476.35896186
1657670400000,2022-07-13 00:00:00,TON/USDT,0.950928,1.0,0.8811,0.897319,39153.95028499569,43634.37114894
1657584000000,2022-07-12 00:00:00,TON/USDT,0.999996,1.019999,0.94,0.94099,25516.169947859456,27116.30298713
1657497600000,2022-07-11 00:00:00,TON/USDT,1.055997,1.0583,0.986139,0.999994,20438.511084017708,20438.63371582
1657411200000,2022-07-10 00:00:00,TON/USDT,1.068579,1.070765,1.06301,1.06737,178.5889605142515,167.31682595
1657324800000,2022-07-09 00:00:00,TON/USDT,1.07599,1.0798,1.056552,1.069412,6618.050430935539,6188.49464092
1657238400000,2022-07-08 00:00:00,TON/USDT,1.070444,1.0995,1.042984,1.068286,15760.849953080306,14753.39932666
1657152000000,2022-07-07 00:00:00,TON/USDT,1.044344,1.135,1.004777,1.071337,117502.43079653871,109678.3092496
1657065600000,2022-07-06 00:00:00,TON/USDT,1.056735,1.064479,1.0012,1.044052,20592.393594094814,19723.5325387
1656979200000,2022-07-05 00:00:00,TON/USDT,1.113303,1.1188,1.030002,1.059818,19048.943051652543,17973.78705745
1656892800000,2022-07-04 00:00:00,TON/USDT,1.08207,1.111853,1.051612,1.111302,28406.197033200817,25561.18591814
1656806400000,2022-07-03 00:00:00,TON/USDT,1.107854,1.119799,1.07,1.081259,15914.47754480818,14718.46943684
1656720000000,2022-07-02 00:00:00,TON/USDT,1.137432,1.146797,1.1,1.105475,35332.62634750152,31961.48836247
1656633600000,2022-07-01 00:00:00,TON/USDT,1.086818,1.148731,1.0611,1.137258,12939.710255058322,11377.99009113
1656547200000,2022-06-30 00:00:00,TON/USDT,1.206088,1.2598,1.051101,1.116889,79852.98615264974,71495.90169896
1656460800000,2022-06-29 00:00:00,TON/USDT,1.295,1.35,1.2,1.203331,69394.0578826589,57668.30396845
1656374400000,2022-06-28 00:00:00,TON/USDT,1.304999,1.33,1.222,1.239634,869.1222761194813,701.11200251
1656288000000,2022-06-27 00:00:00,TON/USDT,1.049398,1.3,1.04,1.269,150211.89929811112,118370.29101506
1656201600000,2022-06-26 00:00:00,TON/USDT,1.078796,1.0999,1.05,1.05137,17103.771847327815,16268.0805495
1656115200000,2022-06-25 00:00:00,TON/USDT,1.099287,1.11,1.050201,1.080459,21246.31083574419,19664.15276817
1656028800000,2022-06-24 00:00:00,TON/USDT,1.082355,1.1279,1.0721,1.101378,29796.876213714255,27054.17777885
1655942400000,2022-06-23 00:00:00,TON/USDT,1.05628,1.119899,1.0204,1.090568,32747.952554113595,30028.34537059
1655856000000,2022-06-22 00:00:00,TON/USDT,1.055023,1.1199,1.002,1.070599,46008.122106849114,42974.18744726
1655769600000,2022-06-21 00:00:00,TON/USDT,1.089914,1.1539,1.040007,1.099985,26893.121255905382,24448.62544117
1655683200000,2022-06-20 00:00:00,TON/USDT,0.92,1.1298,0.8812,1.089914,56608.63116036125,51938.62190995
1655596800000,2022-06-19 00:00:00,TON/USDT,0.79,0.923,0.73,0.92,15760.4876682928,17130.96485684
1655510400000,2022-06-18 00:00:00,TON/USDT,0.851101,0.869999,0.75,0.818498,31665.740103006334,38687.62062095
1655424000000,2022-06-17 00:00:00,TON/USDT,0.83001,0.9399,0.822277,0.851101,13036.665703882658,15317.41321404
1655337600000,2022-06-16 00:00:00,TON/USDT,0.93,0.9434,0.830001,0.830001,18571.88392958061,22375.73681186
1655251200000,2022-06-15 00:00:00,TON/USDT,0.95,0.95,0.81,0.917,56721.580016024775,61855.59434681
1655164800000,2022-06-14 00:00:00,TON/USDT,0.955555,1.02,0.910001,0.95,25321.9721099045,26654.70748411
1655078400000,2022-06-13 00:00:00,TON/USDT,1.1,1.116864,0.9,0.955555,67479.96255060994,70618.60651727
1654992000000,2022-06-12 00:00:00,TON/USDT,1.151,1.190928,1.0727,1.082003,24995.102240960063,23100.76981391
1654905600000,2022-06-11 00:00:00,TON/USDT,1.2531,1.2531,1.1477,1.149031,24691.280020437214,21488.78491567
1654819200000,2022-06-10 00:00:00,TON/USDT,1.271001,1.271001,1.240018,1.253,17362.78040569443,13856.96760231
1654732800000,2022-06-09 00:00:00,TON/USDT,1.25001,1.309999,1.23,1.271001,77553.58427063945,61017.72089136
1654646400000,2022-06-08 00:00:00,TON/USDT,1.280201,1.309165,1.240203,1.25001,17596.56973638172,14077.14317196
1654560000000,2022-06-07 00:00:00,TON/USDT,1.31485,1.319499,1.250003,1.280201,18483.783477546,14438.18859503
1654473600000,2022-06-06 00:00:00,TON/USDT,1.251004,1.449578,1.25,1.300001,37825.575441511115,29096.57411149
1654387200000,2022-06-05 00:00:00,TON/USDT,1.2935,1.301263,1.237203,1.260187,25911.02569852667,20561.25455867
1654300800000,2022-06-04 00:00:00,TON/USDT,1.2433,1.295,1.24,1.2935,16933.150265077802,13090.9549788
1654214400000,2022-06-03 00:00:00,TON/USDT,1.256,1.264,1.195,1.220001,29175.428649998772,23914.26617683
1654128000000,2022-06-02 00:00:00,TON/USDT,1.261,1.3,1.2,1.256,46624.027532424,37121.041029
1654041600000,2022-06-01 00:00:00,TON/USDT,1.36461,1.36461,1.25,1.266,41723.920719935275,32957.28334908
1653955200000,2022-05-31 00:00:00,TON/USDT,1.37,1.44,1.340779,1.360401,33880.874641994684,24905.06449348
1653868800000,2022-05-30 00:00:00,TON/USDT,1.255001,1.36,1.230006,1.35,47852.4023507385,35446.22396351
1653782400000,2022-05-29 00:00:00,TON/USDT,1.272903,1.3,1.160003,1.226101,40191.252007680654,32779.7236995
1653696000000,2022-05-28 00:00:00,TON/USDT,1.23,1.2989,1.117103,1.240001,28106.285662531525,22666.34112596
1653609600000,2022-05-27 00:00:00,TON/USDT,1.30554,1.319999,1.200001,1.218999,28533.304439982167,23407.15984179
1653523200000,2022-05-26 00:00:00,TON/USDT,1.372,1.389997,1.23,1.270117,64015.97118309047,50401.63322205
1653436800000,2022-05-25 00:00:00,TON/USDT,1.350641,1.4,1.301901,1.375,48399.56129875625,35199.68094455
1653350400000,2022-05-24 00:00:00,TON/USDT,1.352001,1.390299,1.335,1.350078,27368.447992583202,20271.7531821
1653264000000,2022-05-23 00:00:00,TON/USDT,1.480699,1.480699,1.352001,1.365712,47646.648133734896,34887.77145821
1653177600000,2022-05-22 00:00:00,TON/USDT,1.434003,1.539999,1.42,1.460001,27571.283131707365,18884.42756663
1653091200000,2022-05-21 00:00:00,TON/USDT,1.4679,1.578945,1.403777,1.443292,29684.414503610715,20567.15793035
1653004800000,2022-05-20 00:00:00,TON/USDT,1.540499,1.559997,1.444,1.45,55518.474909816,38288.60338608
1652918400000,2022-05-19 00:00:00,TON/USDT,1.555555,1.6,1.54,1.559998,31608.995518678017,20262.20259172
1652832000000,2022-05-18 00:00:00,TON/USDT,1.629999,1.636198,1.555555,1.555555,20119.309469714208,12933.84642119
1652745600000,2022-05-17 00:00:00,TON/USDT,1.68,1.7,1.510001,1.629999,52881.53684623995,32442.68054535
1652659200000,2022-05-16 00:00:00,TON/USDT,1.65,1.689957,1.602257,1.679994,91928.67246187368,54719.64332127
1652572800000,2022-05-15 00:00:00,TON/USDT,1.540001,1.65,1.501077,1.65,24846.1121645715,15058.24979671
1652486400000,2022-05-14 00:00:00,TON/USDT,1.525026,1.5916,1.465107,1.5807,23709.153748823333,14999.14831962
1652400000000,2022-05-13 00:00:00,TON/USDT,1.53,1.84,1.485118,1.525026,71427.40993614333,46836.84732991
1652313600000,2022-05-12 00:00:00,TON/USDT,1.410031,1.530699,1.3,1.53,99152.47197521101,64805.5372387
1652227200000,2022-05-11 00:00:00,TON/USDT,1.723778,1.779987,1.377,1.453354,139272.93713399305,95828.63991429
1652140800000,2022-05-10 00:00:00,TON/USDT,1.711488,1.95,1.660001,1.76,95979.9303240976,54534.05132051
1652054400000,2022-05-09 00:00:00,TON/USDT,1.926635,1.988699,1.7,1.71,221442.4009156302,129498.48006762
1651968000000,2022-05-08 00:00:00,TON/USDT,1.795799,1.937178,1.555,1.926635,192953.78988411996,100150.67196647
1651881600000,2022-05-07 00:00:00,TON/USDT,1.81763,1.83723,1.749,1.774318,23581.854306893143,13290.65833007
1651795200000,2022-05-06 00:00:00,TON/USDT,1.857,1.874998,1.7734,1.82,32906.105711278804,18080.27786334
1651708800000,2022-05-05 00:00:00,TON/USDT,1.933001,1.969998,1.820868,1.857,44640.46149414297,24039.02072921
1651622400000,2022-05-04 00:00:00,TON/USDT,1.868339,1.9887,1.85,1.957,43027.378604529404,21986.3968342
1651536000000,2022-05-03 00:00:00,TON/USDT,1.860989,1.87,1.7874,1.85,48095.521655494005,25997.57927324
1651449600000,2022-05-02 00:00:00,TON/USDT,1.899972,1.899972,1.806,1.831,74695.86638800438,40795.12091098
1651363200000,2022-05-01 00:00:00,TON/USDT,1.881781,1.937178,1.860001,1.870878,71925.52052017004,38444.79464731
1651276800000,2022-04-30 00:00:00,TON/USDT,2.005003,2.024046,1.85441,1.88,164171.35980778557,87325.19138712
1651190400000,2022-04-29 00:00:00,TON/USDT,2.24008,2.2599,2.005002,2.005002,169462.87849155543,84520.05458925
1651104000000,2022-04-28 00:00:00,TON/USDT,2.295,2.31,2.20002,2.26,125823.60523532299,55674.16160855
1651017600000,2022-04-27 00:00:00,TON/USDT,2.036941,2.31,2.01009,2.260002,234505.97356425377,103763.61329072
1650931200000,2022-04-26 00:00:00,TON/USDT,1.97,2.0964,1.921,2.040001,132621.36345402122,65010.44041352
1650844800000,2022-04-25 00:00:00,TON/USDT,2.0,2.019998,1.900003,1.97,78096.182372536,39642.7321688
1650758400000,2022-04-24 00:00:00,TON/USDT,2.041,2.0489,2.037777,2.037777,419.27261775000005,205.75
1650672000000,2022-04-23 00:00:00,TON/USDT,2.1495,2.1495,2.025001,2.04899,80476.80876927834,39276.330665
1650585600000,2022-04-22 00:00:00,TON/USDT,2.161,2.265,2.125077,2.1495,76460.54049032238,35571.31448724
1650412800000,2022-04-20 00:00:00,TON/USDT,1.980101,1.999999,1.98,1.999999,6602.518260579219,3301.26078092
1650326400000,2022-04-19 00:00:00,TON/USDT,1.970001,2.0496,1.95,1.98008,59547.02462936328,30073.039791
1650240000000,2022-04-18 00:00:00,TON/USDT,1.976239,1.9997,1.9111,1.971001,48788.85583833494,24753.33895738
1650153600000,2022-04-17 00:00:00,TON/USDT,2.009999,2.036999,1.94,1.942203,78098.75251053841,40211.42615398
1650067200000,2022-04-16 00:00:00,TON/USDT,2.0,2.045,1.960201,1.996001,79569.83333126482,39864.62598529
1649980800000,2022-04-15 00:00:00,TON/USDT,1.967999,2,1.9,2,67278.97600606,33639.48800303
1649894400000,2022-04-14 00:00:00,TON/USDT,1.987999,1.993899,1.900705,1.967999,49675.26868234343,25241.51114017
1649808000000,2022-04-13 00:00:00,TON/USDT,1.9843,1.9992,1.91,1.979714,109193.95999006747,55156.43168158
1649721600000,2022-04-12 00:00:00,TON/USDT,1.937151,2.048383,1.895103,1.9843,157145.4985968591,79194.42553891
1649635200000,2022-04-11 00:00:00,TON/USDT,1.900001,1.97,1.822401,1.92956,129878.72137406994,67310.01957652
1649548800000,2022-04-10 00:00:00,TON/USDT,1.82,1.82,1.819447,1.819447,65.8639814,36.2
1649462400000,2022-04-09 00:00:00,TON/USDT,1.8139,1.83999,1.78,1.815,9599.337921256049,5288.89141667
1649376000000,2022-04-08 00:00:00,TON/USDT,1.81763,1.85,1.750007,1.8139,29950.34108047725,16511.57234714
1649289600000,2022-04-07 00:00:00,TON/USDT,1.677297,1.839998,1.662301,1.780901,47666.54646702983,26765.41057983
1649203200000,2022-04-06 00:00:00,TON/USDT,1.74,1.839998,1.650279,1.677297,54502.36717920821,32494.16601783
1649116800000,2022-04-05 00:00:00,TON/USDT,1.801108,1.85,1.73,1.73,62074.9655264052,35881.48296324
