https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume EUR,tradecount
1663495200000,2022-09-18 10:00:00,ETH/EUR,1424.14000000,1443.67000000,1417.00000000,1431.07000000,1615.51510000,2311562.88451100,3889
1663491600000,2022-09-18 09:00:00,ETH/EUR,1455.30000000,1457.78000000,1422.68000000,1424.08000000,1549.80700000,2235287.50443900,3668
1663488000000,2022-09-18 08:00:00,ETH/EUR,1453.23000000,1459.32000000,1452.08000000,1454.72000000,895.66560000,1303975.43164000,1836
1663484400000,2022-09-18 07:00:00,ETH/EUR,1454.27000000,1457.32000000,1452.18000000,1453.23000000,862.09180000,1253951.03725700,1682
1663480800000,2022-09-18 06:00:00,ETH/EUR,1457.92000000,1459.19000000,1450.59000000,1454.17000000,757.05120000,1101050.36313400,1444
1663477200000,2022-09-18 05:00:00,ETH/EUR,1453.01000000,1459.96000000,1451.70000000,1457.74000000,685.45080000,997643.53101200,1067
1663473600000,2022-09-18 04:00:00,ETH/EUR,1451.50000000,1456.04000000,1448.54000000,1453.00000000,767.43530000,1114755.41347300,1245
1663470000000,2022-09-18 03:00:00,ETH/EUR,1455.14000000,1455.61000000,1446.07000000,1451.01000000,778.82590000,1129916.29259000,1257
1663466400000,2022-09-18 02:00:00,ETH/EUR,1452.04000000,1456.33000000,1451.12000000,1455.37000000,763.41380000,1109898.89663300,1122
1663462800000,2022-09-18 01:00:00,ETH/EUR,1451.29000000,1457.10000000,1450.00000000,1452.04000000,1051.13720000,1527920.06550800,1989
1663459200000,2022-09-18 00:00:00,ETH/EUR,1468.30000000,1469.40000000,1448.63000000,1451.23000000,1668.87880000,2426612.45975300,3461
1663455600000,2022-09-17 23:00:00,ETH/EUR,1465.33000000,1472.94000000,1461.80000000,1468.27000000,1193.77020000,1752110.85572900,2136
1663452000000,2022-09-17 22:00:00,ETH/EUR,1452.72000000,1467.12000000,1450.75000000,1465.19000000,1411.04570000,2060042.07458300,2782
1663448400000,2022-09-17 21:00:00,ETH/EUR,1462.42000000,1462.93000000,1446.31000000,1452.44000000,1000.96720000,1457244.66107600,1915
1663444800000,2022-09-17 20:00:00,ETH/EUR,1464.90000000,1466.53000000,1461.18000000,1462.52000000,964.96500000,1412253.14319500,1944
1663441200000,2022-09-17 19:00:00,ETH/EUR,1468.20000000,1469.31000000,1458.59000000,1464.89000000,1167.98110000,1709856.34075000,2181
1663437600000,2022-09-17 18:00:00,ETH/EUR,1470.56000000,1476.16000000,1465.54000000,1468.16000000,1241.67670000,1825350.99893900,2512
1663434000000,2022-09-17 17:00:00,ETH/EUR,1466.49000000,1475.86000000,1462.84000000,1470.57000000,1527.01050000,2242419.52292100,3930
1663430400000,2022-09-17 16:00:00,ETH/EUR,1443.79000000,1469.64000000,1441.73000000,1466.30000000,2258.90320000,3298632.88616300,6417
1663426800000,2022-09-17 15:00:00,ETH/EUR,1444.41000000,1449.89000000,1436.07000000,1443.80000000,1388.32020000,2003106.82965800,3372
1663423200000,2022-09-17 14:00:00,ETH/EUR,1422.41000000,1444.52000000,1421.68000000,1444.50000000,1503.78640000,2152796.47034200,3985
1663419600000,2022-09-17 13:00:00,ETH/EUR,1424.18000000,1426.98000000,1418.78000000,1422.42000000,843.36090000,1201324.41766400,2360
1663416000000,2022-09-17 12:00:00,ETH/EUR,1419.59000000,1427.53000000,1408.64000000,1424.21000000,1459.62680000,2071429.07631300,4114
1663412400000,2022-09-17 11:00:00,ETH/EUR,1426.53000000,1427.65000000,1419.00000000,1419.61000000,1273.45570000,1812472.49193100,2986
1663408800000,2022-09-17 10:00:00,ETH/EUR,1431.79000000,1432.76000000,1416.21000000,1426.54000000,1131.75280000,1613774.98216800,3227
1663405200000,2022-09-17 09:00:00,ETH/EUR,1433.34000000,1434.81000000,1429.77000000,1431.73000000,867.65020000,1242643.69482000,2243
1663401600000,2022-09-17 08:00:00,ETH/EUR,1431.69000000,1434.77000000,1430.04000000,1433.32000000,1021.55830000,1463160.65880300,2372
1663398000000,2022-09-17 07:00:00,ETH/EUR,1430.78000000,1432.25000000,1425.71000000,1431.70000000,876.88520000,1253670.16709000,2437
1663394400000,2022-09-17 06:00:00,ETH/EUR,1431.19000000,1432.76000000,1424.28000000,1430.79000000,1117.45280000,1597679.88212800,2566
1663390800000,2022-09-17 05:00:00,ETH/EUR,1440.15000000,1440.18000000,1426.77000000,1431.23000000,1410.02540000,2020549.94384500,3191
1663387200000,2022-09-17 04:00:00,ETH/EUR,1439.59000000,1446.89000000,1438.31000000,1439.99000000,1360.09490000,1960918.50046400,2630
1663383600000,2022-09-17 03:00:00,ETH/EUR,1438.79000000,1441.38000000,1435.68000000,1438.81000000,939.81000000,1352710.96603900,1534
1663380000000,2022-09-17 02:00:00,ETH/EUR,1444.58000000,1445.29000000,1435.97000000,1438.79000000,916.44050000,1320046.02622600,1969
1663376400000,2022-09-17 01:00:00,ETH/EUR,1442.03000000,1447.27000000,1437.67000000,1444.98000000,1286.93930000,1856020.39601000,2455
1663372800000,2022-09-17 00:00:00,ETH/EUR,1433.71000000,1455.80000000,1430.54000000,1442.21000000,1951.38030000,2816815.63321300,4773
1663369200000,2022-09-16 23:00:00,ETH/EUR,1431.91000000,1434.00000000,1422.99000000,1433.87000000,1304.64910000,1865173.36908400,2514
1663365600000,2022-09-16 22:00:00,ETH/EUR,1439.65000000,1441.32000000,1430.60000000,1431.91000000,1579.98910000,2271040.29299900,2877
1663362000000,2022-09-16 21:00:00,ETH/EUR,1437.00000000,1447.76000000,1433.68000000,1438.68000000,938.10290000,1349481.12203600,1853
1663358400000,2022-09-16 20:00:00,ETH/EUR,1426.95000000,1437.52000000,1426.95000000,1437.22000000,1346.98190000,1929379.38953200,3372
1663354800000,2022-09-16 19:00:00,ETH/EUR,1429.45000000,1438.40000000,1426.40000000,1427.36000000,1936.92630000,2774267.75301800,4930
1663351200000,2022-09-16 18:00:00,ETH/EUR,1422.99000000,1435.15000000,1412.63000000,1429.13000000,2165.90540000,3090174.72362200,6167
1663347600000,2022-09-16 17:00:00,ETH/EUR,1428.51000000,1432.84000000,1406.24000000,1423.59000000,2644.97800000,3761685.13284400,7505
1663344000000,2022-09-16 16:00:00,ETH/EUR,1452.27000000,1452.27000000,1414.00000000,1428.16000000,2651.34380000,3796809.57475000,7682
1663340400000,2022-09-16 15:00:00,ETH/EUR,1443.99000000,1455.18000000,1440.54000000,1452.27000000,2324.19980000,3362769.74231800,5824
1663336800000,2022-09-16 14:00:00,ETH/EUR,1434.93000000,1458.08000000,1430.36000000,1444.00000000,2886.57530000,4179617.50406800,7938
1663333200000,2022-09-16 13:00:00,ETH/EUR,1462.59000000,1470.27000000,1428.67000000,1434.93000000,3184.42210000,4637618.89869200,8032
1663329600000,2022-09-16 12:00:00,ETH/EUR,1484.08000000,1484.37000000,1459.34000000,1462.59000000,1906.22500000,2806722.43806400,4622
1663326000000,2022-09-16 11:00:00,ETH/EUR,1472.43000000,1487.07000000,1470.44000000,1484.11000000,1882.20110000,2778257.25844900,4670
1663322400000,2022-09-16 10:00:00,ETH/EUR,1468.56000000,1478.32000000,1464.27000000,1472.68000000,1796.51090000,2642582.64155600,4807
1663318800000,2022-09-16 09:00:00,ETH/EUR,1458.85000000,1470.03000000,1458.23000000,1468.51000000,1987.82870000,2914191.67696900,5418
1663315200000,2022-09-16 08:00:00,ETH/EUR,1478.95000000,1479.49000000,1449.72000000,1458.92000000,2398.69500000,3513326.41235800,7508
1663311600000,2022-09-16 07:00:00,ETH/EUR,1474.32000000,1480.99000000,1472.65000000,1478.95000000,1781.16800000,2630091.82568100,4465
1663308000000,2022-09-16 06:00:00,ETH/EUR,1475.37000000,1479.35000000,1470.60000000,1474.14000000,1626.09690000,2398336.26795000,4171
1663304400000,2022-09-16 05:00:00,ETH/EUR,1470.98000000,1481.25000000,1470.65000000,1475.36000000,1271.68310000,1877151.15795100,3070
1663300800000,2022-09-16 04:00:00,ETH/EUR,1475.08000000,1480.92000000,1470.30000000,1470.86000000,1111.28990000,1640055.60541700,3395
1663297200000,2022-09-16 03:00:00,ETH/EUR,1468.96000000,1475.50000000,1462.31000000,1474.99000000,1413.06680000,2077028.59511500,3491
1663293600000,2022-09-16 02:00:00,ETH/EUR,1472.51000000,1475.47000000,1456.01000000,1469.06000000,1701.73450000,2496189.30611600,4091
1663290000000,2022-09-16 01:00:00,ETH/EUR,1483.49000000,1483.88000000,1467.26000000,1472.67000000,1828.19450000,2699966.13240400,4545
1663286400000,2022-09-16 00:00:00,ETH/EUR,1476.49000000,1483.48000000,1450.74000000,1483.10000000,2633.58770000,3873013.52348600,7873
1663282800000,2022-09-15 23:00:00,ETH/EUR,1478.25000000,1482.59000000,1465.73000000,1475.97000000,2055.96830000,3035170.30692700,4400
1663279200000,2022-09-15 22:00:00,ETH/EUR,1493.04000000,1493.13000000,1460.26000000,1478.75000000,2058.93710000,3045928.71979200,4884
1663275600000,2022-09-15 21:00:00,ETH/EUR,1506.83000000,1507.01000000,1485.89000000,1493.09000000,1167.06140000,1748967.11222700,2549
1663272000000,2022-09-15 20:00:00,ETH/EUR,1501.38000000,1512.82000000,1496.57000000,1507.08000000,1397.21440000,2102697.95036300,4032
1663268400000,2022-09-15 19:00:00,ETH/EUR,1501.64000000,1510.11000000,1494.01000000,1500.28000000,1752.27040000,2628482.49468500,5037
1663264800000,2022-09-15 18:00:00,ETH/EUR,1510.90000000,1515.85000000,1495.47000000,1501.64000000,1772.15820000,2669039.69695800,5119
1663261200000,2022-09-15 17:00:00,ETH/EUR,1511.02000000,1519.84000000,1507.62000000,1510.60000000,1919.50590000,2905204.62416900,5388
1663257600000,2022-09-15 16:00:00,ETH/EUR,1495.73000000,1511.59000000,1486.96000000,1510.83000000,2488.79930000,3728740.40643400,7990
1663254000000,2022-09-15 15:00:00,ETH/EUR,1492.61000000,1504.73000000,1455.00000000,1495.89000000,3928.02500000,5842724.34223500,13797
1663250400000,2022-09-15 14:00:00,ETH/EUR,1588.36000000,1592.57000000,1485.84000000,1493.28000000,4363.18660000,6705899.99801700,15109
1663246800000,2022-09-15 13:00:00,ETH/EUR,1589.23000000,1592.29000000,1573.61000000,1588.35000000,2427.26050000,3850868.51372200,7811
1663243200000,2022-09-15 12:00:00,ETH/EUR,1595.97000000,1602.98000000,1586.25000000,1588.46000000,2155.17810000,3432635.42032700,6770
1663239600000,2022-09-15 11:00:00,ETH/EUR,1587.93000000,1598.29000000,1579.04000000,1595.35000000,1697.99090000,2699368.62451900,5214
1663236000000,2022-09-15 10:00:00,ETH/EUR,1592.10000000,1598.49000000,1580.00000000,1587.93000000,2176.97140000,3464335.41047600,7001
1663232400000,2022-09-15 09:00:00,ETH/EUR,1610.68000000,1611.47000000,1586.38000000,1592.08000000,2358.65410000,3771172.92493400,7285
1663228800000,2022-09-15 08:00:00,ETH/EUR,1642.31000000,1642.31000000,1601.50000000,1610.06000000,2375.08100000,3845195.92499200,8286
1663225200000,2022-09-15 07:00:00,ETH/EUR,1607.87000000,1660.00000000,1603.57000000,1642.39000000,3199.32370000,5233314.37069200,10526
1663221600000,2022-09-15 06:00:00,ETH/EUR,1627.69000000,1645.91000000,1578.52000000,1608.09000000,5235.95680000,8409385.44646900,18449
1663218000000,2022-09-15 05:00:00,ETH/EUR,1608.11000000,1628.63000000,1602.02000000,1627.61000000,1833.41480000,2961150.98253700,5386
1663214400000,2022-09-15 04:00:00,ETH/EUR,1611.41000000,1615.29000000,1597.55000000,1607.79000000,1779.51190000,2859663.16855900,5290
1663210800000,2022-09-15 03:00:00,ETH/EUR,1622.29000000,1623.37000000,1589.54000000,1611.14000000,2366.32540000,3800442.53345400,6724
1663207200000,2022-09-15 02:00:00,ETH/EUR,1633.01000000,1633.01000000,1607.96000000,1621.93000000,1951.73960000,3163167.11342300,5035
1663203600000,2022-09-15 01:00:00,ETH/EUR,1633.30000000,1635.76000000,1604.81000000,1633.07000000,1868.36220000,3030878.95423300,5034
1663200000000,2022-09-15 00:00:00,ETH/EUR,1642.00000000,1660.39000000,1631.35000000,1633.29000000,2041.37900000,3355169.76036600,5702
1663196400000,2022-09-14 23:00:00,ETH/EUR,1642.99000000,1650.02000000,1630.49000000,1641.97000000,1479.79820000,2424965.36593900,3342
1663192800000,2022-09-14 22:00:00,ETH/EUR,1625.04000000,1650.90000000,1619.28000000,1642.92000000,1899.00040000,3102701.99523100,4507
1663189200000,2022-09-14 21:00:00,ETH/EUR,1607.35000000,1626.67000000,1599.80000000,1625.07000000,1218.59980000,1963650.24373100,2691
1663185600000,2022-09-14 20:00:00,ETH/EUR,1604.47000000,1608.89000000,1597.21000000,1607.34000000,1336.80230000,2143128.93507700,2982
1663182000000,2022-09-14 19:00:00,ETH/EUR,1583.58000000,1605.36000000,1579.65000000,1604.71000000,1963.54980000,3126034.27232100,5059
1663178400000,2022-09-14 18:00:00,ETH/EUR,1592.74000000,1597.60000000,1562.91000000,1583.64000000,2598.81740000,4118844.16091300,7408
1663174800000,2022-09-14 17:00:00,ETH/EUR,1587.60000000,1604.57000000,1585.21000000,1592.81000000,1834.85860000,2927669.86336900,3952
1663171200000,2022-09-14 16:00:00,ETH/EUR,1597.55000000,1603.65000000,1583.12000000,1587.59000000,2073.43440000,3300632.61227000,5151
1663167600000,2022-09-14 15:00:00,ETH/EUR,1603.81000000,1604.77000000,1594.08000000,1597.51000000,1768.97600000,2829725.25414000,4216
1663164000000,2022-09-14 14:00:00,ETH/EUR,1607.32000000,1612.00000000,1593.19000000,1603.82000000,2299.73010000,3685377.41220800,6673
1663160400000,2022-09-14 13:00:00,ETH/EUR,1607.09000000,1614.20000000,1593.57000000,1607.53000000,2331.02310000,3744060.59331300,6612
1663156800000,2022-09-14 12:00:00,ETH/EUR,1597.75000000,1613.89000000,1588.15000000,1607.08000000,2401.12960000,3841532.56949900,7632
1663153200000,2022-09-14 11:00:00,ETH/EUR,1601.46000000,1607.02000000,1585.01000000,1597.80000000,1765.38290000,2824603.77182200,4614
1663149600000,2022-09-14 10:00:00,ETH/EUR,1603.87000000,1606.05000000,1592.45000000,1601.56000000,1608.56580000,2572481.34960800,4313
1663146000000,2022-09-14 09:00:00,ETH/EUR,1605.38000000,1611.52000000,1599.75000000,1604.29000000,1445.17400000,2318449.91262900,4315
1663142400000,2022-09-14 08:00:00,ETH/EUR,1615.39000000,1615.68000000,1586.19000000,1605.47000000,2152.54960000,3445910.30127700,6974
1663138800000,2022-09-14 07:00:00,ETH/EUR,1615.01000000,1623.40000000,1601.73000000,1615.52000000,1778.14420000,2871673.27238800,4999
1663135200000,2022-09-14 06:00:00,ETH/EUR,1617.50000000,1621.69000000,1610.03000000,1614.64000000,1477.49410000,2389336.12380900,4070
1663131600000,2022-09-14 05:00:00,ETH/EUR,1623.06000000,1625.96000000,1615.02000000,1617.34000000,1470.43980000,2381871.73986300,3544
1663128000000,2022-09-14 04:00:00,ETH/EUR,1606.05000000,1624.55000000,1599.73000000,1622.95000000,1560.46920000,2515266.83793300,4052
1663124400000,2022-09-14 03:00:00,ETH/EUR,1604.14000000,1614.26000000,1597.45000000,1605.92000000,1445.43990000,2320229.20569300,3779
1663120800000,2022-09-14 02:00:00,ETH/EUR,1586.82000000,1605.00000000,1584.92000000,1604.26000000,1547.03570000,2466597.96449700,4225
1663117200000,2022-09-14 01:00:00,ETH/EUR,1577.92000000,1587.95000000,1575.66000000,1587.21000000,1596.83830000,2526821.95716500,3757
1663113600000,2022-09-14 00:00:00,ETH/EUR,1579.29000000,1583.01000000,1558.49000000,1577.84000000,2084.47760000,3279242.41005700,5868
1663110000000,2022-09-13 23:00:00,ETH/EUR,1593.15000000,1594.56000000,1567.33000000,1579.29000000,1900.25150000,3001995.26637000,3054
1663106400000,2022-09-13 22:00:00,ETH/EUR,1602.79000000,1607.38000000,1589.85000000,1593.49000000,1633.04650000,2610733.44028200,2842
1663102800000,2022-09-13 21:00:00,ETH/EUR,1614.12000000,1614.83000000,1576.73000000,1602.84000000,1748.31150000,2797297.98441600,3150
1663099200000,2022-09-13 20:00:00,ETH/EUR,1611.63000000,1629.80000000,1610.10000000,1614.22000000,1743.13040000,2825144.60490700,3556
1663095600000,2022-09-13 19:00:00,ETH/EUR,1585.48000000,1613.72000000,1575.00000000,1611.40000000,2539.46630000,4053637.61377200,6036
1663092000000,2022-09-13 18:00:00,ETH/EUR,1622.61000000,1625.75000000,1583.52000000,1585.89000000,1939.92310000,3123924.30740200,5843
1663088400000,2022-09-13 17:00:00,ETH/EUR,1613.30000000,1633.86000000,1610.85000000,1622.64000000,1937.90560000,3145368.38955500,5235
1663084800000,2022-09-13 16:00:00,ETH/EUR,1595.80000000,1618.00000000,1583.50000000,1613.75000000,2459.69630000,3941824.83167800,5954
1663081200000,2022-09-13 15:00:00,ETH/EUR,1588.69000000,1598.02000000,1585.56000000,1596.03000000,2299.69260000,3660480.86736400,6076
1663077600000,2022-09-13 14:00:00,ETH/EUR,1600.00000000,1609.50000000,1574.41000000,1588.72000000,3093.10130000,4936083.09534800,9507
1663074000000,2022-09-13 13:00:00,ETH/EUR,1621.41000000,1635.77000000,1598.02000000,1600.28000000,3896.27970000,6281770.25077500,13062
1663070400000,2022-09-13 12:00:00,ETH/EUR,1709.45000000,1731.21000000,1611.65000000,1622.27000000,5509.78840000,9183300.13395100,19841
1663066800000,2022-09-13 11:00:00,ETH/EUR,1703.28000000,1716.57000000,1703.28000000,1709.68000000,2001.30920000,3421395.44715500,5102
1663063200000,2022-09-13 10:00:00,ETH/EUR,1695.29000000,1712.32000000,1692.21000000,1702.76000000,1965.23410000,3341905.12678600,4953
1663059600000,2022-09-13 09:00:00,ETH/EUR,1689.38000000,1699.00000000,1688.11000000,1695.40000000,1836.08540000,3110826.10220900,3951
1663056000000,2022-09-13 08:00:00,ETH/EUR,1691.86000000,1693.97000000,1684.00000000,1689.39000000,1489.63100000,2516214.27470000,3339
1663052400000,2022-09-13 07:00:00,ETH/EUR,1684.48000000,1698.07000000,1678.09000000,1691.82000000,1895.20630000,3199597.11650500,4832
1663048800000,2022-09-13 06:00:00,ETH/EUR,1696.70000000,1706.66000000,1678.65000000,1684.58000000,2049.47890000,3470564.97360500,4601
1663045200000,2022-09-13 05:00:00,ETH/EUR,1693.62000000,1699.16000000,1691.24000000,1696.98000000,1377.29320000,2336060.95331000,2936
1663041600000,2022-09-13 04:00:00,ETH/EUR,1694.60000000,1704.17000000,1688.23000000,1693.74000000,1403.95340000,2380430.39189900,3170
1663038000000,2022-09-13 03:00:00,ETH/EUR,1687.38000000,1695.22000000,1680.65000000,1695.22000000,1264.87020000,2133969.78886300,2792
1663034400000,2022-09-13 02:00:00,ETH/EUR,1674.63000000,1687.73000000,1659.86000000,1687.15000000,1454.80090000,2436398.78788000,3585
1663030800000,2022-09-13 01:00:00,ETH/EUR,1666.08000000,1678.78000000,1664.25000000,1674.07000000,1403.67320000,2345012.13085200,3227
1663027200000,2022-09-13 00:00:00,ETH/EUR,1694.97000000,1696.96000000,1654.28000000,1666.31000000,2344.95530000,3919159.24380200,6184
1663023600000,2022-09-12 23:00:00,ETH/EUR,1686.63000000,1695.87000000,1683.74000000,1694.97000000,1592.91490000,2691317.63784100,2752
1663020000000,2022-09-12 22:00:00,ETH/EUR,1697.08000000,1697.76000000,1682.20000000,1687.01000000,1580.11330000,2670626.16995200,2498
1663016400000,2022-09-12 21:00:00,ETH/EUR,1704.00000000,1704.00000000,1684.05000000,1697.07000000,1329.92740000,2252445.17418200,2527
1663012800000,2022-09-12 20:00:00,ETH/EUR,1707.46000000,1712.09000000,1701.47000000,1704.17000000,1319.60980000,2250446.07668200,3020
1663009200000,2022-09-12 19:00:00,ETH/EUR,1709.92000000,1711.72000000,1700.94000000,1707.34000000,1446.97560000,2469999.67006400,3141
1663005600000,2022-09-12 18:00:00,ETH/EUR,1707.29000000,1712.80000000,1697.41000000,1709.80000000,1736.82440000,2963007.22826000,4134
1663002000000,2022-09-12 17:00:00,ETH/EUR,1690.99000000,1708.18000000,1680.67000000,1707.78000000,1637.63350000,2771588.29040300,4201
1662998400000,2022-09-12 16:00:00,ETH/EUR,1686.05000000,1696.29000000,1672.42000000,1690.77000000,2368.83040000,3996026.91108700,6163
1662994800000,2022-09-12 15:00:00,ETH/EUR,1714.77000000,1715.22000000,1676.72000000,1686.29000000,2687.80790000,4571400.68887700,6923
1662991200000,2022-09-12 14:00:00,ETH/EUR,1731.88000000,1733.37000000,1712.10000000,1714.35000000,1820.75450000,3138916.46528900,4423
1662987600000,2022-09-12 13:00:00,ETH/EUR,1723.62000000,1735.81000000,1720.04000000,1731.70000000,1707.43490000,2948658.80144300,4426
1662984000000,2022-09-12 12:00:00,ETH/EUR,1725.08000000,1727.91000000,1709.15000000,1723.19000000,1677.21990000,2886892.86005600,4561
1662980400000,2022-09-12 11:00:00,ETH/EUR,1722.15000000,1737.90000000,1718.88000000,1725.08000000,1723.42900000,2979100.64659800,4633
1662976800000,2022-09-12 10:00:00,ETH/EUR,1726.41000000,1727.37000000,1706.70000000,1722.14000000,1753.04940000,3014484.84446300,5296
1662973200000,2022-09-12 09:00:00,ETH/EUR,1722.99000000,1729.65000000,1717.56000000,1726.41000000,1688.87760000,2912182.76563700,4425
1662969600000,2022-09-12 08:00:00,ETH/EUR,1730.52000000,1733.74000000,1721.29000000,1723.09000000,1928.06800000,3327932.86474300,5402
1662966000000,2022-09-12 07:00:00,ETH/EUR,1714.23000000,1733.10000000,1708.67000000,1729.99000000,2332.95040000,4006161.23449100,6352
1662962400000,2022-09-12 06:00:00,ETH/EUR,1714.39000000,1719.26000000,1709.95000000,1714.23000000,1576.52030000,2702582.71821500,3622
1662958800000,2022-09-12 05:00:00,ETH/EUR,1714.13000000,1718.23000000,1702.83000000,1714.39000000,1382.51680000,2368138.22878600,2996
1662955200000,2022-09-12 04:00:00,ETH/EUR,1713.05000000,1719.59000000,1706.65000000,1714.14000000,1353.95940000,2321058.45530500,2694
1662951600000,2022-09-12 03:00:00,ETH/EUR,1721.42000000,1724.73000000,1699.41000000,1713.18000000,2238.76390000,3831551.86259100,5351
1662948000000,2022-09-12 02:00:00,ETH/EUR,1744.51000000,1748.69000000,1713.35000000,1721.54000000,1981.96600000,3422227.93902000,5872
1662944400000,2022-09-12 01:00:00,ETH/EUR,1722.84000000,1765.89000000,1716.77000000,1744.30000000,2269.79000000,3948888.36403700,6559
1662940800000,2022-09-12 00:00:00,ETH/EUR,1752.73000000,1754.35000000,1722.12000000,1722.84000000,1681.51190000,2929656.35866300,4230
1662937200000,2022-09-11 23:00:00,ETH/EUR,1734.19000000,1753.76000000,1726.65000000,1752.71000000,1818.30080000,3165368.26639100,4148
1662933600000,2022-09-11 22:00:00,ETH/EUR,1718.06000000,1742.16000000,1718.06000000,1734.18000000,1898.76560000,3294046.72125000,3913
1662930000000,2022-09-11 21:00:00,ETH/EUR,1744.15000000,1750.01000000,1705.02000000,1718.03000000,1674.69530000,2905914.36465700,3355
1662926400000,2022-09-11 20:00:00,ETH/EUR,1753.16000000,1756.95000000,1733.07000000,1744.28000000,1943.78540000,3391478.95337400,4857
1662922800000,2022-09-11 19:00:00,ETH/EUR,1753.13000000,1757.73000000,1751.14000000,1753.23000000,1263.00140000,2215953.76150700,2814
1662919200000,2022-09-11 18:00:00,ETH/EUR,1761.84000000,1769.03000000,1749.74000000,1753.23000000,1496.87180000,2637291.14449200,3633
1662915600000,2022-09-11 17:00:00,ETH/EUR,1763.49000000,1778.75000000,1758.87000000,1761.93000000,1485.96020000,2625518.69646100,3851
1662912000000,2022-09-11 16:00:00,ETH/EUR,1759.30000000,1768.58000000,1757.40000000,1763.50000000,1291.06840000,2275864.39277400,2930
1662908400000,2022-09-11 15:00:00,ETH/EUR,1753.86000000,1770.70000000,1753.05000000,1759.30000000,1622.86530000,2858574.01863100,3745
1662904800000,2022-09-11 14:00:00,ETH/EUR,1759.28000000,1760.25000000,1745.84000000,1753.96000000,1512.47160000,2652224.17451800,3764
1662901200000,2022-09-11 13:00:00,ETH/EUR,1764.12000000,1764.99000000,1754.01000000,1759.35000000,1190.63130000,2094228.56956600,2755
1662897600000,2022-09-11 12:00:00,ETH/EUR,1761.39000000,1767.45000000,1755.03000000,1764.65000000,1176.24880000,2072877.37552900,2932
1662894000000,2022-09-11 11:00:00,ETH/EUR,1753.51000000,1771.25000000,1753.51000000,1761.37000000,1158.00230000,2041945.11344900,3171
1662890400000,2022-09-11 10:00:00,ETH/EUR,1751.00000000,1755.92000000,1749.12000000,1753.50000000,666.89010000,1168739.33792000,2053
1662886800000,2022-09-11 09:00:00,ETH/EUR,1755.02000000,1756.40000000,1749.52000000,1750.75000000,715.07960000,1253708.61552000,1946
1662883200000,2022-09-11 08:00:00,ETH/EUR,1751.77000000,1758.17000000,1748.08000000,1755.17000000,1171.15040000,2053465.42675500,2921
1662879600000,2022-09-11 07:00:00,ETH/EUR,1742.01000000,1752.91000000,1740.55000000,1751.71000000,1285.48180000,2248534.91983900,3065
1662876000000,2022-09-11 06:00:00,ETH/EUR,1754.04000000,1758.80000000,1733.52000000,1742.01000000,1552.27740000,2710966.20353200,4174
1662872400000,2022-09-11 05:00:00,ETH/EUR,1748.66000000,1755.34000000,1746.71000000,1753.86000000,1077.59610000,1887770.24413200,2133
1662868800000,2022-09-11 04:00:00,ETH/EUR,1749.95000000,1753.40000000,1745.94000000,1748.62000000,1083.00000000,1896056.49108500,2086
1662865200000,2022-09-11 03:00:00,ETH/EUR,1751.85000000,1757.12000000,1748.46000000,1749.67000000,1157.99970000,2030894.60472100,2504
