https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XTZ,Volume BTC
1662868800,2022-09-11 04:00:00,XTZ/BTC,0.00007711,0.00007733,0.00007688,0.00007715,197.0421,0.015205304042
1662865200,2022-09-11 03:00:00,XTZ/BTC,0.00007702,0.00007705,0.00007688,0.00007704,6.65390053,0.0005122410878047
1662861600,2022-09-11 02:00:00,XTZ/BTC,0.00007697,0.00007704,0.00007679,0.00007693,61.4118,0.004724796537
1662858000,2022-09-11 01:00:00,XTZ/BTC,0.00007734,0.0000774,0.00007682,0.00007697,724.85122443,0.0558209917584162
1662854400,2022-09-11 00:00:00,XTZ/BTC,0.00007689,0.00007732,0.00007689,0.00007725,201.1663,0.015521944035
1662850800,2022-09-10 23:00:00,XTZ/BTC,0.00007699,0.00007705,0.00007671,0.00007673,51.762,0.003972088224
1662847200,2022-09-10 22:00:00,XTZ/BTC,0.00007687,0.00007717,0.00007677,0.00007713,173.18177628,0.0133218774094576
1662843600,2022-09-10 21:00:00,XTZ/BTC,0.00007698,0.00007715,0.00007638,0.00007685,33.4579,0.002567169549
1662840000,2022-09-10 20:00:00,XTZ/BTC,0.00007701,0.00007708,0.0000766,0.00007693,191.2547,0.014677601694
1662836400,2022-09-10 19:00:00,XTZ/BTC,0.0000773,0.00007734,0.00007676,0.00007691,119.8559,0.009253135093
1662832800,2022-09-10 18:00:00,XTZ/BTC,0.00007754,0.00007773,0.00007732,0.00007754,157.1553,0.012193380214
1662829200,2022-09-10 17:00:00,XTZ/BTC,0.00007792,0.000078,0.00007754,0.0000776,53.4941,0.004156728994
1662825600,2022-09-10 16:00:00,XTZ/BTC,0.00007855,0.00007855,0.0000778,0.0000778,33.9946,0.002659670978
1662822000,2022-09-10 15:00:00,XTZ/BTC,0.00007783,0.0000789,0.00007783,0.0000789,1165.94765208,0.0910923965099272
1662818400,2022-09-10 14:00:00,XTZ/BTC,0.0000778,0.000078,0.00007777,0.00007785,20.24694646,0.0015763616716278
1662814800,2022-09-10 13:00:00,XTZ/BTC,0.00007785,0.00007812,0.00007763,0.00007763,224.6685,0.017523215026
1662811200,2022-09-10 12:00:00,XTZ/BTC,0.00007774,0.000078,0.00007745,0.00007791,48.3609,0.003758314754
1662807600,2022-09-10 11:00:00,XTZ/BTC,0.00007719,0.00007781,0.00007708,0.00007765,114.7364,0.008917335534
1662804000,2022-09-10 10:00:00,XTZ/BTC,0.0000773,0.00007733,0.00007683,0.00007711,30.3518,0.002338372252
1662800400,2022-09-10 09:00:00,XTZ/BTC,0.00007687,0.00007733,0.00007684,0.00007733,28.4953,0.002198367783
1662796800,2022-09-10 08:00:00,XTZ/BTC,0.00007678,0.00007744,0.0000766,0.00007689,68.5405,0.005276713518
1662793200,2022-09-10 07:00:00,XTZ/BTC,0.00007737,0.00007744,0.00007649,0.0000766,273.6613,0.021029056753
1662789600,2022-09-10 06:00:00,XTZ/BTC,0.00007657,0.00007755,0.00007657,0.00007738,211.0599,0.016254339516
1662786000,2022-09-10 05:00:00,XTZ/BTC,0.00007701,0.00007701,0.00007616,0.00007657,248.3004,0.018963634202
1662782400,2022-09-10 04:00:00,XTZ/BTC,0.00007758,0.00007826,0.000077,0.00007701,107.35806883,0.0083408389406358
1662778800,2022-09-10 03:00:00,XTZ/BTC,0.00007789,0.00007801,0.00007747,0.00007747,12.297,0.00095660556
1662775200,2022-09-10 02:00:00,XTZ/BTC,0.00007761,0.00007817,0.00007761,0.000078,13.7785,0.001074504546
1662771600,2022-09-10 01:00:00,XTZ/BTC,0.00007762,0.00007802,0.00007762,0.00007781,284.7354,0.022174844166
1662768000,2022-09-10 00:00:00,XTZ/BTC,0.00007692,0.00007795,0.00007692,0.00007764,883.0122,0.068137622539
1662764400,2022-09-09 23:00:00,XTZ/BTC,0.00007644,0.000077,0.00007613,0.00007686,105.07202857,0.00806901153189
1662760800,2022-09-09 22:00:00,XTZ/BTC,0.0000765,0.0000769,0.00007639,0.0000764,285.1819,0.02191824618
1662757200,2022-09-09 21:00:00,XTZ/BTC,0.00007633,0.00007676,0.00007633,0.00007658,68.7228,0.005266457029
1662753600,2022-09-09 20:00:00,XTZ/BTC,0.0000765,0.00007663,0.0000763,0.00007646,135.2194,0.010343502307
1662750000,2022-09-09 19:00:00,XTZ/BTC,0.00007633,0.00007635,0.00007607,0.00007635,74.6696,0.005697512149
1662746400,2022-09-09 18:00:00,XTZ/BTC,0.00007609,0.00007648,0.00007609,0.00007635,47.2957,0.003606533096
1662742800,2022-09-09 17:00:00,XTZ/BTC,0.00007661,0.00007668,0.00007609,0.00007609,333.7944,0.025414020705
1662739200,2022-09-09 16:00:00,XTZ/BTC,0.00007666,0.00007673,0.00007623,0.00007673,36.8216,0.002813484465
1662735600,2022-09-09 15:00:00,XTZ/BTC,0.00007724,0.00007724,0.00007661,0.00007673,2063.9601,0.158603041462
1662732000,2022-09-09 14:00:00,XTZ/BTC,0.0000778,0.00007782,0.00007726,0.00007728,500.55045336,0.0387290192359296
1662728400,2022-09-09 13:00:00,XTZ/BTC,0.00007799,0.00007799,0.00007757,0.00007778,285.2542,0.02219156366
1662724800,2022-09-09 12:00:00,XTZ/BTC,0.0000784,0.00007847,0.00007808,0.00007818,76.6929,0.006004518364
1662721200,2022-09-09 11:00:00,XTZ/BTC,0.00007804,0.000079,0.00007789,0.00007844,3215.5026,0.253089238517
1662717600,2022-09-09 10:00:00,XTZ/BTC,0.00007907,0.00007916,0.00007776,0.00007799,254.25419414,0.0199087761923888
1662714000,2022-09-09 09:00:00,XTZ/BTC,0.00007923,0.00007932,0.00007896,0.00007913,27.0917,0.002145218511
1662710400,2022-09-09 08:00:00,XTZ/BTC,0.00007815,0.00007989,0.00007815,0.00007936,706.7387,0.055935883584
1662706800,2022-09-09 07:00:00,XTZ/BTC,0.00007817,0.0000785,0.00007807,0.00007842,20.9613,0.001642533854
1662703200,2022-09-09 06:00:00,XTZ/BTC,0.00007922,0.00007922,0.0000782,0.0000782,181.0996,0.014282893377
1662699600,2022-09-09 05:00:00,XTZ/BTC,0.00007968,0.00007981,0.00007881,0.0000792,1091.4788,0.086269371121
1662696000,2022-09-09 04:00:00,XTZ/BTC,0.00008087,0.00008094,0.00007967,0.0000797,823.9128,0.066062911508
1662692400,2022-09-09 03:00:00,XTZ/BTC,0.00008261,0.00008276,0.00008096,0.00008096,713.55816922,0.0583996548844202
1662688800,2022-09-09 02:00:00,XTZ/BTC,0.00008299,0.0000831,0.00008241,0.00008257,81.041,0.006728559353
1662685200,2022-09-09 01:00:00,XTZ/BTC,0.00008246,0.00008288,0.00008241,0.00008267,51.6292,0.004267800416
1662681600,2022-09-09 00:00:00,XTZ/BTC,0.00008221,0.00008261,0.00008211,0.00008231,384.684,0.031670314639
1662678000,2022-09-08 23:00:00,XTZ/BTC,0.00008231,0.00008265,0.00008216,0.00008216,173.7969,0.014335113781
