https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEO,Volume USDT
1663297200,2022-09-16 03:00:00,NEO/USDT,9.109,9.1831,9.0855,9.1588,524.663403,4807.1809968126
1663293600,2022-09-16 02:00:00,NEO/USDT,9.1515,9.1875,9.0393,9.1087,574.73728075,5229.232294582486
1663290000,2022-09-16 01:00:00,NEO/USDT,9.2302,9.2302,9.1203,9.1512,416.447133,3818.1681011177
1663286400,2022-09-16 00:00:00,NEO/USDT,9.1315,9.254,9.0289,9.2365,1427.69035079,13041.027445443459
1663282800,2022-09-15 23:00:00,NEO/USDT,9.083,9.1315,9.0464,9.1281,482.6845382,4386.270843308624
1663279200,2022-09-15 22:00:00,NEO/USDT,9.1501,9.1575,9.0206,9.0825,592.6772016,5395.443890804122
1663275600,2022-09-15 21:00:00,NEO/USDT,9.1851,9.1851,9.1001,9.1498,183.3444,1678.9766276443
1663272000,2022-09-15 20:00:00,NEO/USDT,9.1127,9.192,9.1127,9.187,960.845479,8784.3254717944
1663268400,2022-09-15 19:00:00,NEO/USDT,9.0603,9.1315,9.0476,9.1146,1435.219321,13029.4806886505
1663264800,2022-09-15 18:00:00,NEO/USDT,9.0834,9.1181,9.039,9.062,911.8128345,8275.02753477605
1663261200,2022-09-15 17:00:00,NEO/USDT,9.0785,9.1351,9.0733,9.0831,2225.33387313,20257.196371775964
1663257600,2022-09-15 16:00:00,NEO/USDT,8.9936,9.0847,8.9628,9.0809,1527.02858888,13808.423632073011
1663254000,2022-09-15 15:00:00,NEO/USDT,8.942,9.0391,8.8605,8.993,2513.26716413,22548.873970072475
1663250400,2022-09-15 14:00:00,NEO/USDT,9.1897,9.3173,8.9,8.9468,7182.35482649,65749.952126869999
1663246800,2022-09-15 13:00:00,NEO/USDT,9.0777,9.2024,9.0301,9.1916,1616.33051049,14695.55359014969
1663243200,2022-09-15 12:00:00,NEO/USDT,9.0353,9.1074,8.9945,9.0769,800.11750511,7236.562216413975
1663239600,2022-09-15 11:00:00,NEO/USDT,8.9513,9.082,8.9291,9.036,686.00798967,6191.050276942214
1663236000,2022-09-15 10:00:00,NEO/USDT,8.9747,9.0266,8.9247,8.9437,1493.6840328,13415.137786788183
1663232400,2022-09-15 09:00:00,NEO/USDT,8.9827,8.9979,8.9546,8.9746,588.53283898,5283.333115281644
1663228800,2022-09-15 08:00:00,NEO/USDT,9.0776,9.0814,8.938,8.983,803.90490098,7232.852330828573
1663225200,2022-09-15 07:00:00,NEO/USDT,8.9961,9.1412,8.9959,9.0788,4030.18322511,36549.605245028294
1663221600,2022-09-15 06:00:00,NEO/USDT,8.9412,9.0741,8.764,8.9975,6875.19329286,61202.942140789858
1663218000,2022-09-15 05:00:00,NEO/USDT,8.8578,8.9496,8.8521,8.9344,3563.68777747,31733.986982819352
1663214400,2022-09-15 04:00:00,NEO/USDT,8.871,8.8879,8.8125,8.8675,5425.39120654,48063.251837326664
1663210800,2022-09-15 03:00:00,NEO/USDT,8.8417,8.8887,8.726,8.8708,3942.60340001,34858.606279963881
1663207200,2022-09-15 02:00:00,NEO/USDT,9.0167,9.0167,8.7771,8.8433,3671.76531423,32549.080753766527
1663203600,2022-09-15 01:00:00,NEO/USDT,9.0125,9.016,8.9066,9.0131,2342.54239945,21062.02211985463
1663200000,2022-09-15 00:00:00,NEO/USDT,9.0946,9.1104,8.9855,9.013,4391.26780707,39786.176467416731
1663196400,2022-09-14 23:00:00,NEO/USDT,9.1121,9.1409,9.074,9.0993,3726.237209,33907.2478393236
1663192800,2022-09-14 22:00:00,NEO/USDT,9.0975,9.155,9.0739,9.1155,2822.21889036,25700.736081637418
1663189200,2022-09-14 21:00:00,NEO/USDT,9.0271,9.1007,8.9759,9.0972,2732.89377867,24684.229296949153
1663185600,2022-09-14 20:00:00,NEO/USDT,9.0221,9.0335,9,9.029,2287.83446199,20632.717474360523
1663182000,2022-09-14 19:00:00,NEO/USDT,8.9612,9.0287,8.9354,9.0223,3300.08243708,29639.991405927333
1663178400,2022-09-14 18:00:00,NEO/USDT,9.0119,9.0164,8.8457,8.9628,2019.27076805,18094.391280897053
1663174800,2022-09-14 17:00:00,NEO/USDT,8.9816,9.0803,8.9806,9.0136,3455.431877,31212.9164553165
1663171200,2022-09-14 16:00:00,NEO/USDT,9.0372,9.0536,8.9751,8.9806,3890.10459501,35042.421074419384
1663167600,2022-09-14 15:00:00,NEO/USDT,9.0682,9.0733,9.0306,9.0389,4382.171729,39687.3751349454
1663164000,2022-09-14 14:00:00,NEO/USDT,9.0711,9.1,9.0219,9.0701,4281.80362099,38819.075347553746
1663160400,2022-09-14 13:00:00,NEO/USDT,9.0847,9.1134,8.9788,9.0776,1345.85274797,12196.236927737405
1663156800,2022-09-14 12:00:00,NEO/USDT,9.0189,9.1521,8.934,9.0866,792.02105154,7154.991292558372
1663153200,2022-09-14 11:00:00,NEO/USDT,9.0557,9.064,8.9645,8.9944,159.172055,1434.3502893886
1663149600,2022-09-14 10:00:00,NEO/USDT,9.0293,9.0647,9.0163,9.0574,405.64397946,3666.505812356146
1663146000,2022-09-14 09:00:00,NEO/USDT,9.0476,9.0672,9.0203,9.029,968.58640719,8759.44258890893
1663142400,2022-09-14 08:00:00,NEO/USDT,8.9776,9.0559,8.9183,9.0481,1018.58300958,9148.619694943098
1663138800,2022-09-14 07:00:00,NEO/USDT,9.0231,9.0833,8.8981,8.9848,1275.062917,11517.1721164941
1663135200,2022-09-14 06:00:00,NEO/USDT,9.0804,9.1037,9.0133,9.0167,489.420519,4429.8641587948
1663131600,2022-09-14 05:00:00,NEO/USDT,9.1024,9.1335,9.0759,9.0786,493.2959906,4492.96066682107
1663128000,2022-09-14 04:00:00,NEO/USDT,9.0515,9.1221,9.0441,9.1032,293.75383453,2666.164614507176
1663124400,2022-09-14 03:00:00,NEO/USDT,9.0526,9.0925,9.024,9.0512,431.71300328,3913.045978103636
1663120800,2022-09-14 02:00:00,NEO/USDT,8.9963,9.0627,8.9836,9.051,376.03804325,3391.1435810681
1663117200,2022-09-14 01:00:00,NEO/USDT,8.9573,9.0037,8.9437,8.998,261.243394,2343.8237623942
1663113600,2022-09-14 00:00:00,NEO/USDT,8.905,8.967,8.8546,8.9572,670.02113427,5960.045076842068
1663110000,2022-09-13 23:00:00,NEO/USDT,8.9853,8.9926,8.8905,8.9056,2218.35395615,19785.830009726717
1663106400,2022-09-13 22:00:00,NEO/USDT,9.0401,9.05,8.96,8.9859,1148.09182693,10338.381845049381
1663102800,2022-09-13 21:00:00,NEO/USDT,9.0824,9.0835,8.9451,9.042,1326.18076346,11998.000398921257
1663099200,2022-09-13 20:00:00,NEO/USDT,9.0908,9.1485,9.08,9.0858,2205.15805989,20086.046704052241
1663095600,2022-09-13 19:00:00,NEO/USDT,9.0115,9.1108,8.9465,9.0888,3042.95992542,27485.925954870913
1663092000,2022-09-13 18:00:00,NEO/USDT,9.1497,9.1611,8.9898,9.0174,2451.60520191,22185.711499250861
1663088400,2022-09-13 17:00:00,NEO/USDT,9.1528,9.2115,9.1309,9.1499,557.95878907,5117.539977381314
1663084800,2022-09-13 16:00:00,NEO/USDT,9.15,9.1699,9.0648,9.1525,4438.29727563,40477.359886110483
1663081200,2022-09-13 15:00:00,NEO/USDT,9.1866,9.2005,9.1382,9.1422,2470.6778989,22662.499887896052
1663077600,2022-09-13 14:00:00,NEO/USDT,9.2517,9.2905,9.1368,9.1905,2387.35334664,21994.363109890247
1663074000,2022-09-13 13:00:00,NEO/USDT,9.2912,9.3188,9.2129,9.2586,2131.64922564,19772.585446266729
1663070400,2022-09-13 12:00:00,NEO/USDT,9.8508,9.946,9.214,9.2912,8817.81965561,84122.939802089318
1663066800,2022-09-13 11:00:00,NEO/USDT,9.7812,9.8645,9.773,9.8436,1241.8768575,12202.964130724002
1663063200,2022-09-13 10:00:00,NEO/USDT,9.7554,9.7809,9.7125,9.7753,280.77772067,2735.695581635256
1663059600,2022-09-13 09:00:00,NEO/USDT,9.8001,9.8645,9.7271,9.7409,1293.06940989,12686.696379604857
1663056000,2022-09-13 08:00:00,NEO/USDT,9.8366,9.859,9.7831,9.7998,682.23001562,6708.744758715228
1663052400,2022-09-13 07:00:00,NEO/USDT,9.7267,9.8726,9.7203,9.8367,847.040642,8296.6694281671
1663048800,2022-09-13 06:00:00,NEO/USDT,9.7516,9.8279,9.6961,9.7302,632.38534805,6190.21697255307
1663045200,2022-09-13 05:00:00,NEO/USDT,9.7108,9.8059,9.7029,9.7546,1060.943228,10356.4054714133
1663041600,2022-09-13 04:00:00,NEO/USDT,9.764,9.7914,9.7088,9.7105,555.80797493,5414.237075289972
1663038000,2022-09-13 03:00:00,NEO/USDT,9.746,9.7755,9.664,9.7481,290.308919,2820.043642688
1663034400,2022-09-13 02:00:00,NEO/USDT,9.6646,9.76,9.6,9.7457,282.9177227,2730.33140715595
1663030800,2022-09-13 01:00:00,NEO/USDT,9.7476,9.7575,9.6028,9.6643,2047.04176797,19815.959757414097
1663027200,2022-09-13 00:00:00,NEO/USDT,9.9066,9.9253,9.6708,9.7473,789.51234825,7762.527660178159
1663023600,2022-09-12 23:00:00,NEO/USDT,9.8671,9.9134,9.8362,9.9079,786.886131,7757.719822035
1663020000,2022-09-12 22:00:00,NEO/USDT,9.8919,9.9102,9.845,9.867,2160.411322,21369.682119984
1663016400,2022-09-12 21:00:00,NEO/USDT,9.952,9.952,9.8601,9.8939,411.71969535,4071.96463340735
1663012800,2022-09-12 20:00:00,NEO/USDT,9.9268,9.9785,9.9174,9.9561,867.65599911,8636.63539029369
1663009200,2022-09-12 19:00:00,NEO/USDT,9.9104,9.9326,9.872,9.9242,411.045162,4067.8099378338
1663005600,2022-09-12 18:00:00,NEO/USDT,9.9253,9.9253,9.842,9.9066,672.19038,6638.7580058614
1663002000,2022-09-12 17:00:00,NEO/USDT,9.8508,9.924,9.8221,9.9194,783.22133395,7718.555244234494
1662998400,2022-09-12 16:00:00,NEO/USDT,9.8837,9.8949,9.68,9.851,1649.1098498,16117.63200052348
1662994800,2022-09-12 15:00:00,NEO/USDT,10.0542,10.0591,9.84,9.8898,1639.97097943,16337.580409749824
1662991200,2022-09-12 14:00:00,NEO/USDT,10.1529,10.161,10.0188,10.0561,2515.03457167,25297.778867068891
1662987600,2022-09-12 13:00:00,NEO/USDT,10.1573,10.1882,10.1077,10.1494,579.77534121,5885.396288107412
1662984000,2022-09-12 12:00:00,NEO/USDT,10.1369,10.1636,10.0643,10.1466,586.512876,5941.0338567933
1662980400,2022-09-12 11:00:00,NEO/USDT,10.1649,10.2425,10.1122,10.129,2450.823425,24949.910892072844
1662976800,2022-09-12 10:00:00,NEO/USDT,10.0805,10.1741,10.0064,10.1633,1166.40031357,11763.778214172284
1662973200,2022-09-12 09:00:00,NEO/USDT,10.1379,10.1553,10.0575,10.0804,860.19673943,8704.002345144817
1662969600,2022-09-12 08:00:00,NEO/USDT,10.0465,10.1385,9.9926,10.1289,1523.9661976,15374.23538845972
1662966000,2022-09-12 07:00:00,NEO/USDT,9.9429,10.0517,9.935,10.0438,1069.57578118,10668.490302069694
1662962400,2022-09-12 06:00:00,NEO/USDT,9.9002,9.9573,9.8771,9.9332,1593.22475338,15800.073501265715
1662958800,2022-09-12 05:00:00,NEO/USDT,9.8815,9.92,9.8279,9.8999,237.66705388,2349.941069275296
1662955200,2022-09-12 04:00:00,NEO/USDT,9.8693,9.8934,9.8381,9.8795,207.148948,2042.1390304826
1662951600,2022-09-12 03:00:00,NEO/USDT,9.9469,9.9525,9.783,9.8647,1158.49118843,11418.374421241764
1662948000,2022-09-12 02:00:00,NEO/USDT,10.2137,10.25,9.885,9.943,2579.86612502,25832.389576034992
1662944400,2022-09-12 01:00:00,NEO/USDT,9.6447,10.24,9.6356,10.2145,2819.26494004,28092.590374551394
1662940800,2022-09-12 00:00:00,NEO/USDT,9.8086,9.8086,9.64,9.6445,763.47917349,7449.782400724841
1662937200,2022-09-11 23:00:00,NEO/USDT,9.7312,9.8294,9.6901,9.8088,447.804441,4367.162861336
1662933600,2022-09-11 22:00:00,NEO/USDT,9.665,9.7984,9.659,9.7271,797.2211058,7763.44890823386
1662930000,2022-09-11 21:00:00,NEO/USDT,9.7815,9.8098,9.6136,9.6689,762.15303568,7384.040655570852
1662926400,2022-09-11 20:00:00,NEO/USDT,9.8329,9.8507,9.716,9.7834,1212.605829,11850.1516023284
1662922800,2022-09-11 19:00:00,NEO/USDT,9.8054,9.845,9.8043,9.8331,188.503209,1852.7936513187
1662919200,2022-09-11 18:00:00,NEO/USDT,9.8682,9.877,9.8112,9.8131,345.70529545,3405.124038424896
1662915600,2022-09-11 17:00:00,NEO/USDT,9.9083,9.9496,9.8645,9.8681,707.33302251,7008.606701766378
1662912000,2022-09-11 16:00:00,NEO/USDT,9.8221,9.9237,9.8204,9.9084,210.94074,2086.021579661
1662908400,2022-09-11 15:00:00,NEO/USDT,9.859,9.9051,9.8188,9.8218,354.45499258,3495.155076024893
1662904800,2022-09-11 14:00:00,NEO/USDT,9.8536,9.8759,9.788,9.861,380.528593,3744.0660405072
1662901200,2022-09-11 13:00:00,NEO/USDT,9.8743,9.8854,9.8066,9.8533,335.133494,3296.4523002912
1662897600,2022-09-11 12:00:00,NEO/USDT,9.855,9.9023,9.8038,9.874,497.371334,4894.6499836288
1662894000,2022-09-11 11:00:00,NEO/USDT,9.8307,9.8881,9.8307,9.8484,69.30069575,683.2769080118
1662890400,2022-09-11 10:00:00,NEO/USDT,9.8208,9.8762,9.8144,9.8304,109.914215,1083.227676188
1662886800,2022-09-11 09:00:00,NEO/USDT,9.8787,9.883,9.8121,9.8205,672.3196434,6624.491104856682
1662883200,2022-09-11 08:00:00,NEO/USDT,9.8676,9.9104,9.8422,9.8807,570.54134649,5636.26164253758
1662879600,2022-09-11 07:00:00,NEO/USDT,9.748,9.8804,9.7424,9.8695,222.498381,2180.5786063045
1662876000,2022-09-11 06:00:00,NEO/USDT,9.825,9.8537,9.6241,9.7478,2195.59774,21317.0755984881
1662872400,2022-09-11 05:00:00,NEO/USDT,9.8431,9.8827,9.8181,9.8268,328.57796724,3234.76149439926
1662868800,2022-09-11 04:00:00,NEO/USDT,9.8751,9.9203,9.8291,9.8428,561.071627,5555.5822771208
1662865200,2022-09-11 03:00:00,NEO/USDT,9.8771,9.898,9.8339,9.8748,382.482608,3776.6668048928
1662861600,2022-09-11 02:00:00,NEO/USDT,9.8871,9.9113,9.8329,9.8768,254.614052,2515.1968282033
1662858000,2022-09-11 01:00:00,NEO/USDT,9.9349,9.9692,9.88,9.8873,342.989536,3404.4443823215
1662854400,2022-09-11 00:00:00,NEO/USDT,9.8877,10.0188,9.88,9.9352,758.02406256,7535.524144274996
1662850800,2022-09-10 23:00:00,NEO/USDT,9.9516,9.9631,9.872,9.8874,696.47826859,6925.174646885847
1662847200,2022-09-10 22:00:00,NEO/USDT,9.8983,9.9831,9.8983,9.9513,732.82277444,7283.413153051464
1662843600,2022-09-10 21:00:00,NEO/USDT,9.855,9.9846,9.8444,9.8887,1021.64326871,10101.854882851364
1662840000,2022-09-10 20:00:00,NEO/USDT,9.885,9.8918,9.7989,9.844,275.93702237,2717.182511765435
1662836400,2022-09-10 19:00:00,NEO/USDT,9.8817,9.9145,9.8596,9.8847,288.31330287,2848.35189533179
1662832800,2022-09-10 18:00:00,NEO/USDT,9.7789,9.9098,9.7771,9.8816,371.34086802,3657.663522615716
1662829200,2022-09-10 17:00:00,NEO/USDT,9.7978,9.8211,9.76,9.7798,273.10199014,2672.561729444628
1662825600,2022-09-10 16:00:00,NEO/USDT,9.7949,9.8645,9.7353,9.7975,510.70834439,4995.921850561698
1662822000,2022-09-10 15:00:00,NEO/USDT,9.8039,9.8488,9.7708,9.7969,606.188868,5944.065263548
1662818400,2022-09-10 14:00:00,NEO/USDT,9.8082,9.8578,9.777,9.8036,526.48572725,5170.776590100675
1662814800,2022-09-10 13:00:00,NEO/USDT,9.955,10.1006,9.7872,9.8079,4533.13512767,45096.949014047313
1662811200,2022-09-10 12:00:00,NEO/USDT,9.7843,9.9713,9.7271,9.957,967.98768112,9530.100037353688
1662807600,2022-09-10 11:00:00,NEO/USDT,9.7915,9.8205,9.7634,9.7863,412.450594,4035.7285657945
1662804000,2022-09-10 10:00:00,NEO/USDT,9.8288,9.8297,9.7429,9.7912,1431.602933,13987.1440270699
1662800400,2022-09-10 09:00:00,NEO/USDT,9.8068,9.8578,9.8017,9.8285,394.1759015,3875.682004704417
1662796800,2022-09-10 08:00:00,NEO/USDT,9.747,9.8899,9.747,9.809,1355.00692619,13315.665889792196
1662793200,2022-09-10 07:00:00,NEO/USDT,9.9702,9.9811,9.7368,9.7532,825.173634,8087.5075794805
1662789600,2022-09-10 06:00:00,NEO/USDT,9.8719,9.9789,9.8705,9.9701,680.10746291,6759.541708415414
1662786000,2022-09-10 05:00:00,NEO/USDT,9.7983,9.9084,9.7983,9.8737,172.67799054,1703.732419332092
1662782400,2022-09-10 04:00:00,NEO/USDT,9.8894,9.9844,9.7758,9.8001,837.0100381,8228.621843821625
1662778800,2022-09-10 03:00:00,NEO/USDT,9.931,9.9766,9.885,9.8912,387.60778,3852.4970539719
1662775200,2022-09-10 02:00:00,NEO/USDT,9.9,9.9496,9.8685,9.9307,269.458115,2668.697404105
1662771600,2022-09-10 01:00:00,NEO/USDT,9.9619,10.0201,9.8979,9.9026,702.05757544,6999.325118043544
1662768000,2022-09-10 00:00:00,NEO/USDT,9.8784,9.9862,9.8489,9.9691,1383.84058882,13732.528995213954
1662764400,2022-09-09 23:00:00,NEO/USDT,9.8162,9.9334,9.748,9.8714,3161.380277,31164.9831214065
1662760800,2022-09-09 22:00:00,NEO/USDT,9.8315,9.8881,9.8125,9.814,275.21922647,2710.533584115512
1662757200,2022-09-09 21:00:00,NEO/USDT,9.732,9.8756,9.7273,9.8242,2352.17877562,23050.569881105825
1662753600,2022-09-09 20:00:00,NEO/USDT,9.7038,9.7509,9.687,9.7164,438.4217211,4266.835061948296
1662750000,2022-09-09 19:00:00,NEO/USDT,9.6718,9.7346,9.6626,9.7035,405.84223354,3939.301831150824
1662746400,2022-09-09 18:00:00,NEO/USDT,9.6209,9.6728,9.6132,9.6635,458.82444135,4424.904774503415
1662742800,2022-09-09 17:00:00,NEO/USDT,9.6739,9.7077,9.6075,9.6225,1894.08316559,18341.791203598078
1662739200,2022-09-09 16:00:00,NEO/USDT,9.6458,9.68,9.5687,9.6738,740.61843387,7120.240710307823
1662735600,2022-09-09 15:00:00,NEO/USDT,9.7013,9.7195,9.6323,9.6455,751.34965238,7271.512205267848
1662732000,2022-09-09 14:00:00,NEO/USDT,9.6851,9.7064,9.612,9.701,1379.33738961,13304.602893376319
1662728400,2022-09-09 13:00:00,NEO/USDT,9.7573,9.7591,9.6128,9.6833,3040.94856172,29458.782555940161
1662724800,2022-09-09 12:00:00,NEO/USDT,9.663,9.8663,9.647,9.753,4316.4842929,42358.03531943019
1662721200,2022-09-09 11:00:00,NEO/USDT,9.6774,9.6908,9.6128,9.6587,589.79206719,5692.866150485929
1662717600,2022-09-09 10:00:00,NEO/USDT,9.5816,9.6821,9.5649,9.6792,1068.64140788,10273.968803297438
1662714000,2022-09-09 09:00:00,NEO/USDT,9.6196,9.6348,9.5526,9.5813,563.45826802,5393.157185189254
1662710400,2022-09-09 08:00:00,NEO/USDT,9.5207,9.6855,9.5189,9.6193,1024.07836928,9831.939499848046
1662706800,2022-09-09 07:00:00,NEO/USDT,9.6089,9.622,9.5136,9.5206,2910.37065671,27774.729223706062
1662703200,2022-09-09 06:00:00,NEO/USDT,9.5875,9.6333,9.5755,9.6086,547.63622577,5257.956903023852
1662699600,2022-09-09 05:00:00,NEO/USDT,9.6404,9.6662,9.5559,9.5857,1012.99199104,9717.824060823525
1662696000,2022-09-09 04:00:00,NEO/USDT,9.5542,9.7102,9.5398,9.6403,1908.53962715,18404.50248982582
1662692400,2022-09-09 03:00:00,NEO/USDT,9.3668,9.5519,9.351,9.5413,604.42668922,5719.482518892034
1662688800,2022-09-09 02:00:00,NEO/USDT,9.3754,9.4129,9.3492,9.3733,221.76093447,2078.744918832114
1662685200,2022-09-09 01:00:00,NEO/USDT,9.4291,9.447,9.3486,9.3751,550.73128212,5178.214221389115
1662681600,2022-09-09 00:00:00,NEO/USDT,9.4457,9.4656,9.3932,9.429,774.66310268,7301.889437155163
1662678000,2022-09-08 23:00:00,NEO/USDT,9.3845,9.4831,9.3845,9.4454,1799.87698007,16996.966782698084
1662674400,2022-09-08 22:00:00,NEO/USDT,9.5124,9.584,9.3698,9.3842,2478.71237961,23423.139361887161
1662670800,2022-09-08 21:00:00,NEO/USDT,9.465,9.514,9.3717,9.5121,1326.91763954,12547.24168690315
1662667200,2022-09-08 20:00:00,NEO/USDT,9.2927,9.5337,9.2877,9.4647,5184.57259598,48613.299662051276
1662663600,2022-09-08 19:00:00,NEO/USDT,9.1856,9.2909,9.1744,9.2909,1836.20060671,16943.193198452528
1662660000,2022-09-08 18:00:00,NEO/USDT,9.1691,9.2122,9.1441,9.184,183.61271853,1686.304328036077
1662656400,2022-09-08 17:00:00,NEO/USDT,9.1404,9.196,9.0988,9.1689,2170.8053892,19869.482347528878
1662652800,2022-09-08 16:00:00,NEO/USDT,9.1506,9.1512,9.0472,9.1401,677.2394192,6159.096234572135
1662649200,2022-09-08 15:00:00,NEO/USDT,9.1642,9.2267,9.144,9.1503,1005.89175491,9235.292152425595
1662645600,2022-09-08 14:00:00,NEO/USDT,8.9963,9.1654,8.9349,9.1638,2186.73524282,19743.08543808071
1662642000,2022-09-08 13:00:00,NEO/USDT,8.9034,9.0255,8.83,8.9893,937.783655,8352.1625728444
1662638400,2022-09-08 12:00:00,NEO/USDT,8.9853,9.05,8.8639,8.9026,3473.815033,31147.2725403297
1662634800,2022-09-08 11:00:00,NEO/USDT,8.8962,9.0338,8.8897,8.9823,2594.94608507,23256.977704065093
1662631200,2022-09-08 10:00:00,NEO/USDT,8.813,8.8992,8.7958,8.8959,981.514652,8698.308109588
1662627600,2022-09-08 09:00:00,NEO/USDT,8.8372,8.8458,8.7808,8.815,202.87339643,1788.980221304913
1662624000,2022-09-08 08:00:00,NEO/USDT,8.7869,8.8385,8.7832,8.8369,721.606964,6351.4662123669
