https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRIBE,Volume USDT
1656460800,2022-06-29 00:00:00,TRIBE/USDT,0.1558,0.1573,0.1529,0.1547,54594.19041812,8449.360775355842
1656374400,2022-06-28 00:00:00,TRIBE/USDT,0.1583,0.1595,0.1539,0.1551,154477.48629189,24450.53742359521
1656288000,2022-06-27 00:00:00,TRIBE/USDT,0.1586,0.2174,0.1579,0.1586,577654.48999185,103012.262423256652
1656201600,2022-06-26 00:00:00,TRIBE/USDT,0.1599,0.1628,0.1577,0.1583,42828.63174551,6847.900489057357
1656115200,2022-06-25 00:00:00,TRIBE/USDT,0.159,0.1624,0.1573,0.16,37191.79197611,5932.535753037118
1656028800,2022-06-24 00:00:00,TRIBE/USDT,0.1599,0.1652,0.158,0.1592,177278.60169016,28563.914631018284
1655942400,2022-06-23 00:00:00,TRIBE/USDT,0.158,0.1617,0.1574,0.1595,14784.61982751,2350.706449478511
1655856000,2022-06-22 00:00:00,TRIBE/USDT,0.1592,0.1636,0.1575,0.1582,33270.80544397,5316.931202908767
1655769600,2022-06-21 00:00:00,TRIBE/USDT,0.1609,0.1704,0.1592,0.1592,34488.31597652,5596.114017452686
1655683200,2022-06-20 00:00:00,TRIBE/USDT,0.1639,0.1789,0.1591,0.1624,69933.18423469,11313.571557812082
1655596800,2022-06-19 00:00:00,TRIBE/USDT,0.1644,0.1675,0.1597,0.1646,27648.10719931,4530.539747256144
1655510400,2022-06-18 00:00:00,TRIBE/USDT,0.176,0.1784,0.1586,0.1655,22191.36815164,3653.263724145919
1655424000,2022-06-17 00:00:00,TRIBE/USDT,0.1772,0.1791,0.174,0.1762,6600.15751401,1167.511941534845
1655337600,2022-06-16 00:00:00,TRIBE/USDT,0.1819,0.1836,0.1744,0.1757,13953.65072968,2503.321477290482
1655251200,2022-06-15 00:00:00,TRIBE/USDT,0.1838,0.1865,0.1767,0.1815,48192.93989555,8822.63657496518
1655164800,2022-06-14 00:00:00,TRIBE/USDT,0.1817,0.2014,0.1782,0.1846,84394.31291419,15330.767652648126
1655078400,2022-06-13 00:00:00,TRIBE/USDT,0.2088,0.2097,0.1802,0.1808,141652.84949664,26479.139629306676
1654992000,2022-06-12 00:00:00,TRIBE/USDT,0.2128,0.2148,0.2084,0.2101,9760.63523429,2063.457211985489
1654905600,2022-06-11 00:00:00,TRIBE/USDT,0.2212,0.2234,0.2125,0.213,169443.45857891,37058.425922906476
1654819200,2022-06-10 00:00:00,TRIBE/USDT,0.2283,0.2349,0.2194,0.2218,128330.26105799,28970.142887638666
1654732800,2022-06-09 00:00:00,TRIBE/USDT,0.2322,0.2436,0.2275,0.2291,8018.87163394,1852.916149312517
1654646400,2022-06-08 00:00:00,TRIBE/USDT,0.2283,0.238,0.2246,0.2317,52563.68825374,12241.10827800649
1654560000,2022-06-07 00:00:00,TRIBE/USDT,0.2294,0.24,0.2258,0.228,8581.21884805,1970.827181224078
1654473600,2022-06-06 00:00:00,TRIBE/USDT,0.2309,0.2478,0.2274,0.2294,12831.72524571,2975.900331599128
1654387200,2022-06-05 00:00:00,TRIBE/USDT,0.229,0.255,0.2274,0.2287,7842.52726439,1860.378800296934
1654300800,2022-06-04 00:00:00,TRIBE/USDT,0.2303,0.24,0.2275,0.2279,6806.33099001,1565.167512098084
1654214400,2022-06-03 00:00:00,TRIBE/USDT,0.232,0.2549,0.2288,0.2303,11603.94384281,2699.229532543598
1654128000,2022-06-02 00:00:00,TRIBE/USDT,0.2328,0.24,0.2311,0.2321,5354.82780408,1250.760439552704
1654041600,2022-06-01 00:00:00,TRIBE/USDT,0.2388,0.2399,0.231,0.2335,23881.51152078,5583.104310662303
1653955200,2022-05-31 00:00:00,TRIBE/USDT,0.2416,0.2443,0.2355,0.2392,34008.96703699,8158.921279293976
1653868800,2022-05-30 00:00:00,TRIBE/USDT,0.238,0.2428,0.2357,0.2392,11612.74058788,2781.50087382238
1653782400,2022-05-29 00:00:00,TRIBE/USDT,0.2369,0.2396,0.2337,0.2396,5058.06386815,1195.987589600385
1653696000,2022-05-28 00:00:00,TRIBE/USDT,0.234,0.2393,0.2338,0.2374,28054.17480888,6635.888514246064
1653609600,2022-05-27 00:00:00,TRIBE/USDT,0.2405,0.2428,0.2327,0.2336,26171.7332044,6245.9939478847
1653523200,2022-05-26 00:00:00,TRIBE/USDT,0.2497,0.2508,0.2405,0.2405,12659.87352997,3115.7458320582
1653436800,2022-05-25 00:00:00,TRIBE/USDT,0.2564,0.2581,0.2476,0.2488,16982.97409169,4273.731558865535
1653350400,2022-05-24 00:00:00,TRIBE/USDT,0.2507,0.2643,0.249,0.2558,118099.8503111,30170.772269968403
1653264000,2022-05-23 00:00:00,TRIBE/USDT,0.2543,0.2558,0.2483,0.2507,11053.75858082,2790.938248473533
1653177600,2022-05-22 00:00:00,TRIBE/USDT,0.2535,0.2611,0.2502,0.2548,63368.0461998,16162.340116960548
1653091200,2022-05-21 00:00:00,TRIBE/USDT,0.2511,0.2557,0.2489,0.2532,39219.17409507,9883.380550236866
1653004800,2022-05-20 00:00:00,TRIBE/USDT,0.2565,0.257,0.2496,0.2509,24050.43525917,6069.381538462649
1652918400,2022-05-19 00:00:00,TRIBE/USDT,0.2541,0.258,0.2496,0.256,34707.71646172,8849.557815052449
1652832000,2022-05-18 00:00:00,TRIBE/USDT,0.2641,0.2646,0.25,0.2542,46028.61638376,11887.300690264292
1652745600,2022-05-17 00:00:00,TRIBE/USDT,0.2688,0.2757,0.2592,0.2639,77210.8308373,20698.694737848447
1652659200,2022-05-16 00:00:00,TRIBE/USDT,0.2762,0.2762,0.2541,0.2689,92657.04614498,24934.802514831194
1652572800,2022-05-15 00:00:00,TRIBE/USDT,0.2726,0.2758,0.2661,0.2758,46418.94767301,12543.688560066548
1652486400,2022-05-14 00:00:00,TRIBE/USDT,0.2711,0.2753,0.2655,0.2727,58664.11678492,15912.396414424206
1652400000,2022-05-13 00:00:00,TRIBE/USDT,0.2753,0.2887,0.2507,0.2711,124444.53095128,34045.197984194564
1652313600,2022-05-12 00:00:00,TRIBE/USDT,0.2896,0.3237,0.2667,0.2762,520182.79116143,148119.353163404204
1652227200,2022-05-11 00:00:00,TRIBE/USDT,0.3254,0.3371,0.2668,0.2904,227227.36416472,68279.799845502476
1652140800,2022-05-10 00:00:00,TRIBE/USDT,0.3223,0.3356,0.3204,0.3261,163128.88444748,52752.603310612464
1652054400,2022-05-09 00:00:00,TRIBE/USDT,0.3534,0.3558,0.3207,0.3207,119609.80481109,41504.868944816108
1651968000,2022-05-08 00:00:00,TRIBE/USDT,0.3588,0.3598,0.3531,0.3537,66890.87282926,23799.17408315489
1651881600,2022-05-07 00:00:00,TRIBE/USDT,0.3632,0.3648,0.3581,0.3581,63655.1064996,23041.338408680746
1651795200,2022-05-06 00:00:00,TRIBE/USDT,0.3635,0.367,0.3591,0.3639,134388.58443489,48647.39899309112
1651708800,2022-05-05 00:00:00,TRIBE/USDT,0.3804,0.382,0.3621,0.364,111108.73893718,41308.285470839851
1651622400,2022-05-04 00:00:00,TRIBE/USDT,0.3781,0.3835,0.367,0.379,110981.943821,41807.73794343546
1651536000,2022-05-03 00:00:00,TRIBE/USDT,0.3833,0.3949,0.3767,0.3772,139101.86215181,53498.402489534867
1651449600,2022-05-02 00:00:00,TRIBE/USDT,0.4005,0.4011,0.3821,0.3836,86439.31103952,33835.940176455664
1651363200,2022-05-01 00:00:00,TRIBE/USDT,0.4045,0.4358,0.3924,0.3999,63074.64653892,25452.563058504529
1651276800,2022-04-30 00:00:00,TRIBE/USDT,0.4907,0.4936,0.3988,0.4052,268687.94717541,113710.756937637366
1651190400,2022-04-29 00:00:00,TRIBE/USDT,0.4977,0.5004,0.4448,0.4895,103014.01106114,50531.632083149589
1651104000,2022-04-28 00:00:00,TRIBE/USDT,0.4959,0.4995,0.4936,0.498,34616.77887552,17174.98906413528
1651017600,2022-04-27 00:00:00,TRIBE/USDT,0.4948,0.498,0.4902,0.4959,25551.31500705,12631.842777487459
1650931200,2022-04-26 00:00:00,TRIBE/USDT,0.4963,0.517,0.4922,0.4922,108708.72425664,54507.037497364401
1650844800,2022-04-25 00:00:00,TRIBE/USDT,0.4994,0.5013,0.4937,0.4966,30604.33314929,15208.806113229314
1650758400,2022-04-24 00:00:00,TRIBE/USDT,0.5206,0.5263,0.4949,0.4994,113052.69555396,57152.496570776384
1650672000,2022-04-23 00:00:00,TRIBE/USDT,0.5253,0.5318,0.5195,0.5208,46105.50165043,24122.731678856018
1650585600,2022-04-22 00:00:00,TRIBE/USDT,0.5365,0.5409,0.5226,0.524,54964.82588665,29344.63706063586
1650499200,2022-04-21 00:00:00,TRIBE/USDT,0.5557,0.5928,0.5365,0.5368,197797.49720035,107699.747822984076
1650412800,2022-04-20 00:00:00,TRIBE/USDT,0.5581,0.5648,0.5506,0.5572,53222.12400941,29676.218006589184
1650326400,2022-04-19 00:00:00,TRIBE/USDT,0.5558,0.5617,0.5463,0.5578,150399.60377332,83507.226278695647
1650240000,2022-04-18 00:00:00,TRIBE/USDT,0.5591,0.5609,0.5406,0.5561,127662.82156287,70343.519118785867
1650153600,2022-04-17 00:00:00,TRIBE/USDT,0.5733,0.5733,0.55,0.561,180370.0624977,100370.125616242011
1650067200,2022-04-16 00:00:00,TRIBE/USDT,0.5884,0.5972,0.5672,0.5733,92431.33674314,54210.047874059299
1649980800,2022-04-15 00:00:00,TRIBE/USDT,0.5437,0.5928,0.5437,0.5876,188845.24723108,105839.764748722466
1649894400,2022-04-14 00:00:00,TRIBE/USDT,0.5294,0.5717,0.5267,0.5433,411130.17954753,228644.897710416399
1649808000,2022-04-13 00:00:00,TRIBE/USDT,0.519,0.5339,0.5107,0.5294,43115.35364871,22474.940819168684
1649721600,2022-04-12 00:00:00,TRIBE/USDT,0.515,0.5234,0.5108,0.519,44435.45458653,22938.60145215077
1649635200,2022-04-11 00:00:00,TRIBE/USDT,0.5343,0.5361,0.5135,0.5157,44425.60210633,23236.158239126714
1649548800,2022-04-10 00:00:00,TRIBE/USDT,0.5415,0.5472,0.5323,0.5338,46316.57884578,25031.676647004
1649462400,2022-04-09 00:00:00,TRIBE/USDT,0.5346,0.5555,0.5306,0.5428,87759.39751389,47447.994081468247
1649376000,2022-04-08 00:00:00,TRIBE/USDT,0.5436,0.5491,0.5302,0.5347,62393.71022092,33618.818468476726
1649289600,2022-04-07 00:00:00,TRIBE/USDT,0.5453,0.5557,0.5375,0.5419,92644.44252704,50458.894671447265
1649203200,2022-04-06 00:00:00,TRIBE/USDT,0.5661,0.5675,0.5455,0.5455,269025.11261608,148606.989530697284
1649116800,2022-04-05 00:00:00,TRIBE/USDT,0.5926,0.5969,0.5661,0.5661,62087.20048942,36233.075321757776
1649030400,2022-04-04 00:00:00,TRIBE/USDT,0.616,0.616,0.5794,0.5938,149410.4402824,87620.161346141805
1648944000,2022-04-03 00:00:00,TRIBE/USDT,0.5932,0.6278,0.5827,0.6164,323248.40642162,195914.186515148434
1648857600,2022-04-02 00:00:00,TRIBE/USDT,0.5694,0.613,0.5678,0.5916,228084.19223798,133862.51042538761
1648771200,2022-04-01 00:00:00,TRIBE/USDT,0.5597,0.5722,0.5514,0.5686,62273.3067902,35014.570104535214
1648684800,2022-03-31 00:00:00,TRIBE/USDT,0.5714,0.6323,0.5569,0.5585,272182.49151703,156855.588258940439
1648598400,2022-03-30 00:00:00,TRIBE/USDT,0.5715,0.5754,0.5614,0.5717,163682.03207914,93136.01725467774
1648512000,2022-03-29 00:00:00,TRIBE/USDT,0.5721,0.5855,0.5662,0.5681,85754.40329214,49378.163956479121
1648425600,2022-03-28 00:00:00,TRIBE/USDT,0.5711,0.5904,0.5675,0.5726,119585.34767375,69218.812768525723
1648339200,2022-03-27 00:00:00,TRIBE/USDT,0.5664,0.5742,0.5587,0.5701,28103.33213117,15955.103133752604
1648252800,2022-03-26 00:00:00,TRIBE/USDT,0.5618,0.573,0.5586,0.5664,21024.1117639,11842.433518568764
1648166400,2022-03-25 00:00:00,TRIBE/USDT,0.5596,0.5689,0.553,0.564,121486.33455563,68078.064421151544
1648080000,2022-03-24 00:00:00,TRIBE/USDT,0.5652,0.5698,0.5547,0.5563,80154.07105761,44887.278602263833
1647993600,2022-03-23 00:00:00,TRIBE/USDT,0.5651,0.5764,0.5583,0.565,50585.09938997,28706.510146565567
1647907200,2022-03-22 00:00:00,TRIBE/USDT,0.5572,0.5689,0.5505,0.5633,61240.51784374,34219.369355504398
1647820800,2022-03-21 00:00:00,TRIBE/USDT,0.5429,0.559,0.5426,0.559,83397.99991239,45914.329348267094
1647734400,2022-03-20 00:00:00,TRIBE/USDT,0.5437,0.5573,0.5386,0.5441,46099.48817122,25198.462128788906
1647648000,2022-03-19 00:00:00,TRIBE/USDT,0.54,0.5498,0.5385,0.5451,27794.92574039,15118.587691824828
1647561600,2022-03-18 00:00:00,TRIBE/USDT,0.5406,0.5478,0.5351,0.5387,44406.09831025,23970.223842701685
1647475200,2022-03-17 00:00:00,TRIBE/USDT,0.5408,0.5438,0.5342,0.5406,29744.10094483,16059.29084439957
1647388800,2022-03-16 00:00:00,TRIBE/USDT,0.5369,0.5488,0.5341,0.5413,40931.54221262,22089.424622359623
1647302400,2022-03-15 00:00:00,TRIBE/USDT,0.5514,0.5515,0.5359,0.5369,43481.46462988,23568.34439586107
1647216000,2022-03-14 00:00:00,TRIBE/USDT,0.5419,0.5569,0.5412,0.5514,24869.21749707,13631.25374064899
1647129600,2022-03-13 00:00:00,TRIBE/USDT,0.5483,0.5498,0.5418,0.5419,14216.69286562,7759.918477034954
1647043200,2022-03-12 00:00:00,TRIBE/USDT,0.5506,0.5544,0.5488,0.5488,5397.58552583,2971.093642083356
1646956800,2022-03-11 00:00:00,TRIBE/USDT,0.5571,0.5574,0.5487,0.5507,28067.8615647,15501.830807586063
1646870400,2022-03-10 00:00:00,TRIBE/USDT,0.552,0.5674,0.5438,0.5549,66319.1699802,36600.210472166354
1646784000,2022-03-09 00:00:00,TRIBE/USDT,0.5309,0.6851,0.5309,0.5521,308415.55663475,182265.731623841493
1646697600,2022-03-08 00:00:00,TRIBE/USDT,0.5385,0.5419,0.529,0.5296,32340.73580067,17387.657445045891
1646611200,2022-03-07 00:00:00,TRIBE/USDT,0.5594,0.5605,0.5385,0.5402,22343.88889514,12300.488808999591
1646524800,2022-03-06 00:00:00,TRIBE/USDT,0.5714,0.5811,0.5589,0.563,44534.73942588,25464.462394417122
1646438400,2022-03-05 00:00:00,TRIBE/USDT,0.5743,0.5808,0.569,0.5718,22586.92745317,12949.907507364588
1646352000,2022-03-04 00:00:00,TRIBE/USDT,0.5869,0.6008,0.5744,0.5748,49980.23718663,29263.275112934401
1646265600,2022-03-03 00:00:00,TRIBE/USDT,0.5807,0.615,0.5773,0.5858,63289.26159308,37962.180701398823
1646179200,2022-03-02 00:00:00,TRIBE/USDT,0.587,0.5919,0.576,0.5813,60610.06818264,35331.222046352855
1646092800,2022-03-01 00:00:00,TRIBE/USDT,0.5866,0.5936,0.5767,0.5875,54343.39788385,31858.470077875479
1646006400,2022-02-28 00:00:00,TRIBE/USDT,0.5711,0.5863,0.5531,0.5857,64182.71155403,36696.26060676748
1645920000,2022-02-27 00:00:00,TRIBE/USDT,0.5765,0.6408,0.569,0.5711,75304.36003604,44951.017547789649
1645833600,2022-02-26 00:00:00,TRIBE/USDT,0.5886,0.5932,0.5733,0.575,43142.93174713,25100.346519940003
1645747200,2022-02-25 00:00:00,TRIBE/USDT,0.579,0.5909,0.5687,0.5843,76592.15199858,44640.642563533894
1645660800,2022-02-24 00:00:00,TRIBE/USDT,0.6027,0.6108,0.5679,0.5793,112344.05382863,65873.86967998511
1645574400,2022-02-23 00:00:00,TRIBE/USDT,0.624,0.6279,0.6013,0.6021,69163.10587865,42819.18765229919
1645488000,2022-02-22 00:00:00,TRIBE/USDT,0.6264,0.6399,0.614,0.6272,44024.78882708,27548.110773185388
1645401600,2022-02-21 00:00:00,TRIBE/USDT,0.6326,0.6495,0.6227,0.6259,49164.4868888,31202.901131466734
1645315200,2022-02-20 00:00:00,TRIBE/USDT,0.6519,0.6643,0.6309,0.6327,35860.2719795,22960.919920228367
1645228800,2022-02-19 00:00:00,TRIBE/USDT,0.6597,0.6614,0.6468,0.6481,26119.24872998,17085.546282526066
1645142400,2022-02-18 00:00:00,TRIBE/USDT,0.6761,0.6761,0.6536,0.6606,24808.58576132,16494.532616170402
1645056000,2022-02-17 00:00:00,TRIBE/USDT,0.6842,0.694,0.6723,0.6761,24986.89681279,16975.032591639113
1644969600,2022-02-16 00:00:00,TRIBE/USDT,0.6946,0.7021,0.6813,0.6842,44774.65643645,30939.089938329717
1644883200,2022-02-15 00:00:00,TRIBE/USDT,0.6861,0.7034,0.6847,0.6947,117402.35371438,81255.35169768617
1644796800,2022-02-14 00:00:00,TRIBE/USDT,0.6798,0.7006,0.6766,0.6834,53496.35088514,36728.045593602549
1644710400,2022-02-13 00:00:00,TRIBE/USDT,0.7006,0.7098,0.6791,0.6842,76662.80269824,53273.85809493553
1644624000,2022-02-12 00:00:00,TRIBE/USDT,0.6981,0.7814,0.692,0.7003,141220.84017416,101800.938536345611
1644537600,2022-02-11 00:00:00,TRIBE/USDT,0.6959,0.814,0.6903,0.6995,261523.17836692,192691.041226426415
1644451200,2022-02-10 00:00:00,TRIBE/USDT,0.7248,0.7327,0.69,0.6959,66248.2312777,47167.217808777775
1644364800,2022-02-09 00:00:00,TRIBE/USDT,0.7152,0.7405,0.7017,0.7264,89159.84951949,64730.488967995654
1644278400,2022-02-08 00:00:00,TRIBE/USDT,0.7316,0.7316,0.7034,0.7152,37016.20342994,26455.797547408117
1644192000,2022-02-07 00:00:00,TRIBE/USDT,0.7284,0.7425,0.7205,0.7308,124923.02882865,91332.439719755551
