https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume NEAR
1663344000000,2022-09-16 16:00:00,NEAR/BTC,0.00021304,0.00021341,0.00021033,0.00021192,0.0031248863525327997,14.74559434
1663340400000,2022-09-16 15:00:00,NEAR/BTC,0.00021223,0.00021328,0.00021196,0.00021295,0.0026810405,12.59
1663336800000,2022-09-16 14:00:00,NEAR/BTC,0.00021193,0.00021331,0.00021135,0.00021257,0.0026252395,12.35
1663333200000,2022-09-16 13:00:00,NEAR/BTC,0.00021274,0.00021283,0.00021132,0.0002115,0.0026923949999999998,12.73
1663329600000,2022-09-16 12:00:00,NEAR/BTC,0.00021364,0.00021377,0.00021241,0.00021276,0.0025935444,12.19
1663326000000,2022-09-16 11:00:00,NEAR/BTC,0.00021349,0.00021383,0.00021264,0.00021373,0.0025904076,12.12
1663322400000,2022-09-16 10:00:00,NEAR/BTC,0.00021215,0.00021359,0.00021157,0.00021329,0.0027215804,12.76
1663318800000,2022-09-16 09:00:00,NEAR/BTC,0.00021095,0.00021244,0.00021076,0.00021244,0.0031228679999999996,14.7
1663315200000,2022-09-16 08:00:00,NEAR/BTC,0.00021322,0.00021347,0.00021068,0.00021072,0.0027267167999999995,12.94
1663311600000,2022-09-16 07:00:00,NEAR/BTC,0.00021401,0.00021416,0.00021308,0.0002132,0.0027119040000000002,12.72
1663308000000,2022-09-16 06:00:00,NEAR/BTC,0.00021412,0.00021456,0.00021354,0.00021387,0.0030262605000000004,14.15
1663304400000,2022-09-16 05:00:00,NEAR/BTC,0.00021303,0.00021729,0.00021286,0.00021403,0.0038690528168764,18.07715188
1663300800000,2022-09-16 04:00:00,NEAR/BTC,0.00021311,0.00021384,0.00021265,0.00021298,0.002715495,12.75
1663297200000,2022-09-16 03:00:00,NEAR/BTC,0.00021148,0.0002134,0.00021148,0.0002134,0.002833952,13.28
1663293600000,2022-09-16 02:00:00,NEAR/BTC,0.00021226,0.00021244,0.00020995,0.0002116,0.002463024,11.64
1663290000000,2022-09-16 01:00:00,NEAR/BTC,0.00021135,0.00021256,0.00021049,0.000212,0.00293832,13.86
1663286400000,2022-09-16 00:00:00,NEAR/BTC,0.00021226,0.00021376,0.00020991,0.00021144,0.0028036944,13.26
1663282800000,2022-09-15 23:00:00,NEAR/BTC,0.0002114,0.00021228,0.00021095,0.00021223,0.0029160402,13.74
1663279200000,2022-09-15 22:00:00,NEAR/BTC,0.00021375,0.00021398,0.00021025,0.00021157,0.008997288319893701,42.52629541
1663275600000,2022-09-15 21:00:00,NEAR/BTC,0.00021499,0.00021499,0.00021309,0.00021401,0.0025146175,11.75
1663272000000,2022-09-15 20:00:00,NEAR/BTC,0.00021413,0.00021509,0.00021398,0.00021506,0.0025484609999999997,11.85
1663268400000,2022-09-15 19:00:00,NEAR/BTC,0.00021395,0.00021485,0.00021355,0.00021423,0.0026178906,12.22
1663264800000,2022-09-15 18:00:00,NEAR/BTC,0.00021402,0.0002149,0.0002135,0.00021393,0.0029449699362530998,13.76604467
1663261200000,2022-09-15 17:00:00,NEAR/BTC,0.00021428,0.00021499,0.00021398,0.00021437,0.0026924872,12.56
1663257600000,2022-09-15 16:00:00,NEAR/BTC,0.00021523,0.00021572,0.00021261,0.00021433,0.0029427509,13.73
1663254000000,2022-09-15 15:00:00,NEAR/BTC,0.00021504,0.00021585,0.00021431,0.00021548,0.00247802,11.5
1663250400000,2022-09-15 14:00:00,NEAR/BTC,0.00021677,0.00021677,0.00021342,0.00021621,0.0095946670059333,44.37661073
1663246800000,2022-09-15 13:00:00,NEAR/BTC,0.00021643,0.00021728,0.0002159,0.00021686,0.004749767247897,21.90245895
1663243200000,2022-09-15 12:00:00,NEAR/BTC,0.00021623,0.00021781,0.0002162,0.00021639,0.0025772049,11.91
1663239600000,2022-09-15 11:00:00,NEAR/BTC,0.00021548,0.00021664,0.0002153,0.00021621,0.0027501912,12.72
1663236000000,2022-09-15 10:00:00,NEAR/BTC,0.0002168,0.00021783,0.00021557,0.00021604,0.0026421692000000003,12.23
1663232400000,2022-09-15 09:00:00,NEAR/BTC,0.0002168,0.00021713,0.00021619,0.00021713,0.0030637043,14.11
1663228800000,2022-09-15 08:00:00,NEAR/BTC,0.00021877,0.00021877,0.00021619,0.0002166,0.002493066,11.51
1663225200000,2022-09-15 07:00:00,NEAR/BTC,0.00021842,0.00021923,0.00021819,0.00021888,0.0028498176,13.02
1663221600000,2022-09-15 06:00:00,NEAR/BTC,0.00021783,0.00021878,0.00021417,0.00021821,0.0039932430021821005,18.30000001
1663218000000,2022-09-15 05:00:00,NEAR/BTC,0.00021766,0.00021839,0.00021716,0.00021781,0.0026463915000000003,12.15
1663214400000,2022-09-15 04:00:00,NEAR/BTC,0.00021818,0.00022012,0.00021649,0.0002178,0.0025569720000000002,11.74
1663210800000,2022-09-15 03:00:00,NEAR/BTC,0.0002198,0.0002198,0.00021737,0.00021843,0.0029116719,13.33
1663207200000,2022-09-15 02:00:00,NEAR/BTC,0.00022073,0.00022111,0.00021753,0.00021942,0.0026045154,11.87
1663203600000,2022-09-15 01:00:00,NEAR/BTC,0.00022167,0.00022242,0.00022064,0.00022103,0.0032336689,14.63
1663200000000,2022-09-15 00:00:00,NEAR/BTC,0.00022101,0.00022189,0.00022019,0.00022173,0.0007383609000000001,3.33
1663196400000,2022-09-14 23:00:00,NEAR/BTC,0.00022254,0.00022307,0.00022178,0.00022274,0.0029000747999999997,13.02
1663192800000,2022-09-14 22:00:00,NEAR/BTC,0.00022385,0.00022402,0.00022212,0.00022254,0.0029397534,13.21
1663189200000,2022-09-14 21:00:00,NEAR/BTC,0.0002235,0.0002251,0.00022302,0.0002235,0.002849625,12.75
1663185600000,2022-09-14 20:00:00,NEAR/BTC,0.00022425,0.00022428,0.00022299,0.00022352,0.003151632,14.1
1663182000000,2022-09-14 19:00:00,NEAR/BTC,0.0002228,0.00022425,0.00022273,0.00022425,0.003249877334535,14.49220662
1663178400000,2022-09-14 18:00:00,NEAR/BTC,0.00022126,0.00022367,0.00021946,0.00022301,0.0041787924140716,18.73813916
1663174800000,2022-09-14 17:00:00,NEAR/BTC,0.00022,0.00022133,0.00021965,0.00022133,0.0026825195999999997,12.12
1663171200000,2022-09-14 16:00:00,NEAR/BTC,0.00022133,0.00022133,0.00021877,0.00022001,0.0028051275,12.75
1663167600000,2022-09-14 15:00:00,NEAR/BTC,0.00022041,0.00022142,0.00022024,0.00022134,0.0031629486,14.29
1663164000000,2022-09-14 14:00:00,NEAR/BTC,0.00022098,0.00022208,0.00022015,0.00022085,0.0030123940000000003,13.64
1663160400000,2022-09-14 13:00:00,NEAR/BTC,0.00022039,0.00022118,0.00021866,0.00022072,0.0028759816,13.03
1663156800000,2022-09-14 12:00:00,NEAR/BTC,0.00021963,0.00022302,0.00021785,0.00022063,0.0166198842377144,75.32921288
1663153200000,2022-09-14 11:00:00,NEAR/BTC,0.0002193,0.00021998,0.00021857,0.00021941,0.0026789961,12.21
1663149600000,2022-09-14 10:00:00,NEAR/BTC,0.00021942,0.00021973,0.00021867,0.00021892,0.0026949052,12.31
1663146000000,2022-09-14 09:00:00,NEAR/BTC,0.00022006,0.00022119,0.00021906,0.00021943,0.0029644993,13.51
1663142400000,2022-09-14 08:00:00,NEAR/BTC,0.00021912,0.00022024,0.00021753,0.00022005,0.002592189,11.78
1663138800000,2022-09-14 07:00:00,NEAR/BTC,0.00022051,0.00022132,0.00021812,0.00021918,0.0029216694,13.33
1663135200000,2022-09-14 06:00:00,NEAR/BTC,0.00022194,0.00022237,0.00022011,0.00022027,0.0028304695,12.85
1663131600000,2022-09-14 05:00:00,NEAR/BTC,0.00022268,0.00022336,0.00022168,0.00022218,0.0030493290484901996,13.72458839
1663128000000,2022-09-14 04:00:00,NEAR/BTC,0.00022137,0.00022264,0.00022086,0.00022245,0.0016007529917475,7.19601255
1663113600000,2022-09-14 00:00:00,NEAR/BTC,0.00021904,0.00021904,0.00021904,0.00021904,4.8188799999999995e-05,0.22
1663110000000,2022-09-13 23:00:00,NEAR/BTC,0.00022004,0.00022033,0.00021868,0.00021887,0.0041072267231684,18.76559932
1663106400000,2022-09-13 22:00:00,NEAR/BTC,0.00022341,0.00022374,0.00022019,0.00022019,0.033288176650681,151.1793299
1663095600000,2022-09-13 19:00:00,NEAR/BTC,0.00022176,0.00022391,0.00022176,0.00022333,0.0025437287,11.39
1663092000000,2022-09-13 18:00:00,NEAR/BTC,0.00022004,0.00022275,0.00021986,0.00022161,0.0027523962,12.42
1663088400000,2022-09-13 17:00:00,NEAR/BTC,0.00022035,0.00022035,0.00021899,0.00022033,0.0030350669347295,13.77509615
1663084800000,2022-09-13 16:00:00,NEAR/BTC,0.00021917,0.00022071,0.0002182,0.00022011,0.0031785067267338,14.44053758
1663081200000,2022-09-13 15:00:00,NEAR/BTC,0.00021823,0.00021917,0.00021744,0.00021892,0.0035448671417276,16.19252303
1663077600000,2022-09-13 14:00:00,NEAR/BTC,0.00021939,0.00022058,0.00021678,0.00021786,0.0255008249493768,117.05143188
1663074000000,2022-09-13 13:00:00,NEAR/BTC,0.00021638,0.00022091,0.00021605,0.0002195,0.00266473,12.14
1663070400000,2022-09-13 12:00:00,NEAR/BTC,0.00022211,0.000241,0.00021398,0.00021697,0.014320170538125399,66.00069382
1663066800000,2022-09-13 11:00:00,NEAR/BTC,0.00022127,0.00022288,0.00022066,0.00022226,0.003256109,14.65
1663063200000,2022-09-13 10:00:00,NEAR/BTC,0.00022184,0.00022241,0.00022036,0.00022109,0.0029007008,13.12
1663059600000,2022-09-13 09:00:00,NEAR/BTC,0.00022554,0.0002261,0.00022075,0.00022199,0.0030790012999999997,13.87
1663056000000,2022-09-13 08:00:00,NEAR/BTC,0.00022566,0.00022813,0.00022442,0.00022561,0.0027434176,12.16
1663052400000,2022-09-13 07:00:00,NEAR/BTC,0.00022375,0.00022594,0.00022256,0.00022579,0.003369823582522,14.9245918
1663048800000,2022-09-13 06:00:00,NEAR/BTC,0.0002219,0.00023277,0.00022089,0.00022299,0.0023324754000000002,10.46
1663045200000,2022-09-13 05:00:00,NEAR/BTC,0.0002242,0.00022802,0.00022132,0.00022166,0.0034041663740772,15.35760342
1663041600000,2022-09-13 04:00:00,NEAR/BTC,0.00022581,0.00022596,0.00022389,0.0002242,0.002934778,13.09
1663038000000,2022-09-13 03:00:00,NEAR/BTC,0.00022568,0.00022658,0.00022356,0.00022553,0.0027965719999999998,12.4
1663034400000,2022-09-13 02:00:00,NEAR/BTC,0.00022342,0.00022562,0.00022292,0.00022551,0.0029722218,13.18
1663030800000,2022-09-13 01:00:00,NEAR/BTC,0.00022529,0.00022572,0.0002222,0.00022329,0.0032711985,14.65
1663027200000,2022-09-13 00:00:00,NEAR/BTC,0.0002271,0.0002271,0.00022232,0.00022508,0.0381019998908556,169.28203257
1663023600000,2022-09-12 23:00:00,NEAR/BTC,0.00022772,0.0002289,0.0002255,0.00022782,0.0031256904,13.72
1663020000000,2022-09-12 22:00:00,NEAR/BTC,0.00022523,0.00022935,0.00022523,0.0002277,0.002759724,12.12
1663016400000,2022-09-12 21:00:00,NEAR/BTC,0.0002252,0.00022584,0.00022429,0.00022511,0.0029174256,12.96
1663012800000,2022-09-12 20:00:00,NEAR/BTC,0.00022309,0.0002257,0.00022237,0.00022525,0.00275706,12.24
1663009200000,2022-09-12 19:00:00,NEAR/BTC,0.00022316,0.00022398,0.000222,0.00022294,0.0027912088,12.52
1663005600000,2022-09-12 18:00:00,NEAR/BTC,0.00022513,0.0002253,0.00022244,0.00022358,0.002716497,12.15
1663002000000,2022-09-12 17:00:00,NEAR/BTC,0.00022277,0.00022485,0.0002224,0.00022485,0.0031546455,14.03
1662998400000,2022-09-12 16:00:00,NEAR/BTC,0.00022627,0.00022705,0.00022245,0.00022339,0.0028035445,12.55
1662994800000,2022-09-12 15:00:00,NEAR/BTC,0.00022767,0.00022794,0.00022568,0.00022687,0.0131856875035816,58.12001368
1662991200000,2022-09-12 14:00:00,NEAR/BTC,0.00023068,0.00023068,0.00022714,0.00022743,0.0031112424,13.68
1662987600000,2022-09-12 13:00:00,NEAR/BTC,0.00023334,0.00023398,0.00023029,0.00023039,0.0030618830999999997,13.29
1662984000000,2022-09-12 12:00:00,NEAR/BTC,0.00023418,0.00023598,0.00023192,0.0002332,0.003075908,13.19
1662980400000,2022-09-12 11:00:00,NEAR/BTC,0.00023408,0.00023632,0.00023146,0.00023386,0.0028039814,11.99
1662976800000,2022-09-12 10:00:00,NEAR/BTC,0.00023422,0.0002373,0.00023278,0.00023423,0.0032136356000000005,13.72
1662973200000,2022-09-12 09:00:00,NEAR/BTC,0.00022979,0.00023558,0.00022886,0.00023404,0.0071129581132468,30.39206167
1662969600000,2022-09-12 08:00:00,NEAR/BTC,0.00021736,0.00022983,0.00021574,0.00022983,0.0032842706999999995,14.29
1662966000000,2022-09-12 07:00:00,NEAR/BTC,0.0002185,0.00021947,0.00021591,0.00021703,0.0023460943,10.81
1662962400000,2022-09-12 06:00:00,NEAR/BTC,0.0002183,0.00021871,0.00021669,0.00021852,0.0030002796,13.73
1662958800000,2022-09-12 05:00:00,NEAR/BTC,0.00022019,0.00022026,0.00021823,0.00021837,0.0028453611,13.03
1662955200000,2022-09-12 04:00:00,NEAR/BTC,0.00021945,0.00022029,0.00021924,0.00021999,0.0030776601000000003,13.99
1662951600000,2022-09-12 03:00:00,NEAR/BTC,0.00022178,0.00022178,0.00021875,0.00021949,0.0026887525,12.25
1662948000000,2022-09-12 02:00:00,NEAR/BTC,0.00022514,0.00022514,0.00022095,0.0002218,0.003269332,14.74
1662944400000,2022-09-12 01:00:00,NEAR/BTC,0.00021973,0.00022515,0.00021963,0.00022499,0.0031521099,14.01
1662940800000,2022-09-12 00:00:00,NEAR/BTC,0.00022353,0.0002248,0.0002199,0.00022016,0.0027674112,12.57
1662937200000,2022-09-11 23:00:00,NEAR/BTC,0.0002245,0.00022728,0.00022384,0.00022428,0.0028909692,12.89
1662933600000,2022-09-11 22:00:00,NEAR/BTC,0.00022263,0.00022546,0.00022221,0.00022452,0.0028693656,12.78
1662930000000,2022-09-11 21:00:00,NEAR/BTC,0.00022334,0.00022381,0.00022063,0.00022277,0.0042800232749364,19.21274532
1662926400000,2022-09-11 20:00:00,NEAR/BTC,0.00022754,0.00022775,0.00022345,0.00022345,0.002663524,11.92
1662922800000,2022-09-11 19:00:00,NEAR/BTC,0.00022861,0.00022879,0.00022738,0.00022738,0.0030105112,13.24
1662919200000,2022-09-11 18:00:00,NEAR/BTC,0.00023045,0.00023052,0.0002281,0.00022847,0.0031688789,13.87
1662915600000,2022-09-11 17:00:00,NEAR/BTC,0.00022916,0.00023219,0.00022847,0.00023128,0.0266061005656432,115.03848394
1662912000000,2022-09-11 16:00:00,NEAR/BTC,0.00022096,0.0002293,0.00022096,0.00022875,0.00310185,13.56
1662908400000,2022-09-11 15:00:00,NEAR/BTC,0.00022063,0.00022224,0.00022012,0.00022117,0.0028420345,12.85
1662904800000,2022-09-11 14:00:00,NEAR/BTC,0.00022004,0.0002207,0.00021932,0.00022063,0.0028130325,12.75
1662901200000,2022-09-11 13:00:00,NEAR/BTC,0.0002182,0.00022085,0.00021684,0.00022013,0.0147353536936981,66.93932537
1662897600000,2022-09-11 12:00:00,NEAR/BTC,0.00021922,0.00021941,0.00021811,0.00021827,0.0026781729,12.27
1662894000000,2022-09-11 11:00:00,NEAR/BTC,0.00022028,0.00022052,0.0002184,0.00021916,0.0030879644,14.09
1662890400000,2022-09-11 10:00:00,NEAR/BTC,0.00021822,0.00022059,0.0002179,0.00022038,0.0033059745295697996,15.00124571
1662886800000,2022-09-11 09:00:00,NEAR/BTC,0.00021804,0.00021844,0.000218,0.00021818,0.002978157,13.65
1662883200000,2022-09-11 08:00:00,NEAR/BTC,0.00021846,0.00021884,0.00021792,0.00021805,0.002956758,13.56
1662879600000,2022-09-11 07:00:00,NEAR/BTC,0.00021846,0.00021901,0.00021766,0.0002189,0.0032222080000000003,14.72
1662876000000,2022-09-11 06:00:00,NEAR/BTC,0.00021896,0.00021896,0.00021634,0.00021874,0.0047851562378126,21.87599999
1662872400000,2022-09-11 05:00:00,NEAR/BTC,0.00021976,0.00021984,0.00021827,0.00021892,0.0032268808,14.74
1662868800000,2022-09-11 04:00:00,NEAR/BTC,0.00021948,0.00021998,0.0002193,0.00021963,0.0026092044,11.88
1662865200000,2022-09-11 03:00:00,NEAR/BTC,0.00021899,0.0002197,0.00021883,0.00021944,0.003006328,13.7
1662861600000,2022-09-11 02:00:00,NEAR/BTC,0.00022087,0.00022165,0.000219,0.000219,0.00279225,12.75
1662858000000,2022-09-11 01:00:00,NEAR/BTC,0.00022194,0.00022268,0.00022075,0.00022075,0.0028763725,13.03
1662854400000,2022-09-11 00:00:00,NEAR/BTC,0.00022249,0.00022381,0.00022159,0.00022222,0.002799972,12.6
1662850800000,2022-09-10 23:00:00,NEAR/BTC,0.00022228,0.00022314,0.00022144,0.00022223,0.0038380993309973,17.27084251
1662847200000,2022-09-10 22:00:00,NEAR/BTC,0.00022289,0.0002238,0.00022186,0.00022221,0.0026954073,12.13
1662843600000,2022-09-10 21:00:00,NEAR/BTC,0.00022319,0.0002237,0.00022125,0.00022295,0.0028247765,12.67
1662840000000,2022-09-10 20:00:00,NEAR/BTC,0.00022149,0.00022408,0.0002208,0.00022358,0.003029509,13.55
1662836400000,2022-09-10 19:00:00,NEAR/BTC,0.00022297,0.00022351,0.00022056,0.00022112,0.0029917536,13.53
1662832800000,2022-09-10 18:00:00,NEAR/BTC,0.00022052,0.0002242,0.00022031,0.00022306,0.0028529373999999995,12.79
1662829200000,2022-09-10 17:00:00,NEAR/BTC,0.00022042,0.00022066,0.00021976,0.00022033,0.003916958746161999,17.7776914
1662825600000,2022-09-10 16:00:00,NEAR/BTC,0.00022064,0.00022217,0.00021994,0.00022028,0.0026896188000000002,12.21
1662822000000,2022-09-10 15:00:00,NEAR/BTC,0.00022047,0.00022109,0.00022011,0.0002206,0.0030575159999999997,13.86
1662818400000,2022-09-10 14:00:00,NEAR/BTC,0.00022085,0.00022165,0.0002204,0.00022046,0.002899049,13.15
1662814800000,2022-09-10 13:00:00,NEAR/BTC,0.00022135,0.00022165,0.00022023,0.00022066,0.0026776321139326,12.13465111
1662811200000,2022-09-10 12:00:00,NEAR/BTC,0.0002219,0.00022283,0.00022053,0.00022124,0.007603130601046401,34.36598536
1662807600000,2022-09-10 11:00:00,NEAR/BTC,0.0002223,0.00022241,0.00022171,0.00022214,0.0029211410000000004,13.15
1662804000000,2022-09-10 10:00:00,NEAR/BTC,0.00022308,0.00022322,0.00022183,0.00022228,0.022083868713384,99.3515778
1662800400000,2022-09-10 09:00:00,NEAR/BTC,0.00022241,0.00022324,0.00022237,0.00022306,0.0029188673936501996,13.08557067
1662796800000,2022-09-10 08:00:00,NEAR/BTC,0.00022215,0.00022369,0.00022164,0.00022226,0.0027189233428492002,12.23307542
1662793200000,2022-09-10 07:00:00,NEAR/BTC,0.00022483,0.00022483,0.00022128,0.00022198,0.0043132448196552,19.43078124
1662789600000,2022-09-10 06:00:00,NEAR/BTC,0.00022276,0.00022584,0.00022272,0.00022512,0.0030436224,13.52
1662786000000,2022-09-10 05:00:00,NEAR/BTC,0.00022264,0.00022279,0.00022132,0.00022279,0.0030767299,13.81
1662782400000,2022-09-10 04:00:00,NEAR/BTC,0.00022487,0.00022641,0.00022255,0.00022296,0.0029564495999999997,13.26
1662778800000,2022-09-10 03:00:00,NEAR/BTC,0.00022703,0.00022729,0.00022448,0.00022487,0.0048013598192424,21.35171352
1662775200000,2022-09-10 02:00:00,NEAR/BTC,0.00022632,0.00022729,0.00022602,0.00022729,0.0029252223,12.87
1662771600000,2022-09-10 01:00:00,NEAR/BTC,0.00022791,0.00022994,0.00022561,0.00022611,0.0029145579,12.89
1662768000000,2022-09-10 00:00:00,NEAR/BTC,0.00022526,0.00023027,0.00022514,0.0002279,0.003154136,13.84
1662764400000,2022-09-09 23:00:00,NEAR/BTC,0.00022514,0.00022841,0.00022421,0.00022548,0.002502828,11.1
1662760800000,2022-09-09 22:00:00,NEAR/BTC,0.00022453,0.0002274,0.00022445,0.00022528,0.0026335232,11.69
1662757200000,2022-09-09 21:00:00,NEAR/BTC,0.00022551,0.00022584,0.00022442,0.00022454,0.0025462835999999997,11.34
