https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume T,Volume USDT
1662746400,2022-09-09 18:00:00,T/USDT,0.03334,0.03351,0.03316,0.03323,22551.2971,751.163002866
1662742800,2022-09-09 17:00:00,T/USDT,0.03349,0.03349,0.03324,0.03324,3033.3523,100.86292975
1662739200,2022-09-09 16:00:00,T/USDT,0.03325,0.03349,0.03325,0.03349,1937.5412,64.784647796
1662735600,2022-09-09 15:00:00,T/USDT,0.03357,0.03357,0.03325,0.03325,26.5916,0.887453228
1662732000,2022-09-09 14:00:00,T/USDT,0.03357,0.03357,0.03347,0.03347,21.8354,0.731366738
1662728400,2022-09-09 13:00:00,T/USDT,0.03363,0.03363,0.03333,0.03357,2567.7884,86.034816831
1662724800,2022-09-09 12:00:00,T/USDT,0.03313,0.03363,0.03313,0.03363,1331.864,44.605515542
1662721200,2022-09-09 11:00:00,T/USDT,0.03337,0.03344,0.03306,0.03328,51771.0234,1718.036125634
1662717600,2022-09-09 10:00:00,T/USDT,0.03326,0.03337,0.03313,0.03313,1010.3382,33.474589591
1662714000,2022-09-09 09:00:00,T/USDT,0.03302,0.03312,0.03302,0.03312,16059.6032,531.289677984
1662710400,2022-09-09 08:00:00,T/USDT,0.033,0.03325,0.033,0.03322,7355.5321,244.198640519
1662706800,2022-09-09 07:00:00,T/USDT,0.03313,0.03313,0.03273,0.03296,3670.7597,120.775108864
1662703200,2022-09-09 06:00:00,T/USDT,0.03325,0.03325,0.03312,0.03325,4673.7891,154.79832402
1662699600,2022-09-09 05:00:00,T/USDT,0.03313,0.0335,0.03304,0.03347,4125.8088,137.329322273
1662696000,2022-09-09 04:00:00,T/USDT,0.0325,0.0331,0.0325,0.03307,10856.297,357.370889438
1662692400,2022-09-09 03:00:00,T/USDT,0.03234,0.0325,0.03234,0.0325,20.0227,0.650115878
1662688800,2022-09-09 02:00:00,T/USDT,0.03236,0.03236,0.03234,0.03234,300.9508,9.738168128
1662685200,2022-09-09 01:00:00,T/USDT,0.03246,0.03246,0.03246,0.03246,261.2216,8.479253136
1662681600,2022-09-09 00:00:00,T/USDT,0.03225,0.03239,0.03225,0.03239,3037.1377,98.112743265
1662678000,2022-09-08 23:00:00,T/USDT,0.03211,0.03227,0.03211,0.03227,278.997,8.998630203
1662674400,2022-09-08 22:00:00,T/USDT,0.03208,0.03208,0.03186,0.03186,16497.768,526.385983218
1662670800,2022-09-08 21:00:00,T/USDT,0.0321,0.0321,0.03184,0.03196,465.1869,14.85932327
1662667200,2022-09-08 20:00:00,T/USDT,0.03196,0.03216,0.03187,0.03187,4502.8187,143.841479179
1662663600,2022-09-08 19:00:00,T/USDT,0.03207,0.0322,0.03177,0.03177,32786.5974,1048.778317301
1662660000,2022-09-08 18:00:00,T/USDT,0.0325,0.041,0.03203,0.03227,1132045.8492,41214.739089412
1662656400,2022-09-08 17:00:00,T/USDT,0.03217,0.03247,0.03164,0.03239,45340.6526,1454.154500784
1662652800,2022-09-08 16:00:00,T/USDT,0.03186,0.0322,0.0314,0.03209,12489.1786,395.867935785
1662649200,2022-09-08 15:00:00,T/USDT,0.03176,0.0319,0.03164,0.0319,1027.9268,32.53234758
1662645600,2022-09-08 14:00:00,T/USDT,0.03176,0.03185,0.03153,0.03153,586.3111,18.493013832
1662642000,2022-09-08 13:00:00,T/USDT,0.03167,0.03167,0.03157,0.03157,7.0186,0.221911082
1662638400,2022-09-08 12:00:00,T/USDT,0.03194,0.03194,0.03148,0.03148,2390.6861,75.773417245
1662634800,2022-09-08 11:00:00,T/USDT,0.03197,0.03204,0.03187,0.03187,15.3517,0.490538271
1662631200,2022-09-08 10:00:00,T/USDT,0.03192,0.03192,0.03192,0.03192,18.0072,0.574789824
1662627600,2022-09-08 09:00:00,T/USDT,0.03187,0.0319,0.03176,0.03176,3003.2953,95.744658728
1662624000,2022-09-08 08:00:00,T/USDT,0.03173,0.03207,0.03173,0.03183,2414.7915,76.847144566
1662620400,2022-09-08 07:00:00,T/USDT,0.03197,0.03197,0.03144,0.03185,4250.4035,134.308234001
1662616800,2022-09-08 06:00:00,T/USDT,0.03214,0.03217,0.03207,0.0321,1017.1746,32.671737796
1662613200,2022-09-08 05:00:00,T/USDT,0.03202,0.03207,0.03183,0.03183,2116.4926,67.720544257
1662609600,2022-09-08 04:00:00,T/USDT,0.03207,0.03207,0.03172,0.0318,5931.5537,188.536810721
1662606000,2022-09-08 03:00:00,T/USDT,0.03205,0.03205,0.03184,0.0319,65.2327,2.08575247
1662602400,2022-09-08 02:00:00,T/USDT,0.03185,0.03217,0.03184,0.03184,986.229,31.566695049
1662598800,2022-09-08 01:00:00,T/USDT,0.03176,0.0322,0.03163,0.03163,2095.5158,66.713907576
1662595200,2022-09-08 00:00:00,T/USDT,0.03174,0.03183,0.03155,0.03155,371.9137,11.826525588
1662591600,2022-09-07 23:00:00,T/USDT,0.03173,0.03173,0.03163,0.03163,631.5338,20.036384084
1662588000,2022-09-07 22:00:00,T/USDT,0.03175,0.03175,0.03145,0.03145,17.3048,0.547086848
1662584400,2022-09-07 21:00:00,T/USDT,0.03155,0.03175,0.03155,0.03175,3.3049,0.104271515
1662580800,2022-09-07 20:00:00,T/USDT,0.03097,0.03187,0.03097,0.03186,15176.3486,479.080588676
1662577200,2022-09-07 19:00:00,T/USDT,0.03097,0.03097,0.03097,0.03097,209.595,6.49115715
1662573600,2022-09-07 18:00:00,T/USDT,0.03097,0.03097,0.03097,0.03097,22.6417,0.701213449
1662570000,2022-09-07 17:00:00,T/USDT,0.03078,0.03094,0.03076,0.03094,1445.7391,44.492060372
1662566400,2022-09-07 16:00:00,T/USDT,0.03077,0.03077,0.03077,0.03077,0,0
1662562800,2022-09-07 15:00:00,T/USDT,0.03092,0.03097,0.03077,0.03077,449.008,13.904323567
1662559200,2022-09-07 14:00:00,T/USDT,0.03071,0.03086,0.03057,0.03086,1135.3514,34.840852599
