https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RUNE,Volume BTC
1663387200,2022-09-17 04:00:00,RUNE/BTC,0.00008801,0.0000881,0.00008793,0.0000881,4.9549,0.000435897654
1663383600,2022-09-17 03:00:00,RUNE/BTC,0.00008793,0.00008795,0.00008778,0.00008792,4.5853,0.000402960915
1663380000,2022-09-17 02:00:00,RUNE/BTC,0.00008773,0.00008801,0.00008773,0.00008788,7.4583,0.000655162172
1663376400,2022-09-17 01:00:00,RUNE/BTC,0.00008729,0.0000875,0.00008724,0.0000875,10.8273,0.000945447203
1663372800,2022-09-17 00:00:00,RUNE/BTC,0.00008727,0.00008753,0.00008727,0.00008734,613.4599,0.053654119972
1663369200,2022-09-16 23:00:00,RUNE/BTC,0.00008696,0.00008722,0.00008696,0.00008707,25.0664,0.002183687165
1663365600,2022-09-16 22:00:00,RUNE/BTC,0.00008699,0.00008703,0.00008685,0.00008694,16.482,0.00143286165
1663362000,2022-09-16 21:00:00,RUNE/BTC,0.00008661,0.00008699,0.00008661,0.00008679,16.2023,0.001405600957
1663358400,2022-09-16 20:00:00,RUNE/BTC,0.00008653,0.00008669,0.0000864,0.00008668,3.0889,0.000267280745
1663354800,2022-09-16 19:00:00,RUNE/BTC,0.00008652,0.00008667,0.00008642,0.0000866,1176.8717,0.101806259706
1663351200,2022-09-16 18:00:00,RUNE/BTC,0.00008666,0.00008674,0.00008641,0.00008647,32.9936,0.002853215715
1663347600,2022-09-16 17:00:00,RUNE/BTC,0.0000866,0.00008699,0.00008658,0.00008659,1014.448,0.088002576738
1663344000,2022-09-16 16:00:00,RUNE/BTC,0.00008687,0.00008687,0.00008641,0.00008661,10.009,0.000866609014
1663340400,2022-09-16 15:00:00,RUNE/BTC,0.00008673,0.00008696,0.00008673,0.00008692,8.6833,0.000754063386
1663336800,2022-09-16 14:00:00,RUNE/BTC,0.00008656,0.00008688,0.00008656,0.00008683,18.4482,0.001601024859
1663333200,2022-09-16 13:00:00,RUNE/BTC,0.00008682,0.0000869,0.00008662,0.00008675,1694.5804,0.147016201101
1663329600,2022-09-16 12:00:00,RUNE/BTC,0.00008719,0.00008719,0.00008688,0.00008704,61.2109,0.005327690501
1663326000,2022-09-16 11:00:00,RUNE/BTC,0.00008675,0.00008709,0.00008667,0.00008695,415.0067,0.036020557086
1663322400,2022-09-16 10:00:00,RUNE/BTC,0.00008658,0.00008682,0.00008648,0.00008679,281.7694,0.024368117931
1663318800,2022-09-16 09:00:00,RUNE/BTC,0.00008634,0.00008657,0.00008634,0.00008645,5.6205,0.000485910529
1663315200,2022-09-16 08:00:00,RUNE/BTC,0.00008709,0.0000871,0.00008628,0.00008628,867.4447,0.074998988429
1663311600,2022-09-16 07:00:00,RUNE/BTC,0.00008723,0.00008742,0.00008718,0.00008727,255.6188,0.022318175529
1663308000,2022-09-16 06:00:00,RUNE/BTC,0.00008729,0.00008739,0.00008716,0.00008726,60.8966,0.005313849013
1663304400,2022-09-16 05:00:00,RUNE/BTC,0.00008725,0.00008757,0.00008725,0.00008746,7.5811,0.00066211769
1663300800,2022-09-16 04:00:00,RUNE/BTC,0.00008728,0.00008755,0.00008725,0.00008729,925.7902,0.08098040925
1663297200,2022-09-16 03:00:00,RUNE/BTC,0.00008679,0.00008705,0.00008679,0.00008703,189.262,0.016430778462
1663293600,2022-09-16 02:00:00,RUNE/BTC,0.00008683,0.00008683,0.00008649,0.00008676,433.8718,0.037605501944
1663290000,2022-09-16 01:00:00,RUNE/BTC,0.00008712,0.00008715,0.00008685,0.0000871,13.6006,0.001182857553
1663286400,2022-09-16 00:00:00,RUNE/BTC,0.00008679,0.00008723,0.00008618,0.00008723,1011.2237,0.088006299661
1663282800,2022-09-15 23:00:00,RUNE/BTC,0.00008647,0.00008671,0.00008645,0.00008665,8.4862,0.000734835502
1663279200,2022-09-15 22:00:00,RUNE/BTC,0.00008681,0.00008681,0.00008646,0.00008653,4.4944,0.000389194628
1663275600,2022-09-15 21:00:00,RUNE/BTC,0.00008714,0.00008714,0.00008662,0.0000867,981.9788,0.085151508096
1663272000,2022-09-15 20:00:00,RUNE/BTC,0.00008692,0.00008704,0.00008684,0.000087,594.1377,0.051642590982
1663268400,2022-09-15 19:00:00,RUNE/BTC,0.0000868,0.00008713,0.00008677,0.00008702,10.7989,0.000939228085
1663264800,2022-09-15 18:00:00,RUNE/BTC,0.00008657,0.000087,0.00008657,0.0000868,258.358,0.022413115932
1663261200,2022-09-15 17:00:00,RUNE/BTC,0.00008659,0.00008672,0.00008652,0.00008671,192.331,0.016676337847
1663257600,2022-09-15 16:00:00,RUNE/BTC,0.00008638,0.00008662,0.00008628,0.00008662,27.651,0.00238977569
1663254000,2022-09-15 15:00:00,RUNE/BTC,0.00008538,0.00008658,0.00008521,0.0000864,4697.5968,0.402884172081
1663250400,2022-09-15 14:00:00,RUNE/BTC,0.00008605,0.00008616,0.00008451,0.00008541,5700.2768,0.48475026849
1663246800,2022-09-15 13:00:00,RUNE/BTC,0.00008653,0.00008653,0.00008592,0.00008605,1280.4292,0.110206810358
1663243200,2022-09-15 12:00:00,RUNE/BTC,0.00008673,0.000087,0.00008654,0.00008655,78.9654,0.006846284382
1663239600,2022-09-15 11:00:00,RUNE/BTC,0.00008602,0.00008669,0.00008602,0.00008668,228.0737,0.019665210086
1663236000,2022-09-15 10:00:00,RUNE/BTC,0.00008754,0.00008786,0.00008577,0.00008603,2372.2094,0.206528039257
1663232400,2022-09-15 09:00:00,RUNE/BTC,0.00008771,0.00008782,0.00008736,0.00008752,10.8217,0.000947896893
1663228800,2022-09-15 08:00:00,RUNE/BTC,0.00008892,0.00008892,0.00008755,0.00008758,335.5548,0.02945626041
1663225200,2022-09-15 07:00:00,RUNE/BTC,0.00008758,0.0000892,0.00008758,0.0000892,2017.1376,0.178133436428
1663221600,2022-09-15 06:00:00,RUNE/BTC,0.000087,0.00008761,0.00008545,0.00008753,3271.003,0.282927871916
1663218000,2022-09-15 05:00:00,RUNE/BTC,0.00008665,0.00008699,0.0000863,0.00008699,281.85,0.024401953461
1663214400,2022-09-15 04:00:00,RUNE/BTC,0.00008716,0.00008721,0.00008668,0.00008672,212.9675,0.018481512682
1663210800,2022-09-15 03:00:00,RUNE/BTC,0.00008736,0.00008739,0.00008711,0.00008722,11475.4227,1.000657555301
1663207200,2022-09-15 02:00:00,RUNE/BTC,0.000088,0.000088,0.0000874,0.00008748,901.5993,0.078956145551
1663203600,2022-09-15 01:00:00,RUNE/BTC,0.00008818,0.00008826,0.00008775,0.00008812,13.0895,0.001153617509
1663200000,2022-09-15 00:00:00,RUNE/BTC,0.00008897,0.00008897,0.00008796,0.00008808,1595.3756,0.141166757371
1663196400,2022-09-14 23:00:00,RUNE/BTC,0.00008918,0.00008918,0.00008885,0.00008904,1938.7469,0.17275237213
1663192800,2022-09-14 22:00:00,RUNE/BTC,0.00008911,0.0000893,0.00008877,0.00008923,5430.3055,0.484386290946
1663189200,2022-09-14 21:00:00,RUNE/BTC,0.00008925,0.00008925,0.00008886,0.00008896,910.8319,0.081104090546
1663185600,2022-09-14 20:00:00,RUNE/BTC,0.00008895,0.0000892,0.00008895,0.00008918,29.7902,0.00265548919
1663182000,2022-09-14 19:00:00,RUNE/BTC,0.00008865,0.0000892,0.00008862,0.00008912,33.037,0.002939659229
1663178400,2022-09-14 18:00:00,RUNE/BTC,0.00008834,0.00008882,0.00008773,0.0000888,2438.6662,0.214931103654
1663174800,2022-09-14 17:00:00,RUNE/BTC,0.00008839,0.00008855,0.0000882,0.0000884,46.5852,0.004116170975
1663171200,2022-09-14 16:00:00,RUNE/BTC,0.00008866,0.00008867,0.00008827,0.00008842,498.0713,0.044069109659
1663167600,2022-09-14 15:00:00,RUNE/BTC,0.00008851,0.00008861,0.0000884,0.00008856,147.1051,0.013012468824
1663164000,2022-09-14 14:00:00,RUNE/BTC,0.00008866,0.00008883,0.00008854,0.00008854,45.1556,0.004008539797
1663160400,2022-09-14 13:00:00,RUNE/BTC,0.00008873,0.00008875,0.00008822,0.00008851,1413.4066,0.124934660819
1663156800,2022-09-14 12:00:00,RUNE/BTC,0.00008864,0.00008896,0.0000881,0.00008875,23.7679,0.002106552324
1663153200,2022-09-14 11:00:00,RUNE/BTC,0.00008873,0.0000889,0.00008871,0.00008885,22.7301,0.002019200623
1663149600,2022-09-14 10:00:00,RUNE/BTC,0.00008852,0.00008873,0.00008835,0.00008873,147.01,0.012988967985
1663146000,2022-09-14 09:00:00,RUNE/BTC,0.00008841,0.00008859,0.00008821,0.00008847,426.2973,0.037701235204
1663142400,2022-09-14 08:00:00,RUNE/BTC,0.00008864,0.00008864,0.00008796,0.00008835,11.7738,0.001039350604
1663138800,2022-09-14 07:00:00,RUNE/BTC,0.00008897,0.00008911,0.00008844,0.00008857,1117.2928,0.098953321667
1663135200,2022-09-14 06:00:00,RUNE/BTC,0.00008921,0.00008922,0.00008887,0.00008896,489.4877,0.043601978206
1663131600,2022-09-14 05:00:00,RUNE/BTC,0.00008928,0.00008945,0.00008924,0.0000893,3.9016,0.000348484753
1663128000,2022-09-14 04:00:00,RUNE/BTC,0.00008895,0.00008947,0.00008891,0.0000893,7.0539,0.000629807498
1663124400,2022-09-14 03:00:00,RUNE/BTC,0.0000888,0.00008918,0.0000888,0.00008901,48.8688,0.00434579662
1663120800,2022-09-14 02:00:00,RUNE/BTC,0.00008865,0.00008874,0.0000882,0.00008862,9.0515,0.000802015592
1663117200,2022-09-14 01:00:00,RUNE/BTC,0.00008844,0.00008862,0.00008831,0.00008862,28.4787,0.002517571189
1663113600,2022-09-14 00:00:00,RUNE/BTC,0.0000882,0.00008835,0.00008808,0.00008824,31.0924,0.00274280547
1663110000,2022-09-13 23:00:00,RUNE/BTC,0.0000881,0.00008814,0.00008783,0.00008814,31.6217,0.002782598787
1663106400,2022-09-13 22:00:00,RUNE/BTC,0.00008867,0.00008867,0.00008822,0.00008825,7.957,0.000703629123
1663102800,2022-09-13 21:00:00,RUNE/BTC,0.00008869,0.0000891,0.00008869,0.00008878,943.3438,0.083805624046
1663099200,2022-09-13 20:00:00,RUNE/BTC,0.00008862,0.00008891,0.00008861,0.00008861,265.2826,0.023534992698
1663095600,2022-09-13 19:00:00,RUNE/BTC,0.00008805,0.0000887,0.00008804,0.00008857,468.1188,0.041457495565
1663092000,2022-09-13 18:00:00,RUNE/BTC,0.00008762,0.00008796,0.00008745,0.00008796,1846.4631,0.162203090007
1663088400,2022-09-13 17:00:00,RUNE/BTC,0.0000875,0.00008787,0.0000875,0.00008773,118.7786,0.01040022301
1663084800,2022-09-13 16:00:00,RUNE/BTC,0.0000872,0.00008774,0.00008711,0.00008761,192.6643,0.01688855489
1663081200,2022-09-13 15:00:00,RUNE/BTC,0.0000863,0.00008702,0.00008623,0.00008702,83.7272,0.007233591342
1663077600,2022-09-13 14:00:00,RUNE/BTC,0.00008585,0.0000863,0.00008575,0.00008624,1195.6117,0.10277372754
1663074000,2022-09-13 13:00:00,RUNE/BTC,0.00008529,0.00008601,0.00008506,0.00008601,311.0732,0.026500863446
1663070400,2022-09-13 12:00:00,RUNE/BTC,0.00008607,0.00008736,0.00008478,0.00008515,13512.21656651,1.1562853392895721
1663066800,2022-09-13 11:00:00,RUNE/BTC,0.00008598,0.00008617,0.00008586,0.00008608,287.2155,0.024729896118
1663063200,2022-09-13 10:00:00,RUNE/BTC,0.00008609,0.00008623,0.00008589,0.00008597,304.1461,0.026153909088
1663059600,2022-09-13 09:00:00,RUNE/BTC,0.00008707,0.00008707,0.00008608,0.00008608,1310.7937,0.112953907359
1663056000,2022-09-13 08:00:00,RUNE/BTC,0.00008738,0.0000874,0.00008682,0.00008708,242.2827,0.021090240093
1663052400,2022-09-13 07:00:00,RUNE/BTC,0.00008677,0.0000875,0.00008662,0.00008739,1227.637,0.107227214854
1663048800,2022-09-13 06:00:00,RUNE/BTC,0.00008699,0.00008742,0.00008683,0.00008701,273.8278,0.023879308562
1663045200,2022-09-13 05:00:00,RUNE/BTC,0.00008727,0.00008739,0.00008705,0.0000871,184.2928,0.016084765657
1663041600,2022-09-13 04:00:00,RUNE/BTC,0.00008737,0.00008746,0.0000872,0.00008728,445.8327,0.038946596816
1663038000,2022-09-13 03:00:00,RUNE/BTC,0.00008703,0.00008754,0.00008679,0.00008747,722.9439,0.063186856701
1663034400,2022-09-13 02:00:00,RUNE/BTC,0.00008647,0.00008714,0.00008647,0.00008706,409.066,0.035584756857
1663030800,2022-09-13 01:00:00,RUNE/BTC,0.00008644,0.0000867,0.00008638,0.00008645,9.0732,0.000785490782
1663027200,2022-09-13 00:00:00,RUNE/BTC,0.00008693,0.00008695,0.00008638,0.00008648,253.0786,0.021946469047
1663023600,2022-09-12 23:00:00,RUNE/BTC,0.0000867,0.00008703,0.0000867,0.00008698,135.6627,0.011796425043
1663020000,2022-09-12 22:00:00,RUNE/BTC,0.00008699,0.00008711,0.00008637,0.0000867,1041.1082,0.090072015347
1663016400,2022-09-12 21:00:00,RUNE/BTC,0.00008864,0.00008865,0.00008662,0.00008662,241.3467,0.021106513045
1663012800,2022-09-12 20:00:00,RUNE/BTC,0.00008933,0.00008935,0.00008847,0.00008847,41.4295,0.003683584327
1663009200,2022-09-12 19:00:00,RUNE/BTC,0.00008912,0.00008927,0.00008895,0.0000892,183.681,0.016383447481
1663005600,2022-09-12 18:00:00,RUNE/BTC,0.00008957,0.00008957,0.00008884,0.00008898,1390.7441,0.123853841944
1663002000,2022-09-12 17:00:00,RUNE/BTC,0.00008954,0.00008968,0.00008926,0.00008968,436.4477,0.039042535849
1662998400,2022-09-12 16:00:00,RUNE/BTC,0.00009054,0.00009054,0.0000892,0.00008944,4443.8305,0.398809673276
1662994800,2022-09-12 15:00:00,RUNE/BTC,0.00009172,0.00009182,0.00009067,0.00009067,988.1913,0.090229344727
1662991200,2022-09-12 14:00:00,RUNE/BTC,0.0000924,0.00009256,0.00009171,0.00009203,790.5469,0.072760223739
1662987600,2022-09-12 13:00:00,RUNE/BTC,0.00009259,0.00009259,0.00009228,0.00009249,280.3765,0.025928784951
1662984000,2022-09-12 12:00:00,RUNE/BTC,0.00009286,0.00009293,0.00009247,0.0000926,303.8936,0.028128506518
1662980400,2022-09-12 11:00:00,RUNE/BTC,0.0000935,0.00009378,0.00009288,0.00009297,72.6832,0.006792412151
1662976800,2022-09-12 10:00:00,RUNE/BTC,0.00009308,0.00009356,0.00009276,0.00009354,446.8538,0.041561216793
1662973200,2022-09-12 09:00:00,RUNE/BTC,0.00009277,0.00009314,0.00009245,0.00009312,92.1057,0.008553470464
1662969600,2022-09-12 08:00:00,RUNE/BTC,0.0000918,0.0000927,0.00009142,0.0000927,220.6647,0.020240830955
1662966000,2022-09-12 07:00:00,RUNE/BTC,0.00009198,0.00009199,0.00009155,0.00009161,8.5422,0.000783584936
1662962400,2022-09-12 06:00:00,RUNE/BTC,0.00009193,0.00009199,0.00009181,0.00009199,441.7041,0.040570388101
1662958800,2022-09-12 05:00:00,RUNE/BTC,0.00009205,0.00009205,0.00009166,0.00009181,12.2532,0.001125023489
1662955200,2022-09-12 04:00:00,RUNE/BTC,0.000092,0.00009225,0.00009188,0.000092,185.85,0.017086993554
1662951600,2022-09-12 03:00:00,RUNE/BTC,0.00009187,0.00009211,0.00009152,0.00009195,981.4057,0.090216433086
1662948000,2022-09-12 02:00:00,RUNE/BTC,0.00009246,0.00009246,0.00009173,0.00009191,276.6449,0.025416395814
1662944400,2022-09-12 01:00:00,RUNE/BTC,0.00009141,0.00009268,0.00009138,0.00009268,1471.1246,0.134915755162
1662940800,2022-09-12 00:00:00,RUNE/BTC,0.00009197,0.00009197,0.00009117,0.00009154,1656.4631,0.1518959235
1662937200,2022-09-11 23:00:00,RUNE/BTC,0.00009201,0.00009233,0.00009201,0.00009217,174.6538,0.016098133127
1662933600,2022-09-11 22:00:00,RUNE/BTC,0.00009193,0.0000923,0.0000918,0.00009219,435.0052,0.040018538472
1662930000,2022-09-11 21:00:00,RUNE/BTC,0.00009262,0.00009262,0.00009183,0.00009199,1022.8292,0.094250504247
1662926400,2022-09-11 20:00:00,RUNE/BTC,0.00009295,0.00009295,0.00009252,0.00009266,1394.7429,0.129440984101
1662922800,2022-09-11 19:00:00,RUNE/BTC,0.00009304,0.00009313,0.00009286,0.00009286,21.3629,0.00198498629
1662919200,2022-09-11 18:00:00,RUNE/BTC,0.00009329,0.00009339,0.00009315,0.00009315,50.09,0.004670985306
1662915600,2022-09-11 17:00:00,RUNE/BTC,0.00009386,0.00009402,0.00009354,0.00009356,13.5135,0.001266987506
1662912000,2022-09-11 16:00:00,RUNE/BTC,0.0000933,0.00009392,0.0000933,0.00009378,34.5606,0.003236639018
1662908400,2022-09-11 15:00:00,RUNE/BTC,0.0000932,0.00009342,0.00009317,0.00009324,385.6246,0.035945837533
1662904800,2022-09-11 14:00:00,RUNE/BTC,0.00009335,0.00009338,0.00009304,0.00009333,7.0162,0.000654295579
1662901200,2022-09-11 13:00:00,RUNE/BTC,0.00009336,0.00009336,0.00009307,0.00009319,621.6049,0.057875650545
1662897600,2022-09-11 12:00:00,RUNE/BTC,0.00009358,0.00009358,0.00009328,0.00009339,137.2839,0.012807959324
1662894000,2022-09-11 11:00:00,RUNE/BTC,0.00009325,0.0000935,0.00009318,0.00009335,484.1081,0.04517412201
1662890400,2022-09-11 10:00:00,RUNE/BTC,0.00009297,0.00009325,0.00009294,0.00009325,28.7283,0.002670800295
1662886800,2022-09-11 09:00:00,RUNE/BTC,0.00009292,0.00009302,0.00009279,0.00009284,36.4501,0.003384496977
1662883200,2022-09-11 08:00:00,RUNE/BTC,0.00009297,0.00009304,0.00009276,0.0000929,13.2925,0.001234251333
1662879600,2022-09-11 07:00:00,RUNE/BTC,0.00009288,0.00009318,0.00009288,0.00009317,21.5196,0.002001208309
1662876000,2022-09-11 06:00:00,RUNE/BTC,0.00009319,0.00009322,0.00009263,0.0000929,556.6163,0.051716493845
1662872400,2022-09-11 05:00:00,RUNE/BTC,0.00009378,0.00009378,0.00009312,0.00009321,58.0778,0.005419521076
1662868800,2022-09-11 04:00:00,RUNE/BTC,0.00009393,0.00009396,0.00009377,0.00009382,11.1622,0.001047971901
1662865200,2022-09-11 03:00:00,RUNE/BTC,0.00009425,0.00009425,0.00009396,0.00009397,38.5241,0.003623391164
1662861600,2022-09-11 02:00:00,RUNE/BTC,0.00009398,0.00009417,0.00009387,0.00009404,12.531,0.001178022155
1662858000,2022-09-11 01:00:00,RUNE/BTC,0.00009424,0.00009436,0.00009387,0.00009411,717.7313,0.067573395533
1662854400,2022-09-11 00:00:00,RUNE/BTC,0.0000938,0.00009435,0.0000938,0.00009427,99.12,0.009327589299
1662850800,2022-09-10 23:00:00,RUNE/BTC,0.00009393,0.00009409,0.00009371,0.00009387,1787.1093,0.167950026676
1662847200,2022-09-10 22:00:00,RUNE/BTC,0.00009355,0.00009401,0.00009344,0.00009386,6.1135,0.00057244524
1662843600,2022-09-10 21:00:00,RUNE/BTC,0.00009387,0.00009411,0.00009355,0.00009355,32.7655,0.003075290609
1662840000,2022-09-10 20:00:00,RUNE/BTC,0.00009366,0.00009398,0.00009352,0.00009398,276.7563,0.025924015503
1662836400,2022-09-10 19:00:00,RUNE/BTC,0.00009385,0.00009398,0.0000936,0.0000937,23.2809,0.002184842196
1662832800,2022-09-10 18:00:00,RUNE/BTC,0.00009359,0.00009387,0.00009359,0.00009384,9.3516,0.00087664822
1662829200,2022-09-10 17:00:00,RUNE/BTC,0.00009358,0.00009364,0.00009338,0.00009357,227.6557,0.021315899622
1662825600,2022-09-10 16:00:00,RUNE/BTC,0.00009329,0.00009368,0.00009329,0.00009365,10.1626,0.000950446617
1662822000,2022-09-10 15:00:00,RUNE/BTC,0.0000934,0.0000936,0.00009339,0.00009339,8.0811,0.000755234352
1662818400,2022-09-10 14:00:00,RUNE/BTC,0.00009345,0.00009353,0.00009332,0.00009346,10.5922,0.000989618727
1662814800,2022-09-10 13:00:00,RUNE/BTC,0.0000941,0.0000941,0.00009325,0.00009325,459.5117,0.042950995103
1662811200,2022-09-10 12:00:00,RUNE/BTC,0.00009398,0.00009427,0.00009383,0.00009409,19.0922,0.001796434473
1662807600,2022-09-10 11:00:00,RUNE/BTC,0.00009374,0.00009394,0.00009373,0.0000939,20.0953,0.001886020822
1662804000,2022-09-10 10:00:00,RUNE/BTC,0.00009401,0.00009411,0.00009364,0.00009383,448.795,0.042223028934
1662800400,2022-09-10 09:00:00,RUNE/BTC,0.00009398,0.0000942,0.00009397,0.00009406,544.2561,0.051229634097
1662796800,2022-09-10 08:00:00,RUNE/BTC,0.00009396,0.00009403,0.00009362,0.00009387,894.5971,0.083857176103
1662793200,2022-09-10 07:00:00,RUNE/BTC,0.00009468,0.00009486,0.00009355,0.00009355,959.6629,0.090824639836
1662789600,2022-09-10 06:00:00,RUNE/BTC,0.00009392,0.00009469,0.00009385,0.00009442,154.3703,0.014541648808
1662786000,2022-09-10 05:00:00,RUNE/BTC,0.0000938,0.0000938,0.00009333,0.00009357,2317.805,0.216655414075
1662782400,2022-09-10 04:00:00,RUNE/BTC,0.00009466,0.00009487,0.0000939,0.00009398,204.4058,0.019264641706
1662778800,2022-09-10 03:00:00,RUNE/BTC,0.00009487,0.00009534,0.00009464,0.00009465,718.0001,0.068391364293
1662775200,2022-09-10 02:00:00,RUNE/BTC,0.00009464,0.00009476,0.00009448,0.00009453,8.4777,0.000802483987
1662771600,2022-09-10 01:00:00,RUNE/BTC,0.00009441,0.00009486,0.00009437,0.0000944,49.0093,0.004636037139
1662768000,2022-09-10 00:00:00,RUNE/BTC,0.0000939,0.00009441,0.00009382,0.00009441,23.8714,0.002246764455
1662764400,2022-09-09 23:00:00,RUNE/BTC,0.00009432,0.00009433,0.00009355,0.00009389,28.1101,0.002639036619
1662760800,2022-09-09 22:00:00,RUNE/BTC,0.00009417,0.0000944,0.00009411,0.0000942,275.369,0.025974975611
1662757200,2022-09-09 21:00:00,RUNE/BTC,0.00009449,0.00009454,0.00009398,0.00009398,508.8554,0.047985697525
1662753600,2022-09-09 20:00:00,RUNE/BTC,0.00009403,0.00009455,0.00009403,0.00009454,515.628,0.048534039031
1662750000,2022-09-09 19:00:00,RUNE/BTC,0.00009371,0.00009427,0.00009364,0.00009427,100.8873,0.009488784508
1662746400,2022-09-09 18:00:00,RUNE/BTC,0.00009345,0.00009374,0.0000934,0.00009361,844.3609,0.079118089645
1662742800,2022-09-09 17:00:00,RUNE/BTC,0.00009404,0.00009404,0.00009326,0.00009326,269.6449,0.025241204028
1662739200,2022-09-09 16:00:00,RUNE/BTC,0.00009442,0.00009442,0.00009371,0.00009413,2388.5845,0.224318541957
1662735600,2022-09-09 15:00:00,RUNE/BTC,0.0000951,0.00009524,0.00009441,0.00009441,1141.9671,0.108542808891
1662732000,2022-09-09 14:00:00,RUNE/BTC,0.00009484,0.00009532,0.00009475,0.00009509,1281.6159,0.121985703989
1662728400,2022-09-09 13:00:00,RUNE/BTC,0.00009472,0.0000949,0.00009419,0.00009485,510.6793,0.048162918298
1662724800,2022-09-09 12:00:00,RUNE/BTC,0.0000939,0.00009547,0.0000939,0.000095,6394.6016,0.602908151757
1662721200,2022-09-09 11:00:00,RUNE/BTC,0.00009328,0.00009404,0.00009328,0.00009394,528.6335,0.049652167554
1662717600,2022-09-09 10:00:00,RUNE/BTC,0.00009391,0.00009424,0.00009321,0.00009331,2518.1805,0.235877342152
1662714000,2022-09-09 09:00:00,RUNE/BTC,0.00009432,0.00009432,0.00009364,0.00009384,430.0476,0.040458078958
1662710400,2022-09-09 08:00:00,RUNE/BTC,0.00009398,0.00009464,0.00009383,0.00009434,3688.9903,0.347874054049
1662706800,2022-09-09 07:00:00,RUNE/BTC,0.00009379,0.00009764,0.00009362,0.00009381,40902.802,3.847071249509
1662703200,2022-09-09 06:00:00,RUNE/BTC,0.00009435,0.00009435,0.00009355,0.00009392,1043.1706,0.097929469789
1662699600,2022-09-09 05:00:00,RUNE/BTC,0.00009462,0.00009479,0.00009383,0.00009413,2379.5999,0.224120895721
1662696000,2022-09-09 04:00:00,RUNE/BTC,0.00009581,0.00009581,0.0000947,0.0000947,1724.4111,0.163853933039
1662692400,2022-09-09 03:00:00,RUNE/BTC,0.00009625,0.0000963,0.00009555,0.00009593,348.3252,0.033385776085
1662688800,2022-09-09 02:00:00,RUNE/BTC,0.00009618,0.00009634,0.000096,0.00009603,6.7924,0.000652945379
1662685200,2022-09-09 01:00:00,RUNE/BTC,0.00009632,0.00009654,0.00009611,0.00009622,42.9765,0.004142045302
1662681600,2022-09-09 00:00:00,RUNE/BTC,0.00009545,0.00009619,0.00009545,0.00009619,287.3528,0.027565236632
1662678000,2022-09-08 23:00:00,RUNE/BTC,0.0000952,0.00009542,0.000095,0.00009541,172.8968,0.016437080718
1662674400,2022-09-08 22:00:00,RUNE/BTC,0.00009553,0.00009564,0.00009526,0.0000953,29.0698,0.002777325437
