https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DEXE,Volume BTC
1663167600,2022-09-14 15:00:00,DEXE/BTC,0.0001512,0.0001516,0.0001512,0.0001516,64.5301,0.00977514634
1663164000,2022-09-14 14:00:00,DEXE/BTC,0.0001495,0.0001495,0.0001495,0.0001495,0,0
1663160400,2022-09-14 13:00:00,DEXE/BTC,0.0001495,0.0001495,0.0001495,0.0001495,0,0
1663156800,2022-09-14 12:00:00,DEXE/BTC,0.0001495,0.0001495,0.0001495,0.0001495,11.7072,0.0017502264
1663153200,2022-09-14 11:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,0,0
1663149600,2022-09-14 10:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,0,0
1663146000,2022-09-14 09:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,0,0
1663142400,2022-09-14 08:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,0,0
1663138800,2022-09-14 07:00:00,DEXE/BTC,0.0001519,0.000152,0.0001519,0.000152,3.97,0.0006034385
1663135200,2022-09-14 06:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,0,0
1663131600,2022-09-14 05:00:00,DEXE/BTC,0.0001512,0.000152,0.0001512,0.000152,19.293,0.0029243725
1663128000,2022-09-14 04:00:00,DEXE/BTC,0.0001508,0.0001508,0.0001508,0.0001508,0.015,0.000002262
1663124400,2022-09-14 03:00:00,DEXE/BTC,0.0001503,0.0001503,0.000149,0.000149,11.8259,0.00176791288
1663120800,2022-09-14 02:00:00,DEXE/BTC,0.0001503,0.0001503,0.0001503,0.0001503,11.4101,0.00171493803
1663117200,2022-09-14 01:00:00,DEXE/BTC,0.0001503,0.0001503,0.0001503,0.0001503,0,0
1663113600,2022-09-14 00:00:00,DEXE/BTC,0.0001503,0.0001503,0.0001503,0.0001503,0,0
1663110000,2022-09-13 23:00:00,DEXE/BTC,0.0001518,0.0001518,0.0001503,0.0001503,11.8259,0.00178554662
1663106400,2022-09-13 22:00:00,DEXE/BTC,0.0001518,0.0001518,0.0001518,0.0001518,11.5298,0.00175022364
1663102800,2022-09-13 21:00:00,DEXE/BTC,0.0001528,0.0001528,0.0001528,0.0001528,11.5299,0.00176176872
1663099200,2022-09-13 20:00:00,DEXE/BTC,0.0001519,0.0001519,0.0001518,0.0001518,21.711,0.00329674791
1663095600,2022-09-13 19:00:00,DEXE/BTC,0.000152,0.0001528,0.000152,0.0001528,11.53,0.00176178392
1663092000,2022-09-13 18:00:00,DEXE/BTC,0.0001512,0.000152,0.0001512,0.000152,23.2509,0.0035259733
1663088400,2022-09-13 17:00:00,DEXE/BTC,0.0001505,0.0001505,0.0001505,0.0001505,11.7073,0.00176194865
1663084800,2022-09-13 16:00:00,DEXE/BTC,0.0001489,0.0001498,0.0001489,0.0001498,11.7775,0.00176425592
1663081200,2022-09-13 15:00:00,DEXE/BTC,0.000149,0.000149,0.000149,0.000149,0,0
1663077600,2022-09-13 14:00:00,DEXE/BTC,0.0001468,0.000149,0.0001468,0.000149,30.0374,0.00444084545
1663074000,2022-09-13 13:00:00,DEXE/BTC,0.0001451,0.0001461,0.0001451,0.0001461,24.1246,0.00351254176
1663070400,2022-09-13 12:00:00,DEXE/BTC,0.0001482,0.000149,0.0001458,0.000149,58.3858,0.00858809333
1663066800,2022-09-13 11:00:00,DEXE/BTC,0.0001518,0.0001518,0.0001473,0.0001473,70.1237,0.01050233112
1663063200,2022-09-13 10:00:00,DEXE/BTC,0.0001498,0.0001535,0.0001498,0.0001525,90.582,0.01374153827
1663059600,2022-09-13 09:00:00,DEXE/BTC,0.0001488,0.0001488,0.0001488,0.0001488,11.7624,0.00175024512
1663056000,2022-09-13 08:00:00,DEXE/BTC,0.0001503,0.0001503,0.0001495,0.0001495,23.3523,0.00350048485
1663052400,2022-09-13 07:00:00,DEXE/BTC,0.0001498,0.0001514,0.0001498,0.0001514,90.3576,0.01364005137
1663048800,2022-09-13 06:00:00,DEXE/BTC,0.0001476,0.0001498,0.0001476,0.000148,66.6916,0.00991327401
1663045200,2022-09-13 05:00:00,DEXE/BTC,0.0001476,0.0001476,0.0001476,0.0001476,4.3,0.00063468
1663041600,2022-09-13 04:00:00,DEXE/BTC,0.0001468,0.0001468,0.0001468,0.0001468,0,0
1663038000,2022-09-13 03:00:00,DEXE/BTC,0.000146,0.0001468,0.000146,0.0001468,33.4488,0.00489433455
1663034400,2022-09-13 02:00:00,DEXE/BTC,0.0001447,0.0001447,0.0001447,0.0001447,0,0
1663030800,2022-09-13 01:00:00,DEXE/BTC,0.0001447,0.0001447,0.0001447,0.0001447,0,0
1663027200,2022-09-13 00:00:00,DEXE/BTC,0.0001447,0.0001447,0.0001447,0.0001447,1.4218,0.00020573446
1663023600,2022-09-12 23:00:00,DEXE/BTC,0.0001451,0.0001451,0.0001451,0.0001451,0,0
1663020000,2022-09-12 22:00:00,DEXE/BTC,0.0001451,0.0001451,0.0001451,0.0001451,0,0
1663016400,2022-09-12 21:00:00,DEXE/BTC,0.0001458,0.0001458,0.0001451,0.0001451,25.717,0.0037405999
1663012800,2022-09-12 20:00:00,DEXE/BTC,0.0001447,0.0001473,0.0001447,0.0001473,65.5494,0.00957972261
1663009200,2022-09-12 19:00:00,DEXE/BTC,0.0001437,0.0001437,0.0001437,0.0001437,12.1798,0.00175023726
1663005600,2022-09-12 18:00:00,DEXE/BTC,0.0001438,0.0001438,0.0001438,0.0001438,3.8829,0.00055836102
1663002000,2022-09-12 17:00:00,DEXE/BTC,0.0001447,0.0001449,0.0001447,0.0001449,17.4798,0.00253038704
1662998400,2022-09-12 16:00:00,DEXE/BTC,0.0001451,0.0001451,0.000143,0.0001436,101.3596,0.01458513049
1662994800,2022-09-12 15:00:00,DEXE/BTC,0.0001462,0.0001462,0.0001451,0.0001457,94.298,0.01373853585
1662991200,2022-09-12 14:00:00,DEXE/BTC,0.0001463,0.0001463,0.0001463,0.0001463,11.196,0.0016379748
1662987600,2022-09-12 13:00:00,DEXE/BTC,0.0001462,0.0001462,0.0001462,0.0001462,0,0
1662984000,2022-09-12 12:00:00,DEXE/BTC,0.0001476,0.0001488,0.0001462,0.0001462,14.9447,0.00221178378
1662980400,2022-09-12 11:00:00,DEXE/BTC,0.0001475,0.0001476,0.0001475,0.0001476,21.6,0.00318719359
1662976800,2022-09-12 10:00:00,DEXE/BTC,0.0001473,0.0001473,0.0001462,0.0001468,36.0591,0.00528637217
1662973200,2022-09-12 09:00:00,DEXE/BTC,0.0001473,0.0001473,0.0001473,0.0001473,0,0
1662969600,2022-09-12 08:00:00,DEXE/BTC,0.0001473,0.0001473,0.0001473,0.0001473,11.882,0.0017502186
1662966000,2022-09-12 07:00:00,DEXE/BTC,0.0001474,0.0001474,0.0001474,0.0001474,9.6537,0.00142295538
1662962400,2022-09-12 06:00:00,DEXE/BTC,0.0001498,0.0001498,0.0001498,0.0001498,0,0
1662958800,2022-09-12 05:00:00,DEXE/BTC,0.0001498,0.0001498,0.0001498,0.0001498,1.6616,0.00024890768
1662955200,2022-09-12 04:00:00,DEXE/BTC,0.0001499,0.0001499,0.0001499,0.0001499,0,0
1662951600,2022-09-12 03:00:00,DEXE/BTC,0.0001483,0.0001499,0.0001483,0.0001499,24.4962,0.00365506835
1662948000,2022-09-12 02:00:00,DEXE/BTC,0.0001482,0.0001483,0.0001482,0.0001483,21.5357,0.00319277894
1662944400,2022-09-12 01:00:00,DEXE/BTC,0.0001495,0.0001495,0.000147,0.000147,57.6348,0.00854878159
1662940800,2022-09-12 00:00:00,DEXE/BTC,0.0001513,0.0001513,0.0001513,0.0001513,0,0
1662937200,2022-09-11 23:00:00,DEXE/BTC,0.0001499,0.0001513,0.0001499,0.0001513,5.5252,0.00083103882
1662933600,2022-09-11 22:00:00,DEXE/BTC,0.0001502,0.0001502,0.0001502,0.0001502,1.0487,0.00015751474
1662930000,2022-09-11 21:00:00,DEXE/BTC,0.0001536,0.0001536,0.0001507,0.0001507,55.3039,0.00837126741
1662926400,2022-09-11 20:00:00,DEXE/BTC,0.0001533,0.0001533,0.0001533,0.0001533,0,0
1662922800,2022-09-11 19:00:00,DEXE/BTC,0.0001533,0.0001533,0.0001533,0.0001533,0,0
1662919200,2022-09-11 18:00:00,DEXE/BTC,0.0001536,0.0001536,0.0001533,0.0001533,23.1112,0.00354679232
1662915600,2022-09-11 17:00:00,DEXE/BTC,0.0001558,0.000159,0.0001533,0.0001533,158.0622,0.02470715089
1662912000,2022-09-11 16:00:00,DEXE/BTC,0.0001543,0.0001543,0.0001543,0.0001543,11.4171,0.00176165853
1662908400,2022-09-11 15:00:00,DEXE/BTC,0.0001535,0.0001543,0.0001525,0.0001525,46.8945,0.00720891549
1662904800,2022-09-11 14:00:00,DEXE/BTC,0.0001525,0.0001525,0.0001525,0.0001525,0,0
1662901200,2022-09-11 13:00:00,DEXE/BTC,0.0001526,0.0001526,0.0001525,0.0001525,21.0904,0.00321724734
1662897600,2022-09-11 12:00:00,DEXE/BTC,0.0001521,0.000155,0.0001521,0.0001533,45.8562,0.00703768518
1662894000,2022-09-11 11:00:00,DEXE/BTC,0.0001518,0.0001518,0.0001518,0.0001518,0,0
1662890400,2022-09-11 10:00:00,DEXE/BTC,0.0001533,0.0001533,0.0001518,0.0001518,32.3464,0.00491915151
1662886800,2022-09-11 09:00:00,DEXE/BTC,0.0001534,0.0001534,0.0001533,0.0001533,11.4618,0.00175709842
1662883200,2022-09-11 08:00:00,DEXE/BTC,0.0001541,0.000155,0.0001541,0.000155,11.9383,0.00184992064
1662879600,2022-09-11 07:00:00,DEXE/BTC,0.0001543,0.0001543,0.0001543,0.0001543,0,0
1662876000,2022-09-11 06:00:00,DEXE/BTC,0.0001535,0.0001543,0.0001535,0.0001543,24.3566,0.00374745178
1662872400,2022-09-11 05:00:00,DEXE/BTC,0.0001512,0.0001534,0.0001512,0.0001534,19.3766,0.00295438667
1662868800,2022-09-11 04:00:00,DEXE/BTC,0.0001515,0.0001515,0.0001497,0.0001497,10.5614,0.00158346563
1662865200,2022-09-11 03:00:00,DEXE/BTC,0.0001505,0.0001505,0.0001505,0.0001505,0,0
1662861600,2022-09-11 02:00:00,DEXE/BTC,0.0001505,0.0001505,0.0001505,0.0001505,0,0
1662858000,2022-09-11 01:00:00,DEXE/BTC,0.0001505,0.0001505,0.0001505,0.0001505,0,0
1662854400,2022-09-11 00:00:00,DEXE/BTC,0.0001505,0.0001505,0.0001505,0.0001505,0,0
1662850800,2022-09-10 23:00:00,DEXE/BTC,0.0001505,0.0001505,0.0001505,0.0001505,0,0
1662847200,2022-09-10 22:00:00,DEXE/BTC,0.0001497,0.0001505,0.0001497,0.0001505,17.0223,0.00256025415
1662843600,2022-09-10 21:00:00,DEXE/BTC,0.0001492,0.0001499,0.0001489,0.0001499,15.2786,0.00228513024
1662840000,2022-09-10 20:00:00,DEXE/BTC,0.0001501,0.0001501,0.0001501,0.0001501,0.0918,0.00001377918
1662836400,2022-09-10 19:00:00,DEXE/BTC,0.0001501,0.0001501,0.0001495,0.0001495,31.2992,0.00468833554
1662832800,2022-09-10 18:00:00,DEXE/BTC,0.0001501,0.0001501,0.0001501,0.0001501,0,0
1662829200,2022-09-10 17:00:00,DEXE/BTC,0.0001501,0.0001501,0.0001501,0.0001501,0,0
1662825600,2022-09-10 16:00:00,DEXE/BTC,0.0001501,0.0001501,0.0001501,0.0001501,1.608,0.0002413608
1662822000,2022-09-10 15:00:00,DEXE/BTC,0.0001525,0.0001525,0.0001525,0.0001525,1.9557,0.00029824425
1662818400,2022-09-10 14:00:00,DEXE/BTC,0.0001503,0.0001503,0.0001503,0.0001503,0,0
1662814800,2022-09-10 13:00:00,DEXE/BTC,0.0001504,0.0001504,0.0001503,0.0001503,19.1147,0.00287391965
1662811200,2022-09-10 12:00:00,DEXE/BTC,0.0001518,0.0001518,0.0001503,0.0001506,16.3373,0.00246434585
1662807600,2022-09-10 11:00:00,DEXE/BTC,0.000152,0.000152,0.000152,0.000152,0,0
1662804000,2022-09-10 10:00:00,DEXE/BTC,0.0001518,0.000152,0.0001518,0.000152,12.8261,0.0019472632
1662800400,2022-09-10 09:00:00,DEXE/BTC,0.0001531,0.0001531,0.0001531,0.0001531,5.2999,0.00081141469
1662796800,2022-09-10 08:00:00,DEXE/BTC,0.0001505,0.0001528,0.0001503,0.0001528,45.0818,0.00684407485
1662793200,2022-09-10 07:00:00,DEXE/BTC,0.0001517,0.0001517,0.0001517,0.0001517,0,0
1662789600,2022-09-10 06:00:00,DEXE/BTC,0.000151,0.0001517,0.0001503,0.0001517,6.2728,0.00094465383
1662786000,2022-09-10 05:00:00,DEXE/BTC,0.0001518,0.0001518,0.000151,0.000151,44.3208,0.00671014472
1662782400,2022-09-10 04:00:00,DEXE/BTC,0.0001526,0.0001526,0.0001525,0.0001525,21.1401,0.00322483156
1662778800,2022-09-10 03:00:00,DEXE/BTC,0.0001543,0.0001543,0.0001543,0.0001543,0,0
1662775200,2022-09-10 02:00:00,DEXE/BTC,0.0001541,0.0001543,0.0001541,0.0001543,4.2605,0.00065731053
1662771600,2022-09-10 01:00:00,DEXE/BTC,0.0001535,0.0001535,0.0001535,0.0001535,0,0
1662768000,2022-09-10 00:00:00,DEXE/BTC,0.000152,0.0001535,0.000152,0.0001535,34.5979,0.00528532022
1662764400,2022-09-09 23:00:00,DEXE/BTC,0.000151,0.000151,0.000151,0.000151,0.078,0.000011778
1662760800,2022-09-09 22:00:00,DEXE/BTC,0.0001523,0.0001558,0.000151,0.000151,317.5289,0.04923526791
1662757200,2022-09-09 21:00:00,DEXE/BTC,0.0001518,0.0001518,0.0001518,0.0001518,0,0
1662753600,2022-09-09 20:00:00,DEXE/BTC,0.0001525,0.0001525,0.0001518,0.0001518,23.0068,0.00350046614
1662750000,2022-09-09 19:00:00,DEXE/BTC,0.000152,0.000155,0.000152,0.0001533,102.1186,0.0156733591
1662746400,2022-09-09 18:00:00,DEXE/BTC,0.0001513,0.0001513,0.0001513,0.0001513,0,0
1662742800,2022-09-09 17:00:00,DEXE/BTC,0.0001513,0.0001513,0.0001513,0.0001513,0,0
1662739200,2022-09-09 16:00:00,DEXE/BTC,0.0001513,0.0001513,0.0001513,0.0001513,0.015,0.0000022695
1662735600,2022-09-09 15:00:00,DEXE/BTC,0.0001533,0.0001533,0.000151,0.000151,53.5695,0.00811471735
1662732000,2022-09-09 14:00:00,DEXE/BTC,0.000154,0.0001549,0.0001533,0.0001533,20.5135,0.00315117044
1662728400,2022-09-09 13:00:00,DEXE/BTC,0.0001548,0.0001558,0.0001518,0.000154,158.402,0.02435571813
1662724800,2022-09-09 12:00:00,DEXE/BTC,0.0001533,0.0001606,0.0001533,0.0001548,211.2445,0.03318494711
1662721200,2022-09-09 11:00:00,DEXE/BTC,0.0001533,0.0001533,0.0001533,0.0001533,6.1172,0.00093776676
1662717600,2022-09-09 10:00:00,DEXE/BTC,0.0001566,0.0001566,0.0001533,0.0001533,50.4745,0.00782565489
1662714000,2022-09-09 09:00:00,DEXE/BTC,0.0001558,0.0001558,0.0001558,0.0001558,11.3064,0.00176153712
1662710400,2022-09-09 08:00:00,DEXE/BTC,0.0001557,0.0001557,0.0001556,0.0001556,16.468,0.00256294277
1662706800,2022-09-09 07:00:00,DEXE/BTC,0.0001548,0.0001548,0.0001546,0.0001546,27.2,0.00420738128
1662703200,2022-09-09 06:00:00,DEXE/BTC,0.0001564,0.0001564,0.0001556,0.0001556,22.4391,0.0035004766
1662699600,2022-09-09 05:00:00,DEXE/BTC,0.0001559,0.0001577,0.0001548,0.0001577,105.4906,0.0164643191
1662696000,2022-09-09 04:00:00,DEXE/BTC,0.0001579,0.0001579,0.0001564,0.0001564,30.5384,0.00479631444
1662692400,2022-09-09 03:00:00,DEXE/BTC,0.0001595,0.0001595,0.0001579,0.0001579,25.0496,0.00398186491
1662688800,2022-09-09 02:00:00,DEXE/BTC,0.00016,0.00016,0.00016,0.00016,0,0
1662685200,2022-09-09 01:00:00,DEXE/BTC,0.00016,0.00016,0.00016,0.00016,0.015,0.0000024
1662681600,2022-09-09 00:00:00,DEXE/BTC,0.0001597,0.0001614,0.0001595,0.0001614,44.3062,0.00711638095
1662678000,2022-09-08 23:00:00,DEXE/BTC,0.0001603,0.0001603,0.0001603,0.0001603,0,0
1662674400,2022-09-08 22:00:00,DEXE/BTC,0.0001603,0.0001603,0.0001603,0.0001603,0,0
1662670800,2022-09-08 21:00:00,DEXE/BTC,0.0001603,0.0001603,0.0001603,0.0001603,6.9266,0.00111033398
1662667200,2022-09-08 20:00:00,DEXE/BTC,0.0001619,0.0001619,0.0001619,0.0001619,4.1084,0.00066514996
1662663600,2022-09-08 19:00:00,DEXE/BTC,0.0001604,0.0001604,0.0001604,0.0001604,8.4457,0.00135469028
1662660000,2022-09-08 18:00:00,DEXE/BTC,0.0001603,0.0001611,0.0001603,0.0001611,42.0486,0.00677083594
1662656400,2022-09-08 17:00:00,DEXE/BTC,0.0001629,0.000163,0.0001612,0.0001612,37.9646,0.00615976744
1662652800,2022-09-08 16:00:00,DEXE/BTC,0.000163,0.0001638,0.0001606,0.0001629,80.3928,0.01299629662
1662649200,2022-09-08 15:00:00,DEXE/BTC,0.0001623,0.000163,0.0001617,0.000163,69.0956,0.01120174768
1662645600,2022-09-08 14:00:00,DEXE/BTC,0.0001614,0.0001614,0.0001614,0.0001614,0,0
1662642000,2022-09-08 13:00:00,DEXE/BTC,0.0001619,0.000163,0.00016,0.0001614,97.1121,0.015612053
1662638400,2022-09-08 12:00:00,DEXE/BTC,0.0001635,0.0001635,0.0001611,0.0001611,44.2142,0.00717585972
1662634800,2022-09-08 11:00:00,DEXE/BTC,0.0001669,0.0001669,0.0001643,0.0001643,13.0112,0.00214961777
1662631200,2022-09-08 10:00:00,DEXE/BTC,0.0001638,0.0001671,0.0001638,0.0001669,42.9583,0.00710650423
1662627600,2022-09-08 09:00:00,DEXE/BTC,0.000162,0.000162,0.000162,0.000162,0,0
1662624000,2022-09-08 08:00:00,DEXE/BTC,0.000162,0.000162,0.000162,0.000162,0.5075,0.000082215
